"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"
"g1"	3.47184580154509	4.33278422523053	-3.09843748343083	-4.86942915807119	-14.934720176617	-6.93958184424035	-9.67712602743867	-15.8594801255052	-14.4154432667907	17.3880301356411	-11.2546013161909	19.9050380016473	3.2627607898905	-3.83617302041766	6.00300352052335	-5.89218660417274	11.939050397657	-0.80681258549747	10.3367371330299	-2.98654242339046	6.20817197616766	6.90470812346138	-1.10740513450152	3.68294020486274	1.02642736884758	2.32088757414156	4.57159742132799	0.441608765408803	-7.03643145340248	0.348402644480595	-11.3914718018888	5.17540235643445	6.85217685183792	4.45086637718631	-6.15303597522988	-1.81612175453906	10.5557504950315	-0.290721980273719	7.25888423739692	-5.4218120924675	-9.75417792818128	-2.64647510483756	-1.48226986064641	-20.7956033865414	-4.17449933485718	7.52348295819197	3.5772060251447	6.34408059775219	5.96601560778085	16.3274963735111	12.1633419961854	-12.7339755294893	-7.59828282270126	-0.905331150278073	-12.7492210631234	2.19235009323437	7.79819365664537	12.0880310482882	5.83246268410393	5.32497736645228	9.18160465703852	-12.8644629826795	11.2106269217421	19.7980247076476
"g2"	9.91011076890947	-1.04756315098705	-10.6825388355754	-9.86549732254727	-3.763125434122	-23.2492647385206	0.558978172185216	1.70078768982229	0.745053151928006	6.05949673699315	15.1902145824883	-0.37206375300369	-6.40355684281987	17.5002118802737	5.88628846516332	-10.1517372398856	0.108344793655093	4.35211138440402	-11.1155483029423	6.36205713812627	-12.1405709227526	-17.4243570810801	14.7870980017711	-3.99526153648548	9.80983572006938	25.1589195017668	6.29261428999784	2.97299003792162	28.2205382725007	21.9056043002476	2.37074918711457	-3.02790880091694	-13.890565240967	-17.5874904572895	12.1131361836717	-21.8715565110443	7.6932853789093	-8.81903450444082	14.4877757882077	5.8816888221327	3.86719166891557	2.61446128525274	-6.29820233979554	-9.3349096644853	4.6750003065997	11.2640417266642	17.1029547779257	12.6639658649536	-0.461734291157891	9.77806869372109	-13.4719300121211	-13.8075333324534	7.41226705566012	18.3149097888191	-2.44336918401736	0.928192718896073	3.1410870180997	-14.9691352283535	-4.93527900198257	-13.0216669692605	-9.38647620400959	-1.52641024063547	-4.54288608350186	12.7518193858757
"g3"	18.9733961104475	9.32484225312692	0.889520551294925	-8.70662633987055	-6.08543318703113	-3.68646261209166	6.04892981139471	3.24801096801902	6.37690008160628	-15.3081703504437	-2.11998303947873	2.28424888348076	-15.841690330751	19.1870645504456	-7.22643559663532	-9.13089083218779	8.8062845439321	6.44663960440086	1.88344810640694	-4.72720345465335	-15.5821917857841	11.0080273267598	8.65636684025412	-0.802343320993474	2.65549878520276	-12.8808210471652	3.64187998632492	-3.11782348893927	-0.590786014331327	-4.99928874004583	-3.44533183001041	5.05612991807588	5.63231378466404	-2.79490172584382	-13.3626602340123	6.48242962814688	-13.3119876311048	9.78628060828868	-1.78731273693631	4.04011038565818	-16.9609639374903	11.1877061371648	-0.691355379576961	12.8891271132964	0.105764524502371	-6.12600629697246	11.7991177691444	6.03934938259116	10.5447110539789	0.276192297559282	-8.73931834338838	-3.81953799884418	16.390769981202	-8.36328100532173	-3.55188401877908	-9.48571116651205	6.65650178050852	2.15423620815643	-4.12144821450357	16.3255651988872	-5.62260759277898	-1.66993466963365	5.00891746360862	11.8597022074295
"g4"	-12.0432412330931	-7.40187013416881	-8.22192698938009	4.51855151766717	-8.31201481135095	-6.97903742443298	-8.34034114023714	-7.11491712741653	1.90550545619085	9.94298776581229	14.6241847629819	-8.79445115191843	8.31789047372005	-4.7604095979637	-0.12583806008429	-3.73512454292161	-5.37215279859095	19.8678689904729	0.110124550063116	9.84627035414506	-15.587102719091	12.6026951204184	-3.57227412388828	-6.60603159986596	4.77757214051217	9.6914920992056	-2.01337173798202	-14.6491899691852	-17.6752211896502	10.8436986614629	2.62332885501562	-0.072811228230751	11.4060743685725	-20.1759272123136	15.0526726984278	-1.72744708292603	8.3595490768147	12.4788771899088	-15.6124819248194	-14.2363395297347	-2.06927741972422	-4.14057035386294	1.3658438111165	-6.23754958498523	8.48136230723228	1.49653060811776	0.780136353508444	0.917004997666659	-1.24239735836944	0.946582014950542	12.4093523603141	-11.0958356610139	9.18612330920466	-8.77823590001455	1.89723544774257	-1.25007817954892	11.6279194221327	-4.84590386092142	-20.7759731942344	-14.2950711573835	4.71920548338799	-1.55219388362195	-10.8160622151708	10.3405133574837
"g5"	-1.82368589908681	7.00752050039588	4.59105648723555	1.2984507375338	0.0405963652010035	6.06378649926064	16.1688224483957	9.791078065332	7.93564198431372	-8.57770880075716	-16.0808262935659	-10.5561394425969	-13.9651870609917	-0.989768706364996	4.50617505076474	0.020555891959158	15.89233796755	-5.00486916744732	-3.15893546178472	-4.98574858630646	-12.2219957113148	6.05843097638116	4.07242320665514	35.6378064440807	1.0811189842329	6.42339078672169	-11.2727089500784	0.125541694482074	0.812927100153154	-10.5356810034674	0.442479014315112	-3.44082171119172	4.05971599664132	1.8621710875872	15.8693761237364	-5.04595837038167	6.23645657329349	-6.84062565330057	3.00392422823112	3.46123805317226	-2.04141323610032	-6.36721033648382	-3.75483151413911	-6.94279858372512	11.4097655647507	1.23671585742831	1.48682210222194	-6.47207566203952	-1.86793590606057	-6.77428839526466	-20.9157475692236	-6.57271693229354	6.27088945306823	-2.35446452127645	16.8485803871258	0.437413707179721	12.4659412605327	12.7173350408878	-10.3591702551088	20.4853967965144	8.64050479554236	8.2246700954995	1.11041233590976	-2.7603568008267
"g6"	-5.98338058994026	4.6720115495651	-7.21779149249992	-2.0451499734647	2.68691894930833	17.1820155738363	7.99586507849043	-27.577058863315	-3.46145163379075	5.67126584123289	-1.17289340852027	-10.4679273709192	13.3821602805915	-12.8098736314322	-12.8149989241353	5.25765097141108	5.46719238913988	7.9618766527985	-7.58597978121569	-3.53754173432724	5.51445515635554	27.5019538008242	9.56160949046504	-2.66775615725494	-1.02104317165474	-11.8433948271981	-9.38048944303889	12.7689268110613	-6.41922484153649	1.91925640640651	2.05952152498542	-3.10066312189623	-3.51863945283188	6.598304083801	-3.07270136795036	1.7077430848388	-1.01769719801449	-12.8175037958635	-0.537473473614557	-13.1484138482764	18.7236009440018	-7.21098951163955	-22.1163043204024	-12.6325306657674	-9.25520195403463	2.03152199135372	4.56435179635353	-5.77578748887768	4.3290380647363	16.169505765627	20.0312252629694	-8.85502233784202	-5.32961045334983	-2.61177429466558	21.9422212203499	0.330571388338593	4.50875722858158	-2.97046629436459	0.354801288587289	-16.9511972722641	-0.777066821789853	15.0551407095136	-25.1509785047264	-22.3307485722985
"g7"	-5.72731443050093	-12.0695245264511	-0.344266114671818	20.0925892457847	-0.438143972990468	0.632387419089441	16.4046086514285	-5.92936844749272	6.9109853487124	-5.2518088396822	-3.58227231665028	8.08313030641276	3.74273158443875	-9.78927359781659	17.3269500635546	-1.71561013994338	-9.50274019265278	-1.16672788258751	-8.67607866010543	1.0922165980784	-1.52594059333303	-5.4628731557681	-10.7913991906944	-4.37830502992586	-6.45182883212553	-11.4530409527803	20.3551968912999	-12.336907783956	-1.6192216427278	1.44772427479309	-8.01952513898384	5.72470698432958	2.57664140912657	15.2280962362286	-9.71274322477264	-4.51086902638926	0.390488929864889	-5.31339803957839	0.751509401736908	-7.83647880980146	2.34242519459915	-13.5855902540005	-11.6015196202002	10.9183139657377	-19.1778263621191	-6.86687471954556	-5.57049425558527	2.34159612042149	1.90923620144964	-0.158133978450803	1.53085060411273	-13.3283444116993	-8.80459410764698	-11.8890417520127	2.96396032246992	0.903564406812475	9.69009285857241	-14.6034529153006	2.65353026900035	6.56217257763516	-20.6041163415124	4.82776847787323	13.2535412402243	1.24699436305141
"g8"	-15.6182752003639	11.1955705580224	-1.84205797228169	4.24337497856628	4.71454260790323	-2.26821304116459	12.0571881645153	-16.6547446877913	-5.19277891114625	-16.2544409114369	-5.35804717812894	8.74884336791323	9.24494950009181	3.8585827793357	-6.3463192448227	-0.155813113879567	-15.6788486819061	14.2494971226703	-14.8588618133364	1.6046705061864	-10.0487441517919	-5.57182224948751	3.89053752040681	19.5429781705986	-1.01511729873965	-1.81499047551603	-10.3777063706592	6.68881353799296	-9.55819638048284	5.84091619341606	-8.64184565256304	15.5313081596997	-1.26265120140687	-0.392193315260934	-4.1155147978295	2.46340983056674	4.45106364157493	22.4616084510585	-11.4372559125647	-4.9324551940758	0.381859652056936	-2.94739234518555	3.2576728772004	8.00343549635935	-8.24668152072197	1.87729601927904	8.2259436673378	14.852161230808	5.59830117915802	2.19587111666748	8.21688769440514	-5.1810888731586	-3.94644632598545	-3.27635397778366	10.2305137232764	0.431805563620851	-12.8560868709543	-1.92616432867624	1.68364186862302	-1.61819825533079	-1.81890584666643	0.784039055195612	-0.221244533414307	4.60606668504817
"g9"	14.5995281539103	-1.18293784081944	12.5738883644907	4.5592250328792	-9.22707072916992	-8.48453912760214	-10.5344659026529	10.8831348719993	-13.6048509936284	0.821236174101466	-8.62259863377042	6.16337914468733	4.14915931807463	-7.0394053431929	-11.19233711919	2.62620121178943	-2.50934317307131	-5.85191162187191	3.53128455958957	1.88785237635143	-3.44390923706392	-7.04914422789528	1.54738006483746	-1.27554788290432	-1.57843066052367	5.95394494772602	-7.40576543272446	-8.15471801061087	-2.32732364911661	7.62125002132535	-7.12049222665793	7.74869845603239	12.9538027765949	8.10196065486182	11.6777505667606	-12.5757495756604	18.0934843243989	8.33896974944445	-2.90137830237013	3.85111548304903	8.43448148557554	5.7537360642528	2.50837097946318	2.05205285257958	5.97458345103345	-17.7325092919242	16.3518470922724	-17.9040831969943	-12.1487045786852	-3.75690444933938	-3.50480782268822	9.00072621460812	-7.97203682664609	-4.8208320289995	3.50781037603912	6.23916984607066	-0.500498615251091	-12.4754831212953	15.9136561034163	-0.469052599179047	-14.6022903524563	10.9543284973251	-0.422421230441097	8.18460114219937
"g10"	9.04637505334342	21.6310359775817	-4.75024872124082	23.0528201661176	-0.416818803696605	-13.0193391955288	3.61875551409419	2.68337941017681	28.5840713731979	-4.13578629620746	4.30186086883844	-11.3536379867385	3.66832709611478	6.17445495254022	3.27625220265903	-6.00459191389646	-1.96038469533469	2.55966559692651	8.66194789973751	11.8511029870357	4.6511275046548	4.17279177229149	-8.6707501196297	-2.0092845522279	-6.35068194218346	-0.17813864167204	-4.73356382838121	-0.362547265096265	9.90438473566509	-14.5745638295505	-5.04659833802994	-9.69360082551107	-24.1550969954898	6.63831898321269	-11.2586270452143	15.8509956500925	-3.51827390583042	-4.49685590544121	3.61088539444778	3.11565882288322	2.49055303059685	3.48919425375925	7.93283899605133	6.00314245467819	-1.10706888189576	-8.3069118990159	6.02377762689792	-10.8160604856731	-9.78031121123609	10.2370918592201	6.45370671555126	6.59371031507506	2.82633817970842	24.3067301295139	-6.65933748087304	15.0848961695132	-2.77022144379119	17.2024878231787	5.93998411268265	9.17681981278316	-5.74877865648369	-0.135791400105717	-20.1318453892402	-17.5765540915236
