"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"
"g1"	14.5310106974731	-1.01936162740122	6.55761624840465	-2.9777523711471	-1.86970546322632	10.5163192973249	-10.1413819502147	-7.38636815674662	-3.19036770508312	-5.3484817685316	-1.4211193232257	-6.68827765901214	4.73934582596083	12.5731926314134	8.90732057558651	-12.1451695501493	-9.99768672207	-3.04861513398057	-1.91130420783548	3.01545455733555	13.0504549280995	-13.6412274156916	9.38076644671481	-5.25058251907559	-5.50376982483355	-7.88950961968285	-7.61966734084548	-18.4520474842972	3.66191956618775	-3.74541176639802	-18.8077664886459	-2.05022390967416	-11.3308590963991	-3.85879305203542	26.2848001391828	6.08671125463685	2.82678448438892	-6.42443752046813	21.8472978652063	-13.8141885025471	13.379897203505	16.9527907645231	-7.17711650174215	12.5133641150303	-9.85903164615944	17.2445241581024	-8.165423668144	-5.21433245823611	-4.42165285418987	-10.222441943242	-1.64636171193576	11.4268561462233	13.3045805178816	1.23237584947653	24.0775092819603	0.620233939570937	-7.51789214155611	-8.26578684273603	-22.0527511138876	-2.2829463340121	-9.04348458795502	-11.5984325582212	-8.98119458639726	-9.00157558565538	3.1993884183657	11.2250182473787
"g2"	-14.4680996696803	3.51613174018378	-5.32315170319164	5.43010496811427	8.524480410764	7.2043085095777	13.2356465144193	-3.08879407909484	-9.25332275246183	-5.80510709460145	-9.60267589898591	-0.734069413516539	-0.374528956562296	-12.0873054316393	-5.14862023039518	-22.2877245733463	-18.9978977307953	12.6572184065157	-12.875068478764	-8.82743028520368	-4.31185436247654	-3.02415316545703	-9.62970141066394	-9.60835370512121	-6.25754841360709	-4.68690244176993	-16.0272477702401	5.97968502079568	-6.87803849279149	-6.96033818155525	4.7493673878396	-18.715601031677	20.3875476793219	3.74990712448599	-6.23158645350198	-2.89409362806635	-16.9820159066434	-12.6095552409182	9.63274022044251	-5.25448636821721	-13.5412912861579	8.90002511287024	-4.69144992793395	-11.2176619358238	-6.11426513726841	2.90028368654158	-10.3784294207743	16.4641056388471	-19.128622561996	9.48413810577002	-13.1522622218446	6.37178123558743	-4.29328201986437	1.14419939069922	-3.2727325111534	-9.14654141741512	-10.5238979978718	6.40458790376355	2.21324852064654	4.72497226348713	-18.3567783211548	-0.585576486982007	-13.7293677823674	4.2582170155897	-14.1659991355068	-5.45403310645966
"g3"	10.6972676555514	-6.02534426694891	-10.9270330838998	4.49094896779508	8.14859705805733	16.71955028955	3.95332405473545	0.854854531278299	-3.43925566591902	27.3073108016283	1.60414197351441	7.58418019197293	2.85377853708363	-3.15021677319673	-6.95453558169485	-15.5593780960164	8.37714972406039	-1.08234763532346	-0.835447906227343	6.27574221542654	-2.64460007282092	0.158246651405979	1.62452448748627	4.08454203818034	-3.9218290797671	13.4124799268177	-13.2921158772269	-3.94494870238863	-0.0526445852063003	-4.23800563891576	-17.9424444418399	-5.79916470287048	-16.3866871551972	13.9010889409946	11.1524421957108	7.09590893517469	5.37414050345893	-5.27225509189691	-7.88509935465104	-5.05842965194249	-0.0664649416165471	14.5856300605086	-12.4721706167278	-10.0280353006113	12.0599154577251	-0.367532710396573	-7.39169923956956	-9.87746553612227	2.31701013709303	7.0044036699525	19.786043429546	11.3389102643921	-9.5029679346046	1.23818494953699	-1.97727772333943	-0.596737404467897	-1.87504186754011	-9.12568129263237	9.93963705986321	11.104648832937	-5.5761902645728	-14.0200192612695	3.63979110196302	13.9731521357254	8.20698399654564	5.97282627397319
"g4"	6.22547727897818	4.39548345503311	-2.07203357972836	-9.03296326021535	1.09378435497293	10.0716161321688	-6.23586831168573	-4.28397069901332	-4.15434413112292	-1.05207867104786	-0.534011846918411	2.08390673710542	-10.2952823251657	-8.29321363889157	-5.90589122277974	-9.33228714010189	0.0597940835119158	-6.7552214505476	7.45884881539716	-2.01761324176929	-12.8206881968134	-3.39574858117725	21.0260220054978	3.65505981584262	-7.02346790652816	17.0848271728065	-11.9071268501295	7.05273760167417	-13.4535304540498	-5.9090275096448	-9.21916441898872	1.63489654038824	-5.31370439921932	-11.1196057875345	17.4025076409685	-5.29613953659001	3.08319247176409	6.19757475215568	-12.1946643973063	14.4233276744292	4.04710694028138	-18.8329660448783	1.73370847385911	-12.2683686355935	2.6759537434975	8.67891972551493	-4.58179358967598	-3.86147445045944	-4.75535100398223	1.38211514248615	15.5452332462329	16.6302321635041	2.60703479350598	-5.90075572353911	-7.44063097212285	-5.03023937222209	-1.87831553715727	-9.58588085242503	6.94437353884046	-8.32388690643442	3.82655024999448	-6.03304801611208	2.24620790074732	-13.1789979406633	-13.5046916669948	1.55278140550172
"g5"	7.83267064437737	-5.68085677430401	-0.195061113610857	2.94675534666044	-11.5115839857591	-8.56015109402207	-9.36340849031255	-2.53650578956891	-18.1335155058507	5.05500292995839	-20.9403916077114	-4.45129614606331	-1.90640618750983	-14.6651176976557	-1.68598158542894	5.95549616983842	-10.3192159124425	-6.34786814540358	12.6127279901839	4.2871997156868	-18.9921930822567	1.5710038286056	-16.7894673950583	3.87417340234111	19.1405639289179	-4.62552364968158	-3.8415818951426	10.8640344207304	11.6545242791488	-12.1152279724833	8.49708734888109	-7.88845954817716	1.67861293159457	7.24636348527562	2.53870365677769	-5.59560186882516	-2.67834176755127	3.15209400582273	2.66085480290633	17.1981742775666	10.1533741694189	-1.16928093435632	-10.4575044274088	10.2367479946988	0.865237457567647	-4.03022577078614	-6.27277856950504	10.9572008739354	0.201037661750193	15.3520587301708	1.14775275388606	-26.7017479738152	-6.14493385953612	-10.3377255113761	-2.89302576419356	-8.63485811783261	-16.4517698415503	-6.56369003793356	13.8629767953865	-4.22646064773966	15.2850620718545	-21.064567995576	-6.97703551669428	-7.95634680409746	-8.61020081501677	15.6466606322897
"g6"	-11.1654521042218	-0.748504299226234	-9.8729207315914	-0.601728251541502	-3.78689482761863	-6.75792281637201	-15.110302200505	0.443468549765106	-14.7780396212973	-4.0507802788127	20.8446065640551	8.47689965052707	-13.7901923629043	4.36494666433265	0.139780645787556	-9.95006484099287	21.6047405915977	-7.34966595345269	11.0677291026087	10.12231703989	-6.01801210880551	6.75789579123806	-4.58113321285707	3.03934602065717	-13.3717545169529	-3.82480365994484	-10.0398847024121	-14.6444171905575	-20.1956293935495	2.12040298475653	7.85764163108932	-18.3631813132741	-4.00289475873103	-6.61612006878543	-9.17456222899467	6.28648118185399	-7.73058714915325	-6.12760110080022	-23.7489775185959	1.28225605147281	-3.86499549001867	0.571175480951429	14.6755506860219	-2.41507610962203	7.0056598357141	-10.7543483242064	2.68778424479638	-8.23483566886179	18.1107598672464	5.69232642298142	-5.44964870601546	1.34315591026245	18.7072246076951	-1.5049742244341	0.0589962369052904	3.96304508167611	3.65527572685639	-3.09591438924395	-4.46156798828333	16.2119944346692	-14.4524593224587	-6.72651831011478	-18.3912882161975	-12.1257204952451	10.8665083941146	8.76750064064596
"g7"	-3.08717584792759	8.28241108796411	4.6666389661786	6.04518456084691	-4.88581920567697	-2.72707286079133	-18.1454180447833	-5.5684503435529	9.14069396493678	-1.23615673731764	-7.76999885143126	-2.57974995437284	13.2133598508391	0.366330233971586	12.731251831786	2.11695161332294	10.8808023982038	14.3502056785	6.07284401521501	-4.04357057622068	-0.504256340411146	-4.13540744919702	7.46837836694014	7.88283419738085	8.00375208235605	7.56239298988295	11.6518922214158	-3.66756540832934	-15.1414925370008	-16.0288804539396	10.1764566467669	-8.841840003118	-4.55902204704454	5.04707314182688	-2.42269587095616	-2.07525122704588	0.250665740943655	15.6967310806339	-6.61584969558898	-2.25491260734197	-2.08681155943058	3.28580791255409	10.3550786158066	7.81823938459315	15.4160586700597	4.64927378969347	13.5951120686319	20.1844060737771	-6.46276989150892	6.84828114091794	-11.8408360127531	0.551545513585603	-1.64183187746461	-10.5996508951671	10.0891721650624	-0.0755466320186998	3.86199775364545	3.72921721060982	-10.8269515389656	18.3708189414851	17.8495422580182	-2.74140412474051	8.60378486957336	-5.1637607652456	2.66583989702981	-9.23994112641926
"g8"	5.70914178537628	-1.71429736118049	-4.69032204294028	0.981715848841723	-10.5265267974055	6.98987347405676	-9.33895458313293	-6.82889783985837	-16.4822601851403	12.5310037237439	11.4622307561338	-9.43126102054803	15.5123189346906	-1.43588049425099	-6.47862936749143	-2.9299008025255	7.11739276562959	3.4524296790867	2.45755157422495	5.45196669362476	17.732207517549	7.09772263937557	10.8911761150518	-13.2126585821732	15.8574280364989	-7.53021507510108	18.318943710231	25.7485297433013	0.653155210315563	6.57291323926349	-4.65965318844982	-18.9934985923638	16.1025704640251	4.91790352831446	4.04049673629183	-9.68571021526981	-8.22792119624831	-4.24531366135835	-8.57348272590492	-6.73751329343343	2.01664694912885	1.36421377504231	10.17952920122	-0.0452702743862839	-10.2789404492468	10.4396939186089	7.27012290794326	-3.44682419230557	5.72408909783639	-4.43247544260211	3.25612557060825	-11.9100893450284	-12.5843583860014	6.57726681411952	11.1580190973542	-8.653626751413	6.83853064043185	6.60970248553193	24.1562703677589	-1.61580919663484	3.06394625690462	18.9530605985805	0.10354778779201	-4.41994382519512	-10.9599764061366	-7.99206384376403
"g9"	-17.21898392443	-1.09835577251618	5.16477204112702	15.4027221329323	8.51727881947978	-4.76757518606532	-9.33773682877584	-9.25808186667359	-3.85832055744422	-3.01539750690378	-22.9498612959084	-3.68031022756568	-3.14223391469158	-0.0268174223331879	7.65316242120524	0.519492397504588	-0.289654776983657	-13.4667766208725	0.37064025487875	-17.4443571707167	-5.18774407488756	9.66330276982504	-3.6063462010737	7.02320612722138	8.08305041918698	11.257647985355	-2.842643719483	-5.24328055020667	13.3726052649319	-2.53217686413122	-12.4128324843939	-15.3528771629672	-1.43773362959527	11.7580350318767	-15.7024289677948	-6.45448316827562	-9.60987763551646	4.55767455717987	2.24114248495164	6.81824191649981	-4.83274243891696	-3.67782367679515	-1.90258063904363	1.09989469044538	11.0589291148779	17.3539963104046	-2.30279229791606	16.9166120023006	10.7884422514528	-1.49728239693501	-8.96859121107363	-13.0943249101305	-7.49306328331948	-0.992491864231064	18.5993603746768	9.42719027773085	22.6328661262531	5.06364735732429	15.9222784889975	-21.1495754849139	19.8673210705863	-8.74123326533379	20.4397342037604	-6.47146839568023	-6.52681856832801	3.08440457974938
"g10"	-7.88211597878697	12.9339196243173	-4.61291777117407	-7.09006537115025	-1.3893543745827	10.2008121947276	2.07711383653774	17.4026485124586	-15.6747369772753	-2.689700321431	-10.8120663580565	-1.30974245091065	9.61943977525267	-8.74589834400435	-15.0626350582453	11.0513160257654	1.64975905618193	8.85837147722406	-6.48414420738218	-2.37559091573074	-10.8938433405357	-10.663531064007	-9.54208073713156	-11.6073787767823	7.74521284421038	-18.4326965861641	-6.27627226171477	10.2020174623372	5.75491780266113	-11.4481479552532	12.0367157607826	-1.12008257782197	-6.36256296157537	-3.90140564652259	-17.013646590548	1.25836902395423	-8.79296373716916	18.781063534953	-5.26912556477138	-3.39322046781654	-3.59584264077751	12.3594178473875	13.5347808511106	7.4058223053448	-10.5881791360007	8.29390633177851	-11.3762798468072	2.25233951742997	-21.063830463084	2.58971783729657	15.3722190506969	-19.7964212735976	-12.3762981346459	-1.78396029610331	-9.35998701587251	-10.955265785302	-11.42358852061	9.95448940741895	-2.9237888056339	-14.7173352169199	3.30435247351346	-8.7097883573395	2.83176768876028	2.43089654499678	-10.4147063812718	-20.9100153083427
