"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"
"g1"	-2.20337973755514	5.56005282752527	2.55547885830072	13.7927180469067	7.7044287007659	16.770256925077	1.40313886907732	21.8691636590263	7.79889291664655	13.2797196665822	-16.5547559758937	9.68584458625597	5.95673547923877	1.41506380635075	-3.37620648885543	-4.74618352781113	6.30380022867679	0.733427773278182	-2.58944928251966	-9.25867901806982	-12.5965541552775	7.09548392882452	7.80500028356226	-10.4700916176864	2.43072347702197	3.07307009843319	-1.18469669719799	-9.93872260712858	0.408831473197996	15.6483075020666	-13.1611399154141	-11.380275591035	-1.3375435241575	-22.3818407320648	3.64261065298813	-9.33702219539442	1.84126359379533	-10.3985781435834	-14.9986403815156	-2.36045270707735	-10.5376685555038	6.0883393088839	3.64443679400373	-1.17862306852355	2.81208268896285	1.45986213580615	4.14681936425483	-4.14807684948157	-3.71259677282109	-0.634502427985334	-4.4237626385687	0.644551855164162	4.35854585998701	14.0393787189485	-18.688076463276	8.7760335915362	-2.95527521849971	7.58312538373595	7.24761034227947	-6.99091928693364	12.9417297507825	7.64247595983968	1.97307909209645	9.03405444778341	-0.710290074697209	-3.19222638385727	8.66821992927964	-3.61746836250675	-6.83854436758926	10.1722202895755	6.71188931280913	-6.9076863108782	-3.85816564519641	-15.6543253359286	4.76479727041004	14.5522303408051	-7.24348549923037	-13.4096118616852	1.57754521187953	2.63166336914011
"g2"	-4.20660632626384	-6.60899908201634	6.83885118309125	14.0005844627899	-5.22540279412501	-2.29268821129874	10.0982531221033	7.47677908705097	-14.604216775913	-1.48789634832548	1.21391470668965	10.5784028104531	-3.64719155096894	13.9813249997076	-7.82625135192805	10.9036851668093	-0.405761338554549	-7.65588467117829	4.99629008828713	-13.1006495681043	-3.75221352699844	23.9999995708755	-4.22915899190929	-10.4745885534942	-11.6994274346643	-9.13386094241481	3.65595327577236	9.40025784714174	-8.22174926753471	8.03607504714344	-13.2302656567696	-5.972541897077	-9.7600431762643	7.60706328081855	-1.23429682902713	-0.849004918234786	-5.25159493918217	-1.11568388858078	2.98545143333755	5.64054158795705	14.8395743614854	2.5815339927886	-3.06100661399523	-16.4522165067607	-0.878197227114089	-6.39279157419564	1.76773502172047	15.4794347590639	-3.34859633897053	-4.33559218825943	-1.3655616276803	18.6545824667434	-15.2547587126342	-0.333294130702089	-4.40987058530971	-17.5210743625665	-0.155262606287827	9.17984413688028	-7.43397947810918	1.35321562842001	10.7768030721328	0.452816433899808	8.67969014891453	2.69117939752943	14.4405278813961	-11.809764846561	14.3291359223711	0.0193816340933431	4.00486684812114	10.6111058287965	10.8470417138549	-5.30784948632555	18.6597886122859	11.8896609625066	-13.2019049743955	7.95460933629965	17.1453679025609	0.558635284767179	9.8426422742409	6.4756592925397
"g3"	8.32812512519257	1.361068472147	13.0821853689481	-7.90011463133505	-2.9365946154456	0.572944487615531	-6.13333636377542	-8.30118468457473	-13.9283289435329	8.0462869215647	6.56657395138836	-11.5827177734377	18.7252294709464	-5.95349033341849	7.86206005249076	-0.977041597889599	5.98639497173259	-2.25718633458041	-4.00419712265423	8.47505682739271	-11.7257754233666	11.4300596740363	-3.92496512989563	-2.97843819121666	-5.36600985576287	10.7725686447155	7.70921525816305	2.72903019237704	5.30860771593138	21.2925436634448	17.5200658135197	-4.70125894349649	-9.16287000084173	10.4688140608503	-3.19279603681054	4.5211907215548	-0.636426748414325	20.5743465163926	4.60695956941987	0.282073737634934	-0.589405140906388	-8.68322782642969	-6.04935442582858	-5.46866924868581	2.69610223616667	14.1137242293168	17.0265692046052	21.7614841661266	-7.40380814785149	27.8927401274065	-9.00651373584274	6.84231253949467	-1.88223058402636	-6.10667402949646	-1.09869634338915	-2.30638988976126	-12.6185036108634	-12.9424181514114	-0.464550740607664	-1.41208617417166	-11.2733522443393	11.5989782564101	-2.99460844675812	-6.27652883430674	-1.65304686109076	7.93810855183745	2.07224449149114	-17.7120798841545	14.7156438394487	11.6952805548395	-1.73145847175438	0.389865717845711	-11.4012827270157	-10.4764449650324	9.92203139960467	14.130512956462	-21.6991963708708	-1.59347047369461	10.8566216705624	15.67867075166
"g4"	-3.77290209098909	-5.30052880674626	11.0633390534709	1.06133040507107	-3.41007129145155	-8.98389101257361	5.52293151608413	-5.1288309064263	19.0678226247505	5.05714286323737	6.7500636700136	1.20823002982742	-18.7797712308036	2.96779048721858	-7.13829017864687	21.7223609030198	9.58247441784205	-3.69282181182333	10.0741583284631	15.4288821550736	-6.31200837885119	-8.10202388528801	4.1167675010928	-8.4553171994701	-5.86221715435661	-8.0338063302487	11.5493189346754	9.47704919464555	-2.29076634207397	4.11761583917037	-2.92558101708566	20.0478923629696	-13.9495705404116	1.05113530914412	9.20991314963782	4.79613638193563	2.37561386776693	-0.0790473639403999	-4.74752265519042	3.3128621550574	5.02336919656771	-5.8248068080326	9.47368069264796	12.0356936495811	-0.426774558175617	-6.21448658583937	-11.7841112383538	4.00776527932606	17.7631402946175	-0.00578643556781653	-12.3652816385781	-14.3357303811088	3.50518620063979	-0.225605883875782	0.267959480028193	13.7723912340022	12.1898367669489	15.8516418240682	-11.7188113336491	0.285680740558334	18.0489650738048	19.441101859977	5.46232967316236	-11.8630842652007	1.61840269675413	22.2266305233184	-15.1239747119413	-6.21622806333954	17.0734390364568	11.5353345206918	1.12705874951869	12.1694432568468	-1.21507996373393	-6.62469937351739	2.4735809618618	11.7328335632958	7.61645267933314	-3.45832746997457	-10.1904405495668	4.98918483840026
"g5"	3.83721275028201	-0.680815823482538	5.92219089316976	17.2824531522176	6.38190458534185	-18.4315147290681	-4.99886770613069	-7.57112125557654	8.49865328724214	6.49053824880358	18.1790404403162	-11.9930286921076	7.55189649582626	4.23256184447173	12.7392600255202	-7.96685884731019	-19.5826731228589	5.52074990559865	9.49462437326208	0.159096224147552	-0.891583951200589	-4.07407724480595	-14.612659978377	-1.74667952327452	-12.1308906130577	3.94205675074127	-3.51452613758478	7.76116187484863	-0.641921242872424	-4.3513857794946	7.41981470254796	-2.37791539744656	-6.18730199261939	-1.12221342222841	-11.9411638906097	-1.49279378112891	-5.87226361587222	-3.71159984025091	4.95127822220503	21.0987515695871	4.01650576372378	9.09684743439157	1.98302874697796	-8.46728955260205	-0.648743857457202	22.8757692278342	1.7526426343057	0.197952559241406	-17.6634375245612	23.2304409058318	-8.37423190312916	3.52111964528392	11.6068215988574	-9.55066180374993	6.02482874038481	-3.70556763482131	-0.514343930923773	-1.65795760956212	-3.11071769237466	4.51565751178053	9.39997800448778	15.2211213935937	12.819614422199	-8.57046879894588	3.00762976512538	22.7770489796454	0.0318006716530744	-22.2464482390893	-19.1536661450083	0.313334635318304	4.39846037862792	-3.68649336680261	-2.73439066976331	20.4053042810106	1.14999174176066	-10.9958812019907	25.873465111165	-11.2649915018313	-3.57579811349363	-13.8316653758824
"g6"	2.76621909051855	2.29579520077842	-6.72377756048748	-8.94461699338976	-8.86557496807621	-6.58517899098211	-10.1716615942677	3.62557026325219	-2.67269995149886	-2.31892130994563	-1.34865252584699	6.77657740848263	1.32150437556218	3.41083325031787	0.0472210742510278	7.44141732145143	-14.2926823819604	5.4190247364149	-7.78987932056936	3.83360275718783	8.07311427111371	-7.96937365827309	1.26113127657629	28.1095114580449	-15.778782789161	-1.48204695806679	2.8352302668233	-12.5684765884919	5.59570111421448	8.21834314031273	-0.681170161661675	-3.99706011548969	-6.04173425690024	12.6664769160757	-8.95085117445461	-15.5210278072983	-4.54722515335582	-5.53177633049566	16.7609156081426	-5.99858440139978	13.5052923843169	-7.82107684877071	3.71332589535704	-5.49209549944948	-6.40095321067578	-0.975708017697501	-12.4594444640541	16.2705083065477	-1.68850053800925	6.88602920409846	1.08308134320727	-10.8881546577564	4.3542272851178	9.15821289563933	2.04908821004979	4.13308308000683	0.637208923331878	-16.0187525436786	-12.2051631135291	-17.3551545531754	-14.6453461253058	6.63910910175272	-0.755634059497467	-0.177795646863155	-6.96001011708387	-6.47449926238182	-13.6004619836301	16.6931256041456	13.3465268591309	-9.36836870371456	-2.90787040446896	-7.67372251697799	2.22991526598175	-2.61068911611499	11.8310018043366	-20.1558189295377	6.33211510726395	7.69776240039928	6.91535020190251	0.343498441821821
"g7"	4.89935896776124	2.85917761747876	0.857825876843216	6.14104300620327	-12.3656382878031	14.1825730481374	-3.90288156643522	24.7878156922358	-6.11248544115116	3.02718805376169	-17.8864412140175	-6.97468315409431	0.639964504364458	5.57802509929298	15.2094021505778	5.9381454242135	17.9546149241725	-4.67629393455635	-3.02332014561112	-5.80437688985181	5.80716062426121	10.2371738070136	4.73082682153659	-11.7264850585712	7.81499961719293	-6.19392593934715	9.78890855632356	2.7523697178064	-0.712093463219951	6.80933947394366	14.7425932652755	-0.281883982107083	-15.3545384136636	14.1997664651664	-7.95926990678592	5.94676555410899	6.81270938891032	10.9352088794069	1.21328256712579	-0.241830375504611	-9.37217954633656	6.14728003753129	-5.44547911635177	-11.4709263321067	-8.91580782326453	-5.65080017691305	7.43573823973146	-11.294039041612	-15.5370719069052	3.33257930948976	2.30786854516163	-4.68148245698299	-5.90311446744186	8.04988417555155	-16.2851071062309	11.310469859288	-2.93905699515442	0.179794698886978	5.83598925963681	17.9102587919652	-14.4872300521418	10.6575355417487	-2.90183379887403	1.57911585099274	-2.14406652413755	-6.61597055053059	7.89355035708721	14.5478757603887	-3.015932576317	3.59283373091272	-0.657028566840923	-10.7168220622032	24.0425448090545	10.5204434594015	-11.1099820161756	7.51422138020133	5.68649772477767	11.0899613622079	-0.503275987178222	7.35136674539753
"g8"	-10.5571480772256	10.0113124454809	15.5263966722362	13.3997718922954	0.992390009591429	12.3178548942874	3.57250976338426	-5.0730384478596	13.564191555193	8.91050488576052	-7.90633279660934	2.73689634986184	-18.5920934677326	-8.80392255601749	-6.25388003093021	-11.1837579499617	-11.9488787410819	-20.183794317625	6.52715464301481	6.9266647321344	20.449549723925	-5.23420483582808	-5.11171200561171	-5.31012920509089	0.731952306623142	-7.58814421163835	9.52145248203134	3.90032480894854	20.5272151576814	15.7401267470856	3.2645381920624	-9.29706378921643	-10.5412241508552	8.33219906525246	-8.4254640365686	-12.3218355124905	-1.16170718624667	-5.56547541527532	12.0183913362038	0.841495684991111	2.91987817162898	19.3299156316793	-3.12351501143843	5.33950364014523	4.1822363331149	0.980817035572279	-4.06174256632206	2.054604931684	-6.63584707263726	18.6224345325971	-3.6139296121786	4.75403836074501	-16.0058263782644	-2.62939824053236	-9.33322608229551	11.9103616427779	-2.22296403251249	-11.5132416165851	-4.38710102397242	0.242771816584108	1.58447597537492	-5.82879480765676	4.14196123975078	5.01407493633628	-19.0100732866005	8.3536126898286	-4.85879516071591	-6.78954600277408	-2.9503483434806	-2.40577709558451	15.7383029612708	-6.39155540485155	-2.4917635969013	3.36028774209505	-7.74326803303114	-3.94293076826923	-4.1456456600035	-4.68888747655071	0.293888067878232	5.47437252827754
"g9"	3.40882614998828	-4.26940723070148	-22.361078435586	-10.1241796455457	-4.32323253498269	5.73768522162295	-5.81552744873213	3.57270920740162	7.83658545763904	-2.51661087222861	5.69825846948328	-4.42871458914968	19.5464319780234	-10.3878214180659	7.96629726714216	11.4110168696444	2.17116551524037	-2.43486103951817	-10.6515274700745	3.68741749388406	-7.37959726125104	0.917625658232259	-7.0518992543865	-5.86316353860778	-8.75444772654269	0.759291955581474	-11.6075587881645	5.57614608320703	-20.3690157703085	13.8446314981898	-4.71862152158526	11.5163039858323	-2.30878162992117	-9.60734004669676	14.6035416658702	13.4782000564547	1.9929798957993	15.9989612462474	-3.94100032743877	-5.98164713757254	5.20402857883147	-5.96450980920296	0.147143966218437	14.0549767722399	-5.01350873561798	-20.0536733568478	11.6531081431551	10.5869875762587	-12.2858448912825	-19.4026634060655	-12.6447262514222	-9.74070022590814	14.2507634929271	-9.36186814939782	5.45199618522401	-8.28052831447447	-12.1885570208283	10.0204228133656	-4.31380155199612	13.9128093471544	-0.0902212129684098	-0.192713936831684	-2.39835267572177	5.62005027178271	14.6028801156759	-0.663290668459095	-9.19759112971272	-18.8569249424714	-4.57091685142617	-1.59416008403179	-8.96851964250016	-18.1433641115332	-4.33773318725842	1.74658540006687	-13.1066246505991	12.2540977333609	8.48069961423056	2.62278051673518	5.85100988895856	-5.93942632629691
"g10"	-5.79081158530735	-3.60914791265552	-10.203867986854	17.9021329997745	5.31370040183572	2.91824475412369	-6.92566959193856	-6.63889180869631	17.051022582843	-1.34389724577854	1.38412245076456	-2.03690934199056	25.2419540199901	9.83234409650463	9.86884102941561	11.3414597533294	-12.3281153931319	11.1448599905118	8.78846977327934	-9.01799408636806	-6.53195426412105	-16.4752841018893	8.06874949216314	5.88534806824452	16.4982363015293	-3.71714847207616	-9.42427518503789	-1.4450135658143	-6.80515037616355	9.28947231662718	-1.64164884156147	11.624405869069	-4.16293621593499	5.7789714314326	3.80196000112141	2.30492964006035	-2.60136067936892	0.524244113495671	0.384630983633779	7.49925019719913	-3.1267903367322	-1.81625019509522	16.2987308496601	0.828042031739357	-1.59383452893577	16.0077127908695	3.43918844653239	2.04972018920868	4.5169706629311	5.41362672399425	-2.46857501482251	-9.2046412611572	6.09581092047188	-3.77582246616116	4.75028108096961	5.37236414092766	-0.709751881630586	-2.43877298782453	6.78666498304148	-1.83740208034566	10.0947137820994	7.05032232864723	0.147680550799214	1.64554540491053	-1.6945793651274	-0.633496936906508	-10.8552714066422	7.30224671736344	-3.87077612597051	-12.525517357806	-12.1487496296456	3.16762935784141	-11.5716956230722	11.1289143512598	3.5762225260391	13.176796954688	1.86423951475318	2.2755412388321	-11.339702715878	-5.18882852539841
