"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"
"g1"	3.35947493250076	2.30470213322554	5.12733402089879	-6.80606338456742	7.54270931566089	12.7906704906121	5.66996264897666	-12.1192381008312	-15.7932163010161	-13.03503975044	1.29878579332719	-16.7957868360481	-6.60275214771145	6.30462366290641	-0.746153405977601	-5.49518696345689	3.64743157423216	-6.42705347435254	3.1828288877143	2.77522167803387	7.57706918959006	-9.76462778185252	-20.1771681272086	-1.94790965999493	2.32704257563884	5.83239811137395	10.5915579144684	-5.23441094905395	-3.6835109731524	-1.37506794288737	4.61686270089151	-12.8133893171243	10.3252646446964	5.64943283474373	1.04314272407882	-0.273646286842204	5.05735731412808	-1.97739036708478	5.31823190239516	9.71809617729722	0.087216584411608	8.47735859009515	0.0465695006544093	1.37637803762012	20.970736971074	-14.5182820714215	6.51409044926088	2.4007047211316	14.6844018966262	8.25331135573876	3.50643002755382	-8.01083653578523	18.9926489341702	1.65147158684088
"g2"	13.5444901800371	-10.040567388998	-3.82942105744301	7.35681578746436	3.85199905565605	5.79196560744757	11.9225975429047	3.7957374035629	9.95344532284909	-2.2341806308007	-16.4583681904641	-2.85040572567802	-0.850112532247508	-1.87584301537229	3.46138073842534	2.25893659279168	-10.015410018904	-10.0226413730513	2.34585193822991	0.0761279209006822	-2.88688311004762	-0.591436848595007	-1.3021553502563	15.1102797386631	-14.896303004989	1.91358043889989	-1.83991392362406	1.78979761007602	-21.1089707768353	-14.0325341045348	-7.0891285876027	3.2808654234849	-4.95946687723996	8.6723249487585	0.191164561194941	-10.3782182411075	-11.0418339448327	-7.6545673179488	-6.57461108447229	18.246438539404	0.811249040109642	7.35623552694937	-13.9688712147084	-12.1343141102683	-4.55979121837282	6.88476748763427	0.403779459399279	8.26692792493354	-0.632228236003931	-15.9845090445851	-6.26778854159768	-4.69127668533469	-2.80010930664509	-1.4418317857347
"g3"	-14.4542301450016	5.62291133552899	7.93365073519791	-10.6472235856575	3.24430609142512	-0.152509663224236	-16.6808068442739	23.0990127118623	20.6121486479686	2.2974378257658	5.34175029127964	-8.32391226272832	13.6253867518313	-4.04914413426984	-16.7503699956437	-1.71115140263486	6.27726181761465	10.1021354029296	-3.01887558616757	-14.1666604655642	1.15821104720134	-2.14955462443707	-10.0827829659213	-1.21211892945495	2.53529731145934	-11.7732070385109	-5.52707360443874	4.64242495404311	-3.71842616241341	2.91918405213206	9.33462551662509	-12.1447259623417	-8.49584900674508	-14.1240740119934	-8.27348543505386	5.45536434090262	-1.03967203146211	17.2727297283916	2.68596789769723	-5.90903660397262	-4.71446623072349	-4.73746664473184	-4.71662080423661	-0.76577772860724	7.30483219037552	1.41597772318701	10.6023850003356	-14.4672292848995	8.75249519088405	-21.5864922346523	-0.120407138570706	0.134250602381862	-8.82846096352952	11.2293204065181
"g4"	10.6033366139208	1.80998628544766	-7.64842291775436	-4.45040308560363	5.14779736980833	9.0450656309742	-4.01563953738384	-2.75431462992883	11.7433497059959	4.87491576519627	0.850281547349893	12.9167996489951	19.6489584760526	-11.2752873039848	-2.67323824393424	-2.02130427676581	11.2659420061046	9.0377602532774	6.57876527455768	-3.39658355055447	0.0649998525245027	-7.95720263510493	14.6351320855571	-4.45074698890767	-12.8705553310602	-13.7524814997219	0.0550761997004727	7.85844970040553	4.08927384851373	-1.78781204253581	-12.2137068697887	-11.0761316235069	17.8870271702323	0.863654490381894	-14.9583530683593	-4.5858910241308	10.338767030822	-12.3645705741639	-0.0308821452166426	5.8667010867311	-3.00252205853852	27.5532361306035	-11.4777946968679	6.62934692297387	3.89161058780692	7.02536354883034	-2.26718444267725	-5.26226523459414	-11.6573192682003	-10.1047902114688	21.6062220673538	-7.20071716272087	8.35632207909726	-5.14354365033014
"g5"	-1.43687822538059	-0.455881751773769	-6.84221932974077	1.76277055890695	-4.74216301106047	-13.8499237048683	-0.314670097111677	-6.09070528145775	-14.7848397290176	2.20122596085644	-13.9772326955298	-7.30567438950393	-22.6564667494456	-11.8736481753959	2.95269638824336	8.68641390771891	-9.46071167172909	12.7491820483807	15.0431850705154	16.6258006263548	-9.88897711294649	-5.00534079667389	-17.6682325048897	5.64813971097471	8.07082735181253	-5.86050210467321	-17.3947304002127	0.651508576419255	-4.83758866647199	-14.5669450239561	3.32185961778181	-7.5932310671984	17.7181560276806	-10.3516239174516	-1.58380633992397	3.8570507060355	-2.26595002203341	8.77799832241764	-8.29106240102046	0.0387407653136686	-7.86260996797264	8.57045560268409	10.1218917080471	-5.49787455750882	-1.32743869810053	11.12311200544	0.688923578415423	-3.46657360469116	2.09021816374056	1.50062165838393	5.92245350620404	-25.9071808161806	1.94159225046905	-4.86532140958644
"g6"	21.1515608963992	-1.15849838243263	-14.0588994045284	-18.795719231397	-4.29596474335849	-5.92086746555929	2.8981646995731	7.6642235038343	7.727368437668	-10.2981913584294	21.0918644492863	-6.07006756825262	-6.61461444595515	3.81974568208575	3.22068834323968	-18.963039469482	11.0604568479445	9.08508828657314	-0.248778510798276	4.04332008400344	-0.158734341965741	11.7746822598275	-7.03629342236569	-2.33150955093737	-8.75613125661479	-4.52506241955315	-3.19501605710663	-0.481139699170635	-8.08428464681378	11.8438828180269	5.92361672785186	9.68804397826111	5.49754140096472	-4.28196726048319	1.56159088507425	-13.224479860134	-12.158877255265	-8.42943816816525	2.99800363143449	12.386020667952	-21.0318133928525	-6.13843985160511	-1.15050770691665	7.23155363197743	-9.81232010252961	8.24744313556288	9.76450664171561	-18.2669298062378	-8.35989016755443	-15.9707797966076	11.4566907514543	-0.440018447923395	2.85706093394113	10.1839404608926
"g7"	4.30888030862242	4.48479185797591	-16.2586671351418	-6.1783706176025	-7.23115664125807	-17.4476857047791	6.57346557682929	-11.7377557047237	-8.28467172165065	-15.7474078113504	-7.53547772959985	-3.87612659768663	0.677698111162035	-2.88224936523913	-5.98898699143686	-6.49391291442662	-4.86383214341179	0.0218440660917846	-7.64918049215459	12.5559083326599	-5.10257848604481	8.40858001562482	1.35539948731153	5.15830149595834	-7.98129289655104	4.87638595684426	8.88107324767413	8.57088231974562	2.5363185165795	-3.40095165199424	-1.22513011491455	6.0229501028011	-6.40706982168339	13.6332831849596	4.21316932550581	-6.13702032055649	-5.33869729870909	-5.25038974413887	-8.96118302100231	-6.35686890254311	2.8983868402914	-8.75410915531889	-21.1674035913412	-5.83105982020864	1.30469121110562	-11.7347474703521	1.57032316340206	1.66934094022691	5.7084042618759	2.60486851122159	-12.1869992246384	-25.7306817696498	-13.381742420661	-15.8329995268819
"g8"	9.76862174109017	2.11535766360811	-15.2895085781901	-0.481111895522912	-7.40577714992002	5.88829701137629	0.831210066493639	-14.5087559592861	12.7783500579395	5.77338033525718	-4.36809622261316	4.07654251336304	-19.9177332201143	8.16288847918695	21.6962127887901	-3.48364849765662	-0.448912315648244	-13.1864089105016	19.3849419055626	-25.8764744281797	-8.20543978477674	-13.980541933438	13.3092759977166	-5.76041887013813	-35.6342939493745	5.74229185979362	2.04543295263812	0.0963401363573679	-2.17449678067834	5.29226299502788	-0.584291729111909	3.0843099915663	-5.28071832112872	-18.2893608363788	-5.83133238049882	-9.74639829655011	9.6615990826445	-6.34373239591047	-11.7171201568575	-14.0596932543064	-3.4907745729299	9.92325750257378	-20.1661350660715	2.14599433013047	7.51531662494503	-16.0942086647581	4.12830845120147	-7.49595139195504	-1.30326774162295	-8.18647214142629	-2.97516844994687	-19.3149256098437	-8.57333065091079	24.3659676114012
"g9"	-3.92443652393437	-26.0491510473997	-16.5289390133224	5.06337530005104	11.7360033863458	11.2163323357776	17.0929277721761	7.95487227080614	-1.71473477029434	15.3402806934615	23.0932754802028	-10.3772409997326	0.824541672755824	18.3919042711629	17.8094279648136	-18.7358835319031	-1.91397131585671	2.97728785086768	11.14154439905	1.14676946876593	-6.45758350805333	13.9958694145377	-4.823381730906	-15.2464713396032	-5.22124789025174	14.8857283271061	2.24252105791508	11.420635164318	4.93443258858119	-2.68659963218316	-3.553151239971	1.83549028557572	-1.16882461376616	7.82161989842899	13.0140344674304	-3.87135838852223	3.3450613648571	9.06150478112991	-9.02270408715082	12.94705870902	-0.792481367554754	-10.8756857592593	-9.95856872124885	1.14410933459341	-3.06863319339149	7.35428982015614	2.45692691471052	10.4698712619803	8.33873330002308	3.5217468956719	-15.9667493221905	5.22571331320827	3.46098202433188	-15.7524369277696
"g10"	-4.49577732988047	15.3084067221245	4.54957508011629	7.46830955376649	-3.39741543171666	-9.39818621258336	3.82065747559717	11.6511078633644	-3.70711366223671	5.11797202262562	7.27790858415791	18.0339807507975	-1.49534379256747	29.2338678341216	-15.3762640762245	10.2590886573024	-15.0919423399443	16.0627557696119	-2.86337460872419	-6.14999644869527	8.56960723131236	0.158832024155004	2.42838480414842	-10.0459396001277	-14.7656374985549	0.770869316870683	-0.928002048189808	3.14714986054508	12.0310436662743	-9.03718906239757	2.28097105361365	9.46371776783959	19.4954237914159	9.67566065263189	1.7384028432721	0.741171105152137	-2.82397314161351	9.63446574871124	5.23306013886619	19.7148607570043	-2.68162021087997	-1.81493076894837	1.75359900794809	5.3994187364842	-2.94077711013832	7.88676327825198	-7.65624372403356	-2.4717011884707	-13.5644064778894	-3.17213721528137	7.87052923997723	9.25575333677834	-5.62110144584212	3.18017438421574
