"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"
"g1"	17.6547049104051	-10.6516065465896	-11.43353080274	-3.20753627321614	6.9253301344627	7.80162918087851	12.1922090494881	-4.28541530996151	1.14920778917314	5.77881850357179	-6.07590604273009	0.613421506143241	1.6220361324697	-2.40486788039833	-4.40782228407352	9.87981286730594	14.2252186189268	18.7848226326679	-1.58685888232342	15.2369499378008	-5.17570820448849	-4.18680996335622	9.51370690185716	12.1390842462385	4.35198563602692	2.12808049641912	-9.9418138599321	-0.567521300889296	-0.0853144107796404	11.7449767395832	11.4891385300509	8.04058637883199	7.14343289441413	-4.27104553280455	9.87075383368929	1.13328653212412	-11.1035081045821	0.153047571424771	-10.345240983712	-5.79598758297684	-2.24081758429799	-19.7989390474821	-17.854845036899	0.64729577446649	-12.2255878924588	7.70112465528016	0.839288370719118	-11.1768714368783	-13.5315961879769	-8.65258686396809	11.5407706983093	-3.47915458258637	-4.16275645869358	-12.3872804812626	3.11646735331324	-21.8426909752501	-12.3154130237077	6.30562849144387	-7.61007035423944	-0.368922798403567	16.04425257306	-11.8731558043898	9.22221138686101	8.73472104324897	9.91759660051225	-12.9619704135679	-4.95783837322009	12.0617415850394	-3.7348761093266	-17.6474091709168	8.15419953188813	3.67621132157585	-7.60607983051632	-4.16827321756703	2.50836805966724	-15.1800236468122	5.3859211352894	3.5152760128131	7.32590056012255	-8.4598910771279	-10.4235674639155	14.8965505369619
"g2"	14.614944456131	4.78258964983756	2.83234142525683	-13.9711351443806	-15.8597475099922	6.133636204369	-6.54833414334899	-11.2981030970205	9.37106468580732	6.54791949059235	0.986887959707031	-0.0769540875696132	4.67440981662763	-4.03593022675324	11.5164991454911	-20.6540237047149	0.116176349587428	2.49465373498852	2.4567194631329	-16.3027094571376	13.3566361706427	-17.2635741950537	7.41283772064092	4.4508219052062	-10.016311640197	-11.2955722561877	1.19443153680662	-6.39171993006582	3.91213443652997	7.25799944740221	-14.4954483683624	-18.4746821770697	-5.84689380321108	-24.0516425035698	-0.798791766697052	2.53626995887292	1.042609630977	-4.62408336192408	3.71771983294155	-13.5325880028842	-11.3722179780262	-1.66034437411903	-26.7520138214137	4.30305507803578	-3.48638996857811	-0.0751914065451816	3.15162776941488	3.23398365424467	7.07223746584487	-13.9465478007593	-0.485272720352075	-14.3255849922696	16.2150262572147	2.63578094119364	8.52983977261452	-8.68551532029809	-4.43566856649701	-0.0283489213090767	-6.68861215043514	-29.2281500016669	15.6312461534462	-8.18971163556544	-3.3531294693073	-6.9692204163704	3.00565059829785	-10.0622321383536	5.04593490996642	-3.15081972179044	2.05018203016177	-4.54287097627378	5.41547562599445	-17.3898187116306	12.5444122135644	-15.2672489234288	-4.72949054575564	8.59273043400554	-2.28505821266828	-5.61681093902466	-1.65987727391525	-2.08555767847202	4.35171615691127	6.39628001632651
"g3"	2.37747463392125	-10.6735003080964	-9.09639444028357	16.2810753602636	2.77393002640624	7.49231539680725	4.45643878805415	2.50625218920319	-1.38261174028242	-6.35999276440325	-17.60104180946	1.42157079031959	4.54063800356605	3.9965056580512	-5.37183518450398	-5.78213683838567	2.96919528959865	-6.36590695811351	5.13641875508457	7.50577359784997	18.8857397836542	-6.11686324330667	5.64887880070755	-4.49765972777885	-7.6081343838993	-9.15502633557831	-1.5501066349093	-3.72817487781548	-2.43372406776998	-6.05245157017018	-0.543217733729098	22.3931618636386	6.25620286820756	1.04070956094461	0.592313689752153	2.85976846996078	-1.24799189800159	-22.4448458868983	-1.06798273093823	-4.32177043438404	5.81227432882601	-12.508392102054	10.6587400290947	3.51667227353469	11.3279374388245	-19.3576680629812	6.03393420048601	3.44530983257475	-11.3141313131281	-7.41659197698671	-7.9121812679976	10.0121743274662	-0.734692275211721	2.44344462102025	-7.00173486806379	20.2830451024015	5.25470665382591	-8.05418171180327	-6.10966594338365	5.1239177527301	-0.437922527539363	8.12038021637382	0.57143970835935	-7.14303870230449	2.54666783489289	-12.871940704461	-9.28749392871431	-13.431242269072	-4.56918153029835	-8.26210123041238	4.23359920304172	-12.0638236995915	-4.77739196910411	-7.08474711949593	1.79028989406011	8.60891284260159	-14.1753822859081	-7.63779479780226	-12.4409321138933	-18.8988950277703	9.04268201896648	-13.7481954793283
"g4"	4.03179546481565	1.22544046338401	-1.38390530098129	2.85868912915643	-3.4063309747375	-4.19389417105149	5.93265297914297	4.30641444068116	1.02225250777842	-7.716860982946	-2.67917145045058	18.6887242850998	-3.24536028165099	-9.57605406498807	1.29157754949472	12.2511800744829	0.125981901948304	-0.157407545491438	31.1359678499093	4.95827673260074	-2.89835271287803	-4.05870606793796	0.0186543755180971	-18.4283633027223	-3.72141293678718	-2.45085782210539	6.71485977624144	-9.74869181815623	-7.8123882460737	2.86852201393594	-8.10515230494192	0.169712472913136	28.2466004131446	16.7658101926364	-6.30854445684525	-8.77766654921979	5.05582645800435	-1.99463796327417	-15.7191048110853	5.90083449917347	7.4317420968699	-4.79888412635954	2.18366079137097	18.429571859435	0.872156719709641	-17.3893629796766	-10.9385957233119	-10.4830355655879	3.69259363082499	-6.96324008969219	-1.3755462515221	7.47943221725771	5.01090242666892	-14.0355148540565	-3.10720456417847	-3.01283859941999	-2.86213456500466	11.4526673116812	2.91986527165293	10.3236508968612	2.9637832506046	3.14681214837418	-11.0804050444839	5.2341893622856	-14.138003804484	-4.36537803989948	0.8264248354038	24.9384855142879	-13.3440248755006	-4.38302260213967	0.13366033578782	-14.4822695997433	11.8086840377149	-9.6581293959322	0.0584367102715643	-11.9689018279615	-4.54172477878917	-2.65409284108348	7.05795585432568	-10.7557008768119	3.19070158161733	-9.94858818888876
"g5"	10.580834674976	-10.8226564857409	-13.1896599052905	-8.18939340282608	-4.86604007915494	-14.2173286389091	12.9638787375473	-20.7044748419173	1.25949861487767	9.95743993840976	11.8326685327158	-8.06149774962408	1.76324761079638	-2.24815169568509	11.1605180222956	-6.77163777575334	0.882127905764939	7.83264013536373	-0.434522602947017	10.5784605415286	12.301235384672	-10.5377691547086	-0.805956076354836	4.66035618451453	-8.16669364450687	14.7952570484023	12.3581106726044	27.5606653602167	3.94247760224767	1.6494460413995	-1.94654434884649	-3.3819385106225	-7.46029512326016	19.0718145316076	-0.344485303556661	-11.3176907132163	1.88151172769485	1.54289569766558	-20.7614114901841	-12.0758492675942	-11.1421349510047	14.5650056795724	-4.67472009150162	4.6942168979454	4.34422925763516	8.40593761051614	-8.65107688366772	0.25823245002938	3.90765106805501	16.2597057705351	1.99811742384664	11.195486031144	-16.5190053599757	15.2621934911254	2.25762800564895	12.4919775826298	0.370061409561781	5.12630673253244	1.53565035516688	-1.23655081720703	0.751002718590599	9.13632837119738	6.51902049106488	-8.47133638873639	13.630711255571	-8.30444577082459	6.11413968451841	0.512896471164184	3.76213222349644	7.32126858977469	-21.3543168214527	0.328944088413358	18.9186672681329	-4.246072954166	-4.16271987729003	-0.670437347829595	6.82441712428921	-0.0361121270552433	-11.9296578216061	-0.396621859790516	-15.5929873159649	1.59741481642608
"g6"	5.15328919158997	-2.13239280355736	12.599028833515	3.41023174436076	10.530819824112	5.47746450848662	-9.74751417454968	1.86987206880286	23.1752428609947	1.00391814460368	10.5008463065773	-2.82168487770534	-3.20587385998607	-4.18112496302582	-7.38040914683058	4.67607373393944	4.7856427925504	18.8386871389615	10.5851752186786	-1.40522935056101	5.05072744178145	-12.5929301548847	-12.3676561555335	-7.4451608569734	0.432336598169765	-4.47988821968133	10.923528978208	-1.93417093896799	-4.44333128454813	-9.75787818974297	10.8575235814584	-9.55072202192029	1.97237337505039	-9.4561087763052	0.931156827011045	9.65271520918449	2.90120042698175	-3.43159793087515	0.0159112483420321	14.965958607367	-0.751645492384791	-10.7857503082685	16.6257898429991	-1.02007158847843	-8.47208388718551	-5.49078696397446	5.15885158760731	-6.20288118584669	-9.32351001735427	2.56954226565197	0.441619802413978	12.6472610145482	-1.77274666120268	8.06161657823428	-7.42155659576251	-0.759791398208465	21.3670396762637	2.43050457875933	19.877122285648	-0.244021962920623	11.6132964803743	-16.1813991860483	8.52726699721197	-14.8741318504175	-16.0371314875444	-3.81446559447198	6.88829591339952	-0.465332909734051	9.77993096316073	18.1454581894527	-6.64262007616244	-12.0965613021216	-6.48229641131679	6.57993117454508	4.10960399874195	-4.83761908311698	-10.2622855606628	-31.7797859721429	9.9474256633838	3.08572293228278	-8.59981229529077	2.39073961063563
"g7"	14.970173540186	6.71939585457308	8.98042055842673	-5.66552605552602	0.270953029354688	8.72480817266976	17.8389995416352	-4.20102183363421	4.64094003885596	6.76203547942138	-13.8265749918223	-23.8905025191688	5.98372147639994	-14.3247042682428	-11.773162250594	-7.73705245263325	-1.76360188279806	16.2942020836042	-8.36893444513692	-21.8297411553955	5.0829947275635	-2.46696149940889	3.29239952250287	-2.98200965940255	4.36763188429793	8.97915959302593	6.46923816790644	7.20052742497692	-8.01194266472738	-25.1605402439151	-15.0383938061767	0.929686918464858	3.42915219533954	-11.9876510355587	-0.48778300192639	8.2158219639681	5.83480720341135	-11.9017843247628	-18.7738126592925	8.80302847669376	-12.8033008528918	-23.2248500112496	-11.6611477167753	-10.1521681081247	-3.67181140561381	6.91288497345364	3.54657452640133	16.9673500749852	-1.13536777784793	12.2777460567061	8.38588614186097	-4.55502761520798	-5.33764367147413	-10.6246103330982	-2.45943342858302	8.14820693051061	9.02281916930686	6.18163820449825	1.59534241954092	-26.9644439212651	14.4660145832506	5.76014531693767	-5.78356378169608	7.65375391512563	-4.12531706845438	-17.6812168836005	-4.18615729813348	-3.15492919641383	2.75024621574067	19.3333372305533	-3.00366352338549	-19.9497057242341	7.18384585931101	11.0856020618319	3.25742123630082	-4.10700314461002	-13.0585280237386	-3.92197403832163	2.59445788645961	-19.5553611065229	-8.94531322090763	0.729297233313516
"g8"	-3.76371665079974	0.881849545515237	3.95000702942015	-8.56008165519263	-2.84527978947138	7.21962729652266	12.6698505057126	11.0227623429964	-0.613724754205942	-1.80253247520162	-3.57400180951777	8.51730886294507	-25.7509701185013	4.58106336534868	0.209516561769739	11.5230551162425	2.73149910216707	-12.5359753435511	2.34504916825724	-14.7392963624186	7.87080422433174	9.03212953382873	10.1581328012913	14.7962452536721	-4.98724339116913	-11.5009877952405	-7.91566525501036	-3.42772216869155	-29.7226495634925	-2.85120366058852	-7.11242413611623	-19.5749715478466	1.62789323930975	-5.92883853940168	14.6730629190159	-8.86015505888232	-8.85160427511811	-32.5956519052119	13.41819968524	16.1309204657204	-3.15708395694987	-2.56201603876127	-8.96630271935822	-9.55727876479205	-17.2270514474928	-5.69591495984671	4.93162297809226	-2.00199889014466	-10.6751124458315	6.31122431307242	6.9936043788916	-8.40229805833591	-8.4173300660877	-3.1007314742063	-2.45519228710482	1.51207572496901	-6.33997619593466	4.64085400023495	0.404252753702518	18.6598541494103	27.9196622271532	0.738608890955024	-0.0657751934600675	2.91224815905112	18.7188170496939	13.6149304041865	15.6665812628235	0.560852953213537	-2.55317039100284	-1.80951494985793	11.5975415729819	-12.5003405534209	3.51913248121031	-2.80105892718518	10.4733882203745	-3.3825559690978	-11.4187258985486	0.424879662946334	0.447771109124896	14.6545751730548	15.341718088172	7.98642317406187
"g9"	0.88645650646041	-3.96712828698858	-9.05537072393983	11.4531460862799	-3.28292434842974	15.2253662016942	-0.944929817390916	10.9621161975855	-13.0941254822001	-2.32064298541187	2.53879656350836	-4.88249023259542	3.73358587707239	6.68087614038794	-19.7412359311161	-10.1171746048303	-3.28298132651242	8.69465091920523	12.1314452379483	-11.9769779390479	-0.452520996045086	11.8186825946861	5.64097172065071	2.07270095893879	5.80123906122759	-8.10306179675778	-2.74230196404638	9.54495233564588	-16.6541837593995	-8.35219675236434	9.09274620173638	1.27063707278499	-5.08598731849675	1.07417130326023	-3.52956446173232	17.9359661720696	5.12514296333375	11.9270022170799	1.52890837870277	-11.7996310015921	-11.6849713511343	7.64097237277122	-8.3571143694548	1.55309074831313	-4.00321925548233	9.2920409049493	-1.42499439465137	2.37494701513409	-0.669240744899649	-2.46254906576664	-9.76238201808975	3.64840478588292	-5.05584521488497	-13.4738922613306	10.4296455965499	-7.05997247443839	-6.73787614289854	-0.941315693586495	-1.43441565323038	-4.77755895607706	4.38236309768679	0.449474771567721	-3.26069982906633	6.96667586011997	3.9243078277816	-1.95507116188651	-26.4359230090849	15.8513226908893	14.2442603349912	-3.40642015303202	-8.6563040555594	-3.81607301720758	-3.43022297789158	4.19395589033005	14.2534302831359	-11.1136104628662	-16.0883242192552	21.3394191128729	-2.74725131464773	-7.18701142657789	5.21335004668534	-5.01735236342703
"g10"	-10.4840202969463	-9.71313749826956	10.2543947151366	-6.59159774408385	-10.2092818303316	5.68816031569114	7.65894239922071	5.5574882981711	6.11878026106823	11.3374837958316	7.7716693324476	2.42709075114925	-1.39152629229819	3.5075961573052	-8.33788097462551	-3.87302964310831	0.926094208993613	-7.12428637145187	-5.2962262649648	-20.2075827390433	-0.387823131171598	4.87918604152441	-9.05463509975663	12.8269452842653	-2.60198962108071	1.25162801652873	-0.886269179988164	-0.483608110510581	16.5594724091053	-12.3580793010268	17.7074921311867	9.28684356099004	-3.74431241056622	7.30591491262433	-0.855505111195265	-8.90926364010579	3.01480692883756	-6.56731902675884	-7.28475842403678	8.96467371663453	-1.83619603509178	-11.7378831223112	6.20227389162782	-21.3166333325776	2.62358997329995	-3.17669896550205	8.90645984014767	8.73824359111665	-4.49565942211042	-6.70982134905695	3.71472973497284	5.74347699740269	-14.7817333434494	2.53176520203108	9.62834972637206	13.6294361270872	23.5545499930625	2.33985685231934	-18.2554947968998	3.70878411353703	5.28588167063447	7.15998725436989	0.308357300896637	-16.4862927215595	12.4603618104941	1.58539007246418	-0.0125195505176499	1.27300053873211	-8.95238428983713	-9.76437592882431	2.61534528421069	2.51651385820441	-17.3005853611181	20.9011027689631	5.27980400410179	-0.780657674552421	-2.83780063725272	-3.91497913515225	-8.88054996337711	2.21237552475795	-0.208603751697107	19.2799732816785
