"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"
"g1"	12.5348722018437	22.0350213001838	-1.08522696124277	-0.763392798408266	-5.3754300208943	-7.96058410851308	-13.6700689569188	-17.0091196193485	-1.79184833191975	8.86603602180334	12.9480410268721	-25.3173592001661	22.6351414549757	19.5324753545442	-7.66282046125897	-4.44701909918418	10.5436208742176	3.80095500595478	-5.9414496150943	-18.3226279311653	15.0743524716238	-10.5061975312092	-17.1187025882869	-4.51667756476461	-4.64568942749586	-1.5881974375626	-13.9451491626562	-7.28699746669197	-18.6557358025912	-7.36279553054618	9.11735322812168	5.31792484783722	18.7316730802639	-8.57172342008878	20.3135863141805	-0.236739484431583	15.0038137760691	-7.89201029248091	17.6371099480935	-0.886601977961384	13.7346609096592	-6.3467089377177	4.32305899506533	-16.3382312360604	-1.57472989625076	-0.792295167815027	-7.52318797252411	0.276006050227978	-5.96961739548495	-0.774600666391928	-10.7144677650187	6.02682319186633	-5.19810087897582	-0.945206157089673	5.30550033669268	5.34573770626155	-2.85392101177281	0.212727506454879	-3.70585123363536	-2.68292076577689	2.94266505641109	-2.18809443199826	-7.19846023930452	-3.93291235629357	2.75000738537412	13.2689695901937	5.88379081014278	9.08789277888403
"g2"	-9.85010833215536	16.1291327685622	8.78688627381416	16.6638548391712	2.28914583402079	1.4922484713251	-14.2690740896039	2.77164392627733	1.07225867375602	-10.8004471083898	-11.9867324370478	9.14452410485777	4.57877760546309	-5.96306221596088	9.60472499402699	-11.613695737418	-19.1013079363889	4.47167147785655	23.0032492020788	-17.3864231731194	12.0166456646609	3.10774164074138	-3.74739562114448	-9.28618855413516	2.53324792158718	-0.503622010902792	-5.38487212269187	-12.2944141030543	-10.334245696254	1.11981463456592	4.33990811937163	0.650381752734994	-5.27698934698958	-6.30731891722906	0.902151768406101	14.1999458816465	1.19254803782293	-4.80778975779169	-13.79190347057	-11.3874406485993	-4.59215881112291	-12.0437973621566	20.4577913189753	-12.1235009231577	-4.98793166234719	-9.54713810050225	-7.34154714380513	-9.53612818878205	22.4807990501723	10.1258629008012	8.52339195454647	10.0661387006221	-22.9820941089287	-3.34701592347122	-9.54976131572739	-9.48574974622436	-10.4106624993592	5.40133092352072	13.811079279543	-1.28271654919857	-6.09122352197286	4.66978408259904	3.82225579118704	-2.60422848108594	-16.7230006107945	-8.50197245480046	-5.95798032492871	9.87281639319646
"g3"	16.8387331106653	4.71007353134751	-1.31297690049965	-1.658147250738	2.68887664803387	-2.85335582298044	3.12311798438622	-1.05224125693006	-5.52012210633054	-21.5329318417845	-11.5321964615362	-12.4384284787155	9.37732764452335	-10.2653484307329	-2.73942894618246	-12.8852127294675	-3.70331171142283	-2.07881428271743	-25.1487070590057	2.58781843065832	1.60255750183579	9.80961101734045	4.47987790973974	-16.2484892108261	-11.818770696093	-13.7066516658541	1.83787017621071	-10.194873460829	7.95047120616934	-0.366767572102351	-5.08972790618882	-8.02949835082506	-16.1153800131299	-7.52860924342245	-2.75517407462598	-12.669965749426	0.200553420146081	-4.70984547960809	-9.18748213327386	-8.16640711885817	9.7623851476835	9.87340289927343	-9.09064602301887	-15.1547548799751	14.2089145846353	5.62417887066866	-1.16780790506348	-5.8133915188181	9.62748732443335	-5.39191793213422	1.35432156872908	0.905750454497327	-27.5465985581837	0.970880137544609	10.1709333299581	-18.8781995356122	-14.0106155081844	3.33109204002702	-2.34228646084796	0.745785930787108	-10.1376748064148	3.07766451272091	13.357092757542	19.9533383992993	-15.0389021707007	-0.649185364546169	-13.2081186338901	-16.7829027436743
"g4"	5.63491231176478	-1.03684060167402	-16.6903422690024	7.52840089926621	14.0097552788317	8.71559354014904	9.69313462257543	7.62395153239938	3.22390559908956	-9.29583330744758	17.5809790850201	11.1502233262897	5.91878651777052	0.507202605518379	-1.46225564104841	6.80369597245117	-10.9123874307219	-7.46977641532522	12.7322823434635	6.47312581002717	-0.736214683445297	18.0724876756237	-8.58485130253348	-17.075906405469	4.6816776918414	-6.96384912600758	11.7403377782281	-4.10836679094942	3.68778108163893	-9.219573750426	-5.29702236704741	25.4061837770525	4.75647040535272	20.5789356753522	3.75728661513161	4.39914421382371	6.82083659232484	6.76948411112901	3.38271055484936	-4.4186464506558	0.517103587135062	-13.4691631086513	-0.277577105858312	13.0976521437248	-14.4644587715857	1.18176237877896	2.38842148452336	3.12941412166611	1.63268935391851	19.7946912643007	6.16917634867201	8.8449779274332	-12.650184013865	-11.6559885591909	22.6777546986481	-6.11821971629999	-3.1684205327033	2.612760890433	30.2175470994808	0.941335514348451	4.27256607154741	-2.7819418966836	-2.53554490182532	4.08463957338236	6.95552377804246	11.9673067591716	-1.31456025470179	-14.2238552920872
"g5"	1.46366823947987	-20.0200267812452	0.168167656511211	1.90214764578338	-15.4561621455922	9.20877001232878	-0.898842298351005	33.3579948724393	0.951207754813062	-8.12360394914877	3.25114512345759	-6.71100329506082	-6.74179416753981	-2.45509858859297	5.21969124444101	8.7138422474827	8.34368534249903	8.74370106727523	13.1574138121869	-11.1904745643208	9.60010603671932	11.4578220783275	5.35913569225684	-15.1865615335988	-5.51583113953076	-7.14307493514814	-4.05229623118304	-14.156122263762	1.08068041896052	1.0296098223043	0.786688257743078	-7.3519145493469	0.288840550170013	-5.39585117509561	6.71702269726717	7.20627894285077	-13.8116692546112	1.49416077309155	8.88496893931922	6.84512084165607	3.48707869260772	-3.45381103772261	-1.85512119972685	0.312022712443117	0.55319247004192	13.0062992245715	15.2650065159801	8.25836397758717	1.72928965685629	-10.694318047399	18.6828904344399	11.7034376848604	-9.62697783914663	-11.9383079237739	-19.0261162805624	-1.00254692271663	-11.6290979772192	9.33833207405661	-8.33131724967487	-4.8883631052974	15.4618339402612	5.58541954030098	-6.76130778702742	17.9878273187499	20.4150647236655	10.0173149077709	-5.42342146826287	-13.0899566655528
"g6"	-14.6471722949903	-0.448008335310548	-2.16576981706595	-3.55319100054217	-6.89168386508222	4.08691597628737	2.35016071587041	6.75527667041631	-2.07289056059359	7.93894027980019	10.9655812553691	2.9564490786075	9.43232976656785	2.08830100924724	-13.7845977173631	4.07964668242944	-13.9522901833876	6.81666008403738	-0.131872449857352	11.8322542957966	9.47266362726999	-5.99071826801447	9.09842133441641	4.31947202171272	-6.82300243425864	-8.65027135116412	4.89336819203465	2.75061505314803	6.91446035379921	4.57212917447933	12.20662325899	-14.1869096779847	-4.31645268942581	3.14929898061626	8.50340343859616	18.6224171847019	-6.9936300968521	-15.5842423082352	-6.5548406392206	-7.23542917996473	-0.486272988820242	14.9494865378558	2.47318214041469	12.8841550570331	-2.94871663785664	8.213337054581	-6.64756104431148	-9.05683960848624	0.910459180120522	9.55476320625026	-8.33813617181725	13.9109837244183	4.19773911648169	17.0784689893844	-8.51625289541105	-2.2180740511302	10.3103344795661	-15.1078050058036	-0.326748201922028	7.65739924221737	-2.13425683348686	7.75841387870079	3.25467892345914	1.13634244624472	-10.0528008895386	0.639942758792695	5.50016628786083	14.5830838026363
"g7"	2.19369308475119	-12.9244995324241	1.2277435400587	-1.806724077516	16.2107729399478	2.82512308077621	-1.07662836560048	5.84514107960981	19.8089924487117	3.45467772736028	2.53009241480485	4.57069237460118	-0.667137103412164	-13.516506160451	8.46433833680052	-18.3237497045032	-19.5606914254493	-5.12597401987866	-1.62098205300287	-10.2361475046807	10.0698041844697	-2.67455330350725	-13.9298197760955	-7.45930564608743	-16.27170959519	14.1727334835785	14.9867665430694	0.856967019469415	0.182863820294716	13.8756481198891	-4.33325986967476	-11.9151985573203	-1.61803453444196	-0.54790760542581	-23.6272846410987	0.251212172195221	-8.8440969470346	-8.68800967724089	18.5782548315856	-8.17046155993201	3.24721779017223	-9.59463296443743	-11.2162950682919	-1.47578803479069	-33.4553770457657	6.51674887044532	1.40901302831764	-9.52794833238921	3.41994585276369	2.19813745476258	-10.4328544729267	-0.932428490091316	5.2363464526276	-8.52107736019075	-0.555219408920537	-9.68044842346661	18.7267348957999	3.43904134916368	5.11890973863434	-14.4367970440655	8.27168827023649	13.8262449038512	14.1121520754006	2.51579030227029	-22.1870273597108	-7.2341466542235	24.3634237138518	2.34611719184862
"g8"	-1.64376044242657	-0.383928252482722	-22.1726892993316	-8.93441766548151	2.6720743885939	3.58534346903577	-0.380492100145577	1.61095739039995	-6.17073618245474	3.09738167989857	19.2662201239196	-10.8459600198509	9.90977502109957	12.3649847015291	-8.52831337071074	-4.3004298282065	-8.88366743410181	4.25696919217213	9.10761945976486	12.6043770640434	-8.90690639602424	-4.04783425904148	-10.4109072689836	-7.98703380327764	-0.793980463086382	5.38627709387692	-1.69208887248605	-7.89590686753472	4.49211068676023	-11.7401625063585	9.5486383676673	1.10797207655173	1.56477105190059	-8.24235837308111	-12.1513575044637	-7.53020225978199	5.5672408228026	7.73633710609448	-9.81838165939973	-0.87118049233982	-2.70585696030652	27.1744258244667	-4.26571024564362	-6.09744511872599	11.1929851605938	1.78274701034761	21.1356116153058	6.04915077186518	2.75691419418156	-7.32251426261405	-13.1848530584084	-2.34914346995516	4.16149330688769	10.1681618507613	3.22410774105959	-19.4124394403896	6.91603222790463	-4.07973442200928	17.5957415296521	0.308690732162612	-4.100138213272	1.18728308126287	-7.81340353121194	-1.90617412782938	-6.87202691744977	0.680749653297768	-7.53606030813856	5.36066138342764
"g9"	-13.3099588916217	6.59384304958427	6.28555110993974	-9.58979305560353	-2.08947689292148	-0.872231444031533	-1.16219394584698	2.44360050337234	-6.0445872459064	7.70192436326221	-17.3392496232437	21.7097214534641	-13.40368301904	-6.65507175481294	-16.5363791351125	-2.08608163352021	-2.16671897615526	13.8885983057343	-7.45661971427041	-5.90630673034871	-12.3479404108641	9.61693547826314	7.5140173977484	15.476229848312	-1.42522264205871	18.0827155995125	11.3226600791391	1.37344847079546	-5.53625549971261	-8.61078094031608	12.6740144683635	-1.43595967198061	10.1267807569596	-9.66415242912901	6.827280176453	-5.10214321767002	-2.43738716091007	21.6949995161041	17.5556752515411	-23.7794625166784	11.1490144614065	-5.62639675700668	-0.0106008190503101	-6.20201175873438	-23.8523434831919	-19.2041980498203	-0.418303398804087	12.5165381361191	-16.6861423017461	7.40953800768859	4.6023955375685	2.08131731844365	9.81581912840728	8.84043511074442	-9.67789681575519	-16.4323913341693	7.87800088700433	4.87939719131002	6.74643218944616	-0.718633612238979	13.8252783380062	1.30370467760643	-1.33022138700516	0.17658518609342	17.0173556925289	7.6146850162693	7.98275475625482	-15.9641845354
"g10"	10.4517146927486	-6.07162483282264	-4.75358092912689	-17.4820386873537	-2.84833667902527	-16.230792615377	-7.61324043271913	-11.1946394010957	-9.81492948943374	6.11435694175193	8.47105034217598	-9.54557431947504	0.410446158475797	-7.18130560097966	2.11476243063145	-15.9091418109951	10.139377711632	-7.18852536931064	-9.42808994457121	-2.99836227985123	0.709115897843945	5.53313465848637	4.64828655013059	0.80457512879	17.3366914532682	-6.42234973683699	-5.02848849879965	9.15862823966671	28.9342480495846	-3.1996308705751	6.03315576037136	27.1222333925233	5.84536966232572	-7.73338943157604	0.850721364041641	-11.1322522564213	5.31874402518472	5.71182899067985	-6.14911475705096	13.8375010186873	-1.19480996403658	3.03130081208113	-0.330003792628861	5.8080656589039	-3.27465432862845	1.37182595246289	-10.228703016534	11.4241766876963	4.75531792332455	3.85990215069626	10.6701651234387	12.6828872361886	8.76257443629382	-11.0920800364833	-2.43693498512025	-4.3898872128926	16.5817862971597	-7.8695525440242	0.692597185132249	2.71737372563274	-8.88379368825594	-4.00168874287096	-6.38905622955248	12.4390177002932	-7.04042061700169	12.9113824719536	-0.162878845721064	3.41884986458448
