"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"
"g1"	-17.6846331827841	-16.3631039617901	4.66915790648217	-11.7288615423051	7.82082080003339	3.86346723934435	-0.757669321991807	5.85436460249992	7.07898437965415	-2.17755585136613	4.03597920465302	-1.68353281103164	-8.15910161950397	-0.270606116287849	-2.55586221861851	-5.21610457943092	-7.1095811124454	4.9570542362254	-12.4253736087089	1.33733006183906	-11.0758940882074	-0.122769967131519	-18.9865644005633	9.75167226317424	-29.3468995789041	7.02422290578122	-7.23942719289574	-7.84997429828721	10.5487045295834	4.32916829279208	9.5336237787124	5.90402100224165	-1.76639918624091	-25.909285699143	3.5672971032081	12.0535140604573	-1.96652701464935	-0.138081280533555	7.63486722618524	5.80856302921097	7.60368741635093	-11.7039278147139	-0.149173406293297	9.41748520579394	-1.79382176755374	1.9820482993516	-4.97097359887597	2.08136423768166	14.9630368478914	-0.240744686691288	19.0847395961077	1.68323499029732	-3.20286610434503	3.19339285997622	-10.7594637136455	-12.8593738048936	13.3599170549808	-1.63985568947636	-1.634245439785	-6.81873753492605	4.26035188633876	-0.460361581206424	-6.78040087205575	6.5671747250253	-4.06525371348494	-6.63053112209713	10.9493631647788	1.23033920011822	8.78973499797629	14.6268827540581	-1.60155139290701	-20.7605610500058	16.3667409646935	-3.18915698160321	11.0402464915104	-17.2779192518807	7.58020967600374	-12.3633691954479	1.5222447065085	-3.66205554037467	0.133141087072764	10.2694441465733	9.67530361486079	7.50247052657975	1.62930246910414	-13.3068285758978	7.61378522222689	0.0891496110085408	-0.953949360249793	-13.4217948194916	0.538371870466822	-3.14751145949316	9.61060703658156	-7.71984366189999	5.09646645466577	-9.18529958895928	-20.2400077990695	24.5916261022729	15.2964825216843	5.33475787524579	13.4538572589849	16.0018211111987	0.11400306995685	-2.56261424164871	1.00025874212157	12.4600333555025	10.3934505344877	5.51644300157805	2.54097639535291	-9.8703131524975
"g2"	-4.2377029971701	15.7859044159831	-18.9797215276193	17.5412229479589	2.10562174498099	-0.820346427989479	10.3871860126437	-19.7857491579995	-4.74209079591848	16.2288627521091	-13.3696493904698	3.0608831632794	20.7841022643832	-11.7646446927789	-2.92538980455893	-10.9306207218532	5.79186508943836	-5.74385470753047	-18.6536088284872	-2.31492854650396	-0.779457690435307	6.59260593341119	-10.5061137076554	-18.4757248147853	-4.73220800001584	1.30762235855576	-10.161637653076	-6.89559972761709	3.15857112814942	5.59883137000905	-4.5335054991887	18.6446884364573	-4.44568230104753	8.96373439765537	-0.870864497989223	-6.6048882773254	4.89707159858339	-9.11137933066915	8.11248461010133	18.5862309734596	-12.449841117859	-2.88531337500351	2.39778002367069	10.5355645889488	0.560728315340978	-2.75836875679662	-4.06522840237185	4.24986760073896	23.7458921832573	-6.42226178249742	-9.42477415874338	-2.81004248640422	26.4389532489573	-0.962457310342835	4.68408092485489	-1.79921841112438	-4.01337023066231	-0.568597787299133	-19.7195197619949	22.5319701401313	-6.91463427742634	-3.93736143278667	10.877488067418	17.2206043840421	16.5063125783028	7.31536250673138	-0.596778064648855	2.02166798736544	-6.91852831404804	3.52607432151979	3.5959317985327	13.8609627746993	-4.37926905995141	2.92536239177274	9.33781524647367	6.00663263361425	12.997015478861	12.2037559328534	3.04511907341088	-7.67368315652325	-0.704614423198965	4.43290236448365	-17.2243563664073	4.01566636492124	6.15643510714609	8.23531757688362	17.1453139667094	7.30915726325593	6.37584868795218	-7.82729617379563	-3.55712686823373	-7.33084293379747	-12.186089230155	-2.42560845525902	12.7453712150224	27.1886854566765	2.61044339664207	-8.82071807645416	-4.67791408656155	6.33642505980559	-19.0857192044806	7.84918356412481	-1.90423177341774	-6.76615976502994	0.208487579951255	-16.1761520411157	17.0512323200849	-11.1693794795575	0.917542806633561	-4.40041177224286
"g3"	12.4360490001551	10.7672090869981	14.6809369692688	-5.1484096071132	-2.49744284492432	-10.9667612384009	4.03311241550638	4.17367974440734	3.38491555451433	-3.12944541456954	-6.25476853114814	-0.884605096360709	-3.42676554796225	-20.2710603271296	-15.3888491848862	-4.17285154797526	8.02782082448227	-14.4158606211735	0.179061838996812	23.9524333554028	-18.4843032705619	-12.7627727709115	9.58349024871519	-7.63302256135476	4.96599575513004	-13.8014013482759	-21.556141524399	12.7067936524231	-13.5661188841635	-4.42549621001877	10.4944403079535	0.502863405113304	6.1872436349452	9.46912500531921	11.2635689601229	-2.18430490443918	17.8593981086883	-20.7769408616198	13.1255364030173	14.4573533100899	-5.4907861872409	-14.1827773811324	-12.1238470477528	-4.43585568515611	-20.5730291921015	12.9209869311673	-9.1702766066047	-17.8327502654491	-19.8653099689614	-2.21250740518122	1.55322405609251	0.661401587196087	0.263351845590304	9.66196409905182	-6.2437547703741	4.45405275236616	-1.82989365104908	-2.70341842132537	-5.55090840263885	-0.23712842606855	-4.03383219684497	14.2384844694291	-12.0866396374798	-14.4158903514128	3.23469188324062	-22.3253795327868	-1.20393018244115	0.0414127925733186	4.79388777243323	-2.91960994640674	13.3465567122778	2.69904990118581	5.44972423210971	-5.16810453485258	-9.08443455636645	-10.4845197924673	-3.43241524324572	-3.36736538027342	-10.9991795144326	9.78024993759098	7.38247126986044	-9.27424654393169	9.5808114481808	0.648637919137531	-1.09525043074058	-1.01535502483268	-7.77593289301723	-6.75530755791296	-1.54747742963389	27.1387069842173	-19.3878548501237	-21.1411299018461	7.20380954004536	2.25662475690728	10.7335240981607	-15.1402297008747	6.47401898457377	14.860697439837	21.0879052610062	-14.0729838802324	-0.522755511958409	5.35607181734991	-6.80332198423992	2.91014116040228	-5.17482583917244	-16.5559049326291	-9.79330851843743	29.4963476062523	8.71915656266473	-1.05519313271684
"g4"	24.0995547883348	-17.9372487307931	2.70488566761118	-11.0282017158041	-8.21203066819668	-4.80576681421268	-17.7112677146201	6.8902667761536	3.83126823445065	6.78491151361522	6.55944260373372	-8.78224225140097	13.7329300766352	7.38922001693186	2.23383883556308	-8.50952416510344	-9.5111508605319	11.5242093041865	15.9795879028586	3.70985900028545	-5.81658378279091	5.84039263818951	2.95208673114587	2.25082945230647	4.68650624502201	-1.97831564334758	0.787800335248258	11.5861755526082	-3.58773464017946	1.38986598337105	11.0882319495547	2.34406479729635	12.462873424575	4.27293228500663	2.28590554808035	0.242912666574989	-4.51128789654283	-23.2491893152191	-0.365512003725141	-11.6037151408892	-19.2956869243644	-10.4661215563164	10.534715308958	0.558542078150414	14.8322762791368	5.12506151973246	-20.1478889940969	19.0545722693573	-0.325379865024902	-4.94111777350367	19.1223958778102	-14.6702687684661	3.92785950275913	3.60006380796909	8.77940394148323	-13.4251038277344	17.669275677504	-3.22951260787819	0.1528854088276	7.33682309051943	-2.63729630922802	11.1272181935172	14.6521693894163	-9.64672851862425	-7.90218574518045	-0.241160802083528	-6.03545580011101	-22.5352657212156	0.81403265726776	-20.4510165543716	-4.67666097765587	5.44218026675366	-0.432572482027784	-6.51011477754264	-8.26409335431467	8.33700056994782	7.84388475121533	9.04246615412847	-16.5802119321325	9.09686429233242	10.5723458996157	-6.86211809634409	-6.93390670107779	3.12139583767431	-0.226124598073933	1.43709972716201	-0.759633417404795	8.77757862957337	3.22082999477219	8.09680367195324	13.2174690958128	5.241298763741	8.28065776681742	-5.49216686996792	20.8109403309508	-3.97461489891839	7.02414362499505	-10.5209052641869	-2.49481291219696	9.63694044086623	-5.07509075367445	4.97485979317336	-5.26657525153141	-9.73464709377606	-6.03229536696369	-2.15749318036745	17.6226301134498	-7.73497647768241	-13.1052430278723	-11.5868294821687
"g5"	13.976085047478	-10.2791781446354	-13.9388095608233	8.96410560334459	4.89393992418775	16.7859221071367	-5.08260912948283	6.67735490376328	0.75045434903195	13.7308503839031	3.65356252643594	-3.32938354251	-2.23329523888599	-0.898830635746774	-0.744220740625624	-13.0135839834241	-12.054958273723	-0.455839389818066	3.90666871761438	-2.82861110166113	-5.00198673306912	7.8554440988119	15.5709218250456	-0.473915813796778	-2.06330642901947	16.2015807592138	-3.42027212987321	3.63116251579793	8.54605951948812	1.1896782121616	13.9707451941112	-9.15364830045274	12.5949226339046	16.0579546955397	-3.75508388111698	11.4784646667022	-2.28597096737877	14.4246687495095	8.15926001594274	14.7540151025192	4.77851439428356	-23.8313862760727	-10.5675716246773	4.96518604146806	11.3967267515921	13.2631597560991	15.8095729261263	8.75474465342947	-16.6844370523296	10.3991455744207	-7.8767616579533	7.79605941177715	-5.93033620846089	1.43015400176352	-19.0603496224275	-3.54071961881133	-16.8498876618408	14.8942240726747	13.1335674024134	-9.82489149171005	-7.26845299191434	-1.69615682215955	-5.50522723601576	-7.05961944102891	-0.266322590470784	-6.06553241522143	4.64029980717703	-5.44619988386978	0.830179902135131	-8.26723906482441	-12.5142061676269	3.48621252561112	-7.19020095999908	10.9948341952279	-3.67320773678122	1.88772403623062	-5.1724222561998	-10.3068437315871	-0.743467022980546	-8.69715609861153	-0.419522360274247	-11.8219279060088	-12.2917203978982	0.33802844677021	10.3102470712582	1.4769780238776	-7.25120390844918	12.842973658365	-8.71272691233948	-1.38216082045687	-2.61970090825431	-7.5152424610696	-3.81365595392503	5.90006876922399	-3.15062624739033	0.652735514767777	7.21433105375728	2.09584534069789	7.53009540563333	-8.14361121782888	0.686255298360451	-4.71794248199506	6.4932831084304	-10.9858520395921	-15.1445061866394	-21.2531369123916	-14.3503318333143	6.75684759826019	1.11739369613574	-9.40307112835077
"g6"	-3.31025050323052	-6.5430256216308	15.7505943689359	0.972779283252516	13.1518580326882	3.08816542439408	-7.29572350276127	-0.181105805254205	-5.56325387020307	13.5956130728142	-1.72212684679337	8.14429130633849	6.51692721553182	0.245453352557335	10.8159247714876	-0.0433705038633781	1.02609693697325	-15.0197901994123	-4.06121504681431	-13.5501965460864	23.3170150152038	-14.6023129577446	7.05625883043764	-3.11152650726889	-10.5226354539267	-8.63239674652489	-10.6430583397585	-12.2192985612984	0.170229556077023	-10.8708067206525	-22.7187878792479	8.32553474209167	-11.1092335675219	8.10190778916561	1.93031574771948	-9.12676331534541	16.9419296261689	3.19343953120266	-8.02987495962848	-5.92363156877586	3.35919625310644	5.1251386735337	-11.6701062163208	17.7082357837992	-10.8307207025494	6.77580080828752	-0.56877559141483	3.02674400889247	-0.439787247600124	-12.8344971500853	0.292846038153825	6.41407766506791	-18.8079428419537	11.8225003786247	-4.09544612885442	-6.61161792019344	-3.4137427223864	-9.90327309849175	-1.49435993850136	-7.67659489828417	7.35983211065664	10.2076814289896	18.33986120577	11.9765514493304	2.3425856843408	4.3511401956795	0.381419214584653	0.540524521162845	-5.43723438713347	2.64468774158137	11.6832005004739	-9.96677883736992	-4.86972083834096	9.58787089164913	-22.1811325166863	10.698224598601	16.8273361199872	1.15471253489894	7.44799415293364	5.44402714341654	-1.95343271154002	17.8981875873866	-17.4153710711353	-6.65419163109317	6.42563587012887	9.57133585848975	10.0735500529624	-1.16943365720172	9.127146025129	2.27193700825464	6.3255526321436	-4.58769955318961	-16.2961201893677	3.48542560487722	2.71322395671115	1.69469314273577	5.68902000267135	-0.381645478026837	6.77269757625039	9.06754645842456	4.59526244490163	18.7035132247691	-0.455745984324401	-9.33534439797728	2.64874169012215	-6.11366746149293	8.88696692582545	-12.7340590588217	2.51383503342382	-0.155804917130469
"g7"	2.82896296819426	-4.00447641973252	10.019327992977	2.04864575576797	-1.31008667512746	-7.14458444837736	17.3276601162658	1.76789664486479	-5.80511897387483	4.86773371117284	21.0495187928021	-11.2265069489505	-0.782423154039477	-7.59010480178888	-9.74070114390874	6.36142958087145	0.255029409437868	4.24473825787026	-19.4247275311511	-9.0919259064725	15.4574459495414	-11.2615114461463	4.97558943618577	4.54483258610808	2.79337698899587	-13.7089222218694	6.9420723549197	11.5370380263841	-4.92932435060504	-3.12104230502273	-13.9594793207123	-25.3715834332646	-10.3176765640393	-9.76559689226032	-2.47195958951728	3.72334967971333	-7.02551074331617	-13.2250085841092	-7.70151343677791	-7.19682722365824	-21.4078456580019	2.6576080468156	-15.4466753728492	-10.5133532558029	6.78286684985517	-14.5596393614632	-2.85225915177568	0.973975888349274	8.06683041076409	-12.9623759441492	-8.9844708250693	1.15877511705888	-8.48189356777551	-12.3397856903765	4.40059914639371	-3.17794772943576	14.1186088344433	-0.700111768064581	5.3467623945572	12.2280007526113	-13.7366695865503	8.02238484381892	16.1519070975847	-7.02874079473803	-18.2077770607418	-22.315222838901	-16.1201340845012	-4.11176665005334	3.62506292242459	-8.60840654223182	-0.741566102584719	-8.58170118858527	-5.70682980485726	4.17955304884269	-10.3393644946909	17.6901779444333	14.5714649344998	17.3265683173429	3.32986999011033	-3.29638264513539	6.91831292565835	2.15652399181888	-1.04088207684431	1.49736981963205	-17.3156536536746	6.29072404764537	1.61936585381095	20.0143166790756	14.1619031991761	-10.7892994435556	10.7834894881398	6.76533301569087	6.72808045140862	-5.89997256920531	10.2906541293573	3.0064737914847	-3.35624167382197	-3.50135326490103	-5.50842363923513	13.1403024870693	-10.67884629912	-8.6623607382712	-16.498111960952	-15.8397685490863	8.34703285885593	-7.82911552679298	-6.1634048881823	-18.945351554197	-1.11871478242156	-14.0332549359684
"g8"	-4.36771169987076	-11.9896377815895	-11.0380539355512	6.70283351871167	-8.87615273214467	3.19964922510188	-0.233234949524711	-22.1478021531706	1.0742380711919	8.38025099229419	-0.333953517732326	-4.86216433335411	3.49713171009657	-6.19280149164	3.00570708038445	-6.73041408730857	0.91553008781318	5.74797328823899	-11.29741197046	7.99235717948483	-1.50407943116113	-3.70282853750452	-8.51618805787145	13.6833830264875	-16.4680945418241	-19.6622820153837	-5.1303667081007	-2.16622822526938	-17.1835294390879	17.1947124706506	6.07661699701127	-13.0738355499915	8.83684308622985	8.09613978443788	9.1113196142319	-22.4683451936347	14.6275554584479	-10.3876237476534	-12.6814593189121	-6.42544757835925	-10.2124170644434	2.87745511209819	4.58619880635572	15.8042848884957	9.48816396863505	-8.98865841759509	-7.59492960243161	2.17647223142078	15.2738318640723	-4.22555170611612	0.62813517860246	-6.7872492084561	-11.6365187783129	8.59850244591221	1.39096885801726	-11.6686445597578	-2.72915849707131	-10.2340978545203	0.938365301670883	-1.05543829161162	-21.3673510358081	-5.68481815881346	5.9631251464091	3.83577275349893	1.05483187127485	-9.05717583594408	13.2467673730847	8.03148671100531	-0.357914198827569	-8.82502491500918	21.0599252274412	-5.74333541387326	-2.06329442492439	-13.024247481128	0.197462777859944	-11.1185931638112	5.54444746452865	1.96228987873207	2.89907382954719	0.200356754091169	-10.6170450544293	-8.77227110378289	-10.7146448674099	-1.60379469241271	1.1552641246722	-7.93106934610801	6.98087443739668	-4.55257700500151	-6.57796615636197	6.5057370865896	21.8504841846144	-6.2427195536415	7.2454697868568	8.92717217858857	18.1628354531707	-14.0776196709478	5.23131616340793	-5.70410105048799	14.7954145005554	-4.89070954581999	-19.0925462696328	-0.483091515331588	-8.7094433078977	-4.54283029947946	-10.5383064203806	-11.1325233577417	11.4944410135621	8.19837785010294	8.11906482830256	11.5010107574325
"g9"	1.41050857929593	3.33867063492732	1.00946344216872	-12.180349475588	-11.3707449337694	-3.56041716222407	-3.78550451419242	-7.63629313691403	-0.639031730567616	-3.13348008995316	12.9103295745262	-4.14540295979605	1.47243542505958	-4.07686883312225	-9.18159775955334	-0.00820067390644495	10.6022431708292	-0.615135500842125	6.99860026567946	18.406586245302	-21.1779835185608	3.66160061649812	3.84822097643727	15.5981308579218	6.60916475108719	-5.97205736188605	-0.292716806551952	-7.16022831361035	-13.5195242231879	6.35232324747983	-3.31270960122666	-9.04544200205235	5.61516547699058	1.24216507943523	-10.1535469877491	-4.03889328697963	-3.50807650278152	3.16922583555105	5.37681171356419	11.0003062686972	-1.02730572229505	-17.858582301984	1.79611819737098	-2.92176640713413	-6.16515398208255	-4.0644832751375	-4.95237298753878	-10.8772477988682	3.10899025918807	3.87024315549357	-13.4197182355773	6.51324794251882	-0.327174246540974	8.96083892990061	2.0814654848405	14.5046560562414	-2.47704795692588	-8.63305833075214	7.91211538025237	-7.79464156261052	-11.4668794342001	1.20579089155911	-16.3471488456251	-11.6496843685018	-31.7088099676286	2.65463948565131	14.520232594506	21.5438183681633	0.815711161267552	0.374150845346181	9.67156480571319	-1.24308607844446	12.126433173682	-18.3403780074646	-16.6873104267175	-0.383486893378237	-10.0896056471643	12.5057332493211	-2.34228109373931	-4.52561278556053	-2.49614333319005	12.9940937317196	-10.7472362516794	-5.47465723445994	5.74796663335322	-5.13615338087572	-1.26038590664154	0.828911778918402	-2.15584139538299	-12.7737811322348	4.20561271373899	1.35728259257292	-8.75177929154401	4.92094808880382	17.2724462421196	-18.5451216243206	-2.34823606776019	-4.72176901971418	-6.95340724269608	3.11711388082101	-1.05703361869079	-14.880376284157	17.8608344218404	-2.78644510434996	2.33233973308306	-2.34624736049089	-1.68188680250852	-3.70526867181701	7.16452066810227	5.42795810796681
"g10"	3.82852548159737	8.5457800355939	2.48363950466118	-5.63073736646278	15.0692861793606	12.6060459042675	3.64002975137335	7.03252602277466	-5.17658330959711	-3.22244517865538	-0.533640697528087	-5.07398986845695	10.0109172331404	-3.66767883167144	-6.6208867847692	1.67452267212177	-1.77022663119561	15.6365580540221	-10.4271015339412	4.0615616542147	4.51381364294457	0.788555921639053	-8.2226613156212	7.68540221197513	-4.56999738863754	-4.41140940906564	-11.9572575778077	3.36185456924296	9.2592367294274	-9.52373785807283	9.44389769267957	-9.4139429685286	-12.9589163877862	-4.21958993113361	-0.23369442900898	-2.26167262026842	8.77987132332922	2.83035226917567	-5.18334747138289	-4.53260880183267	6.17333916882294	11.8583510226093	10.9604657504549	9.17479194041486	4.02593274528338	1.89193216135687	-0.860748597848209	-1.81161280725971	-13.1663766005299	13.0536715668111	1.54543429217211	6.52373166787008	10.5903352574151	-2.86819136519303	-1.16937370567209	21.0256009764888	4.53341538807736	11.7955992306694	-5.40769048087103	-1.15157123778828	-8.85155369968574	3.62244735651091	-4.60743976766032	8.74059678482545	3.42368922174098	5.27662159517905	7.60738206039078	3.08288085405581	-1.57127556233746	3.14064291434114	-5.9055762585963	-6.45148345888671	7.140697077382	-2.2663629554873	14.4979239234052	20.2946848737392	15.0975839241857	-19.5249388974645	-11.8327060631208	7.53491628571368	-5.15001250624032	2.95178452517993	-29.7411400571415	22.8956882313687	16.7031375735905	16.4430272942736	-2.960692756323	-9.6424261827834	0.549121024153248	-2.51161611053098	-2.62355839305904	6.76661144477492	-12.0602083958015	-12.1134424277287	-19.2135967193063	-7.74192333170729	15.5061775881073	3.46117996674684	0.407884079155542	-9.39772423782869	-13.2306092822427	-4.266337626678	0.813531752840304	-15.4457004548843	6.38390990618906	-3.71602293653571	4.76105236130578	-1.25042867817553	-2.03721775169692	21.8993605926792
