"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"
"g1"	11.0223066967572	0.835033800653856	-1.14334514156765	10.0649540942542	17.7015333788686	-10.9388745367788	2.94735551212582	-3.15049542822451	-6.42355638487373	-1.76372295970662	3.12375305978291	-4.97753240731983	0.729483061514116	-5.29422524569626	-23.6010745421829	2.0244695993242	13.4864038311975	4.88621270345276	-3.00327954617594	-4.56460453102803	-4.57704662203053	4.41469563445997	14.0254046351	-12.5718412009406	4.4959297030706	-22.730716611457	7.0066335588852	-3.47401462109357	7.32616785515733	-13.200286305219	-7.64497233426794	-13.6014920464422	9.59838142596827	-4.34436331260259	-3.55117989738394	8.39374302813971	-13.2369318733105	4.20973918393052	1.28697657701456	23.8210445012663	3.9571339000356	0.865989653555542	5.85861089066522	-1.51044927776189	-15.5895841816052	-6.23703335102256	0.0623290678381958	14.6341377439899	-4.1705358015648	-10.7183803244305	-10.6539064170527	13.0713964575734	13.433120723767	4.95448903649795	0.681945173349041	1.88583003581593	10.4315887249748	3.19400243916805	-17.2126566323012	0.0829467287919635	-11.3818718806152	7.93326750391151	6.10018506667266	-7.8836268143228	26.2631490584119	6.89066197708762	8.96822372928519	-1.71474628416862	5.98159297577514	10.7543312933129	-9.27766937934079	-3.3954974344681	-9.67819282780169	2.72062095588071	-12.378994576441	-4.03271675764503	0.848882931737358	-8.9473589327745	-3.10163229675941	-3.60098657044688	10.7761944865807	20.7728456647826	1.4672965387969	14.7375858846953	-0.0489683951612715	1.97382264700771	3.02488135033516	-10.0647215258295	-7.18148436773026	7.82489735358887	-10.8043692909484	26.7087479971789	-13.0740939829015	-9.2170035753049	10.9718082188372	6.68068793419147	-12.4245326080844	-9.08071559338108	9.35731030308576	-14.4640216864639	12.2645484250513	-11.4943398789558	-0.356469480223549	6.05289629412033	-19.2876065663308	11.3528202338947	-7.11511455423533	11.5286837809204	15.6101138684439	5.51587266266188	14.1013177860037	15.3027265592763	7.84346496928632	-20.9630050305418	-0.200678457734071	-12.919467807949	5.45052667833838	-19.2795880331322	6.61339252160781	-7.26147003677448
"g2"	10.0819545827072	-17.4566736614788	-6.74004629317491	1.94000374544486	-0.216550161459465	-9.52415046210303	3.78613767661569	2.20223583442188	3.17477110867597	-12.3188483631983	2.79653379776372	-1.82569514269389	-11.88773788273	9.59760607934335	8.39160953193957	11.1532005150566	0.50466555219364	-4.86550469808025	-10.1234183286276	-16.0222553453156	-5.93554899321676	-2.03055107274743	-10.0886284306148	-8.63950205528466	6.63357117979268	-17.1542026122357	-3.80265280885481	14.53076206508	-4.14136671802401	0.507240510864451	-5.92970669167652	19.4714694996303	13.4077626315403	5.57291032478147	3.14720686508334	-17.9362219457395	-18.7470484459118	-6.05261935211026	-7.51220258172621	7.17873584789157	6.68969846776076	-8.78647532979312	-7.61446370047575	-5.3056295910251	8.90889899691272	-13.4354384904156	-3.41893321467758	20.2708502203316	21.765585220755	-14.1186437717467	-10.835546726751	3.38145696066659	-4.09328248047481	14.0299589555893	23.677578888466	-2.88794956138129	-10.0938408879962	-22.8584492461175	13.8502291860222	14.0331832569008	-0.736694981351989	6.20638615066474	7.1434717029598	-22.9497426895334	7.74185183363538	-21.6432830698046	-14.8370444461719	-6.55611447560647	0.222462849852054	-11.9425917468474	3.8599170081614	-9.57202565265072	4.27565410073347	-8.37865637526737	-15.7498359916287	-15.8726630165645	4.66355062690713	6.80444033286971	7.44335686980905	-5.37117441985195	4.84468072330376	5.83525277793837	7.13705421926301	-15.0350857186997	-3.68990967321795	18.5946991963895	-0.21708498142979	17.2834901191918	-1.70489551621672	21.3924381155327	-13.6390682670936	4.63856230905673	-3.34856813949451	1.00782380006921	-2.53613438864968	0.059467418356522	3.65800940236875	15.7473013926125	-15.5809520120576	11.2764357629619	-23.8988972572697	-4.06374293325747	0.912206541675905	8.14254275401975	3.22949411221439	1.09105052577911	-15.6353305301782	-21.3952080120539	4.58447043191789	4.36542046958049	0.737450197745629	-9.71128170189227	-1.7268257328624	-6.66118007920684	9.78204009661743	-6.9968511816687	-0.438623203589873	9.4943633772213	-9.05517992866399	11.1695938644885
"g3"	-13.8352928189652	0.504687452518228	-10.3311239839751	21.4551962553775	-8.09485272050661	17.2972550191326	-13.1007269729312	8.05250748452518	-11.7508862033991	14.1478550733788	-19.9579783828165	-3.6209901608777	13.9564188261478	-2.80133226069281	-13.9103673251292	-1.5353915059084	-6.8512572983185	4.69699413203126	-8.08319583181675	-1.97521887196886	-6.38559572348268	12.6660595475937	-1.98756887822511	-4.90711892875732	-11.2915252194456	-9.62844889229009	-11.4532315200343	4.70118579228866	-4.44459066353303	-5.68646338707762	2.94322414124486	-11.3818040493685	-0.152054260073775	-11.7750623087525	-2.13464656526554	-12.8937892613062	-7.05699310457134	9.76161809740766	5.8230005971525	8.39642562170753	-4.92361621672108	-9.36893912791968	-4.07284904445381	-7.46764107428178	-7.5785881200328	-8.64260235906522	-4.81944674634258	25.7310066253582	-1.91834770558259	-1.58772218343815	8.55021061087384	5.35971641616835	2.90833469884515	-5.88276749980687	-2.26907309290154	-6.78142312080779	2.33428991413587	0.689869587972509	0.480410889052274	-3.99794340750566	9.86894776828728	-29.3033626341451	-5.65553479675938	-4.23519117021097	6.64860678452808	3.01569366519567	3.99783501444992	6.6048420326339	-5.97168213917047	15.8537130208664	-0.959924901669392	6.92713447224159	9.17941485293979	26.2899272515076	-11.9465986763873	10.5056750586096	9.22667384613696	-7.11139881271311	7.25180192481577	10.5009514144758	-10.8250583212166	-8.01744219983396	5.41200628050251	-5.69229611402926	14.3235329923266	2.0308415990389	2.92179259488208	-9.63324803560354	0.194143542219646	14.6334067431911	-3.49888004705622	-2.27049669758466	2.84563769413739	0.854003395061662	2.44432385678125	3.19839266607107	-12.9988134827461	-14.8736282219103	1.06959493066983	-11.4288506205127	5.87465667780006	1.47299336817575	-10.938567079946	-0.106222970515366	-7.78074390021562	7.22835952251823	-1.61137095201135	-1.78206731191224	2.5723621132834	7.17103849495169	26.6767344199965	-2.43494220950012	18.120534199375	-6.90718290414713	-16.0940293700114	9.37673410861046	1.39902117109822	12.4809466855162	9.72161769070409	2.38264566438434
"g4"	-13.6523856480494	8.86117170419092	12.1525537591496	-9.84906186473722	13.4929332739792	2.76191653873797	1.05329844114238	-4.1099938994258	2.86657437273659	11.4970773162622	-12.7843544928508	3.85032063415764	-2.64131142361764	5.07871871774317	13.218456285172	1.82649005893067	6.29619902023199	-11.1737505293753	-4.4925544302551	-12.8379332005054	13.8802331953264	18.333125450002	6.65762874866692	5.05143112614961	3.36010910077418	-12.3146353647631	-5.02932517468377	12.7795827769462	-6.58606598008178	6.23594769981897	15.0135966286886	3.45579711589501	-0.889102516180841	2.6680986618283	-12.0640601690854	1.40130439226104	5.64076415153833	1.6231019377264	6.22574616033599	13.9785381210835	-14.9304338160653	12.496537094338	32.0425401969466	-14.0537278753397	-11.0128021804585	1.00393310798012	-8.92528184104641	-1.00198843041725	-11.381438180533	6.08213677249303	4.32945241261905	0.147631562466939	22.3865152875708	4.48231651539149	3.8977521892758	-7.94644386186313	-6.88701132817593	-13.8019980756127	1.02308278335105	-6.49822326671158	11.2629253487795	-3.28597318557004	3.52203446360215	-0.597361664903737	-17.7010370380507	9.4777675400089	-8.61007582666159	10.3616342943826	3.95285519171599	-7.55008905793284	-1.56115028456776	-6.99149186056388	7.40975557955969	-8.79961036004012	-0.750841368650357	3.90450290422615	5.5011131058972	-3.78710917118352	9.70290745381142	-0.259247706000091	-0.721549971887608	-2.79392333672299	14.2539798169398	-4.06215390807721	-0.713549369913315	6.55959411060529	-15.0983054593188	-2.49891141234683	-16.9268745279367	3.42211846228792	10.9102992895121	2.10549132170281	-10.7758714333905	-3.50696832929206	6.5332517224811	-3.57633414544681	-9.26568130310417	6.61730908934735	0.986360772914546	-3.22243532027658	9.61038938759329	-4.04887185236199	-4.41202624495942	-7.42519775391288	-3.71367373709283	-9.75758379491004	7.84240997070294	-1.56605318303407	-5.05432764031537	-16.0935163973486	12.4061416812076	-1.37488904592925	3.74972729971238	-11.5685785483712	10.3669401779122	0.444072196827059	5.22561421170205	16.2608575038476	-5.14655837824067	14.6014823246944
"g5"	-11.7695005728756	-13.1950470279415	2.52245449665364	1.09439825469081	11.6455621849906	14.8683111918553	4.22753985036374	-12.5959393610584	11.2419521229963	-10.7065140419188	16.5318098476501	-4.13495447154139	8.68715765286864	12.2252318121961	-14.1654811548095	-8.95506978742382	0.618397054288828	9.53245244311798	9.49043433737769	-3.16631475868148	3.78620544733762	-22.6144736863605	4.87281874862522	18.8440732988157	5.55960099749359	-2.55998961799792	-0.0724950295323584	5.87101131888603	3.56551506640543	11.9668916551722	14.1434325650506	-12.9047160139419	0.444841121866936	22.4751555825751	10.9549037851122	-4.28735391336014	-8.70522888430973	2.99766001456106	-5.00076691316674	7.65350075405092	-1.06029274340135	1.2251468868845	3.7622164487871	3.88392438499039	9.34859041922806	4.83374147913697	-6.76096581600998	-3.50279388369879	-4.84567799062006	-13.3565476707937	-4.59105971208664	-4.80439578161869	-20.0201856009932	6.07903930208744	-19.0018913479692	-2.8513101028136	19.9675572270515	2.27347434678779	-15.3339173267767	0.902844200794512	9.99459402515725	-2.00916134373559	18.257198437092	3.82559586875839	-2.5688015712931	-1.33779570746665	23.0034367843983	5.73915708590317	-2.23904171486769	15.2145384664518	-26.6603204772271	12.5296844167839	7.76688888423561	3.93476231578411	-1.26950526520531	-16.0478197430417	12.5892179765668	-8.47374986029893	12.8424329413325	-6.65004916239354	0.756599769722172	-6.63400011437855	-1.94118107986059	-2.16917799678957	-9.66693508464559	0.0218198035240067	-0.122362233869493	-16.2110112673697	-9.64579086494117	-1.49155409311601	0.233978337396172	-19.4035336966748	-1.46780561572798	-5.73779514101851	-2.17573827452708	4.80008389299533	-10.2420344210059	-8.27399877327682	-10.3993032622329	-6.76440900657109	-25.189773192507	5.22481423462322	-6.92322063596778	-3.19152889047965	2.65658136365796	16.335950176064	6.92276926525723	-18.7934815882669	6.0975170133701	-5.17350202830895	-3.94818100996927	3.74668858784083	-0.639943770161847	-9.18474405453735	0.410015108084715	-2.41941228927126	5.22972974049595	-10.6922139706006	-9.60512034756466	13.3264049406597
"g6"	3.25785201102967	1.68920256044666	-9.47040700324965	8.13125121579348	-10.2700570481079	-0.254795669960696	-12.5217289577237	12.3468629609066	-18.400805333297	-8.17349247462106	3.87981777239837	7.26604263629139	-4.8218736289178	-1.15301456974636	7.79217602164059	2.1568621528276	-18.1322893578463	-3.46591032143973	-0.0969807865215021	4.32228275334471	-18.7426397260344	-20.2578957878232	-0.422952599091538	-13.0881415403714	7.26542836481778	5.34933633182101	-0.820753924694281	11.734725925264	10.5031900305538	6.09621299426673	10.6600626271149	-1.87856752277286	-1.61454623731521	-8.57985035689549	7.33406819519122	5.86788938000241	-0.522034073527331	13.8600267118251	8.83890482574255	-2.32461331861929	-5.31568508195054	-14.2373428288041	-6.16498286221402	16.1268830059371	-3.24403104345522	-3.1427177185216	-3.05364874058251	-0.933570360485195	7.63501414002578	-0.731215789346541	1.62517430677723	-14.4813137267957	-6.37353018030223	-17.3566083564458	-12.0851557216237	17.6667320615059	1.85715651725725	-3.3900946254475	-3.47846793107346	7.16378222659536	-2.77017412983328	4.3739941364547	-11.672098974677	0.112070474762235	8.95577340727591	-7.90905910979145	-1.07191490581212	-5.9292156217238	-3.56742820731277	-0.0352461287219723	2.42643246232915	-6.86892923594941	-3.92470268376401	8.92888194532379	-2.90484917541189	-9.10623505002918	-2.35337010004785	-4.41366001772472	-12.645325265729	7.99655398198705	5.58364499711363	-1.21456873382824	-0.217999838845363	-5.92852094077656	-10.0787023553019	-6.71876242820583	-7.62346201258038	5.33323663780356	-4.30293184251878	-16.3617814143719	-14.2829109784854	-5.39397963443175	-8.7896948980325	1.83557892088194	-3.74351887089421	-1.17073335982263	-28.7344818876742	-9.74287620026585	3.57506693545868	0.549451935152136	18.3832566503795	-3.44111749943849	7.13765541808001	-9.65766246700748	0.0356374284444316	-15.3041571278822	-10.5392479884737	-2.97687412897055	1.57261543870502	6.24202885370176	3.64574550834118	2.16083634043545	-5.9457368911837	-1.66604388354136	-8.26255237245561	3.75896023349346	-12.8355723409477	6.60753618784396	21.7219912071189	-9.48444876239747
"g7"	1.48269053644159	-16.3176084355586	13.1356431400694	5.2002340498796	15.986014607952	12.9684066766158	8.43397862375309	15.909715402883	-0.309333123192128	-2.2021285901876	-10.7729998771591	3.46785512654895	21.2877919063116	-14.9473126236361	-14.7807543157315	2.546252215027	-22.0764031503783	3.92902224786779	-2.89012492122598	14.4328422539617	-16.2545601573364	-1.22099595024709	-10.0188418487963	5.75660376947198	-12.5345635428423	-10.6942263816287	-2.82369834676934	18.1067577855608	-5.44608811304585	18.878149189216	2.68122852741529	8.1953996521398	-17.5688232274412	-2.0845623434002	2.18826248460628	-8.15619194572817	-2.85659285004635	7.71733337853269	-3.00461472299325	-11.4445879670771	17.3295407360722	2.64945192123926	-2.24401862568761	8.72501128846697	-13.8047421323242	9.4194883792934	8.46737475675405	-14.6105752886992	-8.73703737954398	8.18339511753348	-4.57452301421397	-9.19213492622789	6.91108222643211	-0.527678288638978	12.8523162399549	5.65286999914951	-17.5179708431879	7.47950786139754	7.44127930455662	10.4391748920237	-4.99484797299662	-8.85419674803707	-6.07700642704978	-7.68695181744632	1.08474331734767	16.2947320238136	-5.91566425019583	17.5905233982681	-14.8382430556492	-9.91881517230937	-5.31849924371625	-12.7473811870169	2.3032411983102	-7.10866154016842	0.854901639435924	-0.403741913086004	-12.298258059152	-5.02527624508982	5.06858340912916	7.55372252410547	-0.886611575586672	7.83969736266953	-3.17166400129161	0.822975854053803	9.96151819336087	11.4577400179781	1.96450530709936	-0.845826306494197	-9.25729351175374	3.48681568042275	4.47102927108089	-4.68400412253566	-1.23943156177694	3.81867551400856	-0.97407295577753	-4.44840916110044	-19.8066229261381	-17.5818380775354	11.7111962185283	13.4005943235927	-5.44757198698667	4.62649839022085	-5.25656387755788	15.6915436581512	6.61017707723632	8.28285871172158	1.34634059488443	7.3252397381953	0.534032269330582	20.6207042436123	-10.4158892008602	-21.6182221050919	0.566439870939113	4.83688047309803	-0.812678824124914	-7.81381372562533	-19.2792444641009	-13.7260773252845	-6.70601275571292	-4.85291281070166
"g8"	-0.354378820548861	-9.19695361133809	-12.3064813141444	-2.35641538762856	14.0858485224518	-1.51881118426158	3.53780512988586	1.81247654878453	5.35765521952802	-3.75779338380734	5.9278856919242	13.2091146340808	-7.0963261515169	-5.32284223018667	20.882572990738	-0.626603513665825	4.05926428819307	8.6192609959681	-15.2614174674747	-4.25021544603612	19.6045120206232	9.05836810281224	-8.56452162761593	-5.2284974034892	17.35310241496	-10.0316332098273	1.12656116694143	14.8584425174375	1.09218988272894	-1.7734986013739	-7.94873460516897	-6.10530153937109	-13.0525390869568	1.82837007332527	-0.46555315725724	4.38883535234969	2.1696941620999	-2.37610058222854	-5.1976930890714	13.5985200905574	8.28708883063038	20.9958226893265	-0.14009634794899	8.02812049364378	5.2980702867717	2.08814178904592	-9.23062867522148	3.83086273160953	-6.79783852641001	12.6336601460615	-0.580723338252942	-2.30201887605909	-9.51551493688182	-4.50347643174108	1.59349088024164	-8.58656617369509	3.23098849869769	19.2132103440812	-1.32674535876398	3.58258733801815	-3.04261907709833	-16.3331676406832	6.46069264907819	11.1667213713395	8.20140420980496	-0.523589383313422	-6.75563238509973	0.655292213369457	-14.2396109532654	1.96418318227986	-2.60296203779673	10.689641114062	0.501800959166734	6.66885507140734	3.00962317291707	1.99119901876578	-14.5812722636323	9.8512615524049	16.8227858616069	-9.77848147304226	-11.1372981277143	-16.0661151829005	-13.7023933896906	-6.27973074374619	4.73129819135036	-1.02693140100042	6.48894539110903	-3.50716510732971	-17.761807806157	3.97389820673141	14.8566636509484	1.44417454034373	-3.1954613592043	3.06276683370268	-15.9426951121268	4.92376153439237	-1.30405704354004	-11.2696348085386	12.1516283982142	8.41137744691013	-5.75835123372791	-12.2127632175362	7.05004980529153	-15.8642509745199	4.27827924038567	7.9139222104463	-0.688119539693298	-5.27911091303929	6.97668653091006	33.2263552615722	-12.7732960878731	-9.12844720623457	0.694240647542612	4.62890600782123	7.88748829511224	0.743973418144122	-5.78993944441879	-11.0026824390167	-9.66092203302416	3.72349606951356
"g9"	-8.00354594987587	15.5496734154316	-14.0961254462814	-23.1389157588971	15.334882931029	6.84720258446629	9.60957520302579	0.888734319178688	-3.81261482258851	5.53919914752377	3.74914623919706	15.4481191376244	-4.97592820591521	-14.5010499731101	-3.03079343433163	-6.06782832438456	-3.45054440684241	10.5280331423927	6.4400317834658	11.4026096664591	-1.64899799144768	3.34342674485894	15.0865818801864	13.5898440317767	9.883576078318	19.8286495089479	-10.2186496596859	7.92221891852265	10.9203881608709	8.15102738187899	12.8270793400172	-2.76210605582242	-16.1745131509354	-11.9190622807807	1.85387857690665	-3.08167841157838	4.03535946788364	-17.6082535104264	-13.9254361187176	-5.11271006075044	-8.24145599841068	6.73138059590521	7.50601406118692	-10.1190722234853	-13.5517402777542	-2.44444360698082	-9.4392670002555	11.3383956055561	9.51946951903733	0.080916402376494	9.28414831659123	23.8621736025231	5.65313157825996	5.11537293331053	-18.7753920676516	6.03441030963334	-11.275498899136	12.514466504166	1.89951956539596	3.16010088037374	-8.26605309295292	-1.96933659927507	0.155936390679212	2.17290968947023	-2.99052042773259	-12.1648575892051	10.339976895449	7.66787661733081	0.888565303810276	-0.366969915382326	1.44816822222102	6.7012166159857	-10.707995591298	21.6968065626462	13.9962594839148	6.1878631237003	5.50865822603729	4.78820417712375	-12.6072569465153	18.3723347492073	1.98602873078605	4.63111746585279	21.5301460281577	11.4787992776682	-9.5298026515651	7.03647957727164	13.0797390719347	-4.69373766858702	8.75374374735634	7.821938601107	-2.5132384235934	-18.6795353443013	0.0951292061273975	12.3939308092784	-10.2901761902063	-1.97095160171893	0.962591824954752	8.40568248578847	-6.82856665290315	-0.429572476306784	2.31136797679767	3.17791829848736	6.11698607514802	-9.8736059709238	-9.0438732451728	7.43982147584988	5.49696377788168	0.893879801032882	22.2600958664317	-4.76777623986746	-8.26197116369227	-6.60518261725259	-6.97325346452132	10.4554671655207	-4.8965223260549	0.400665293595719	-4.62985666050497	-5.09703691829035	7.74647248206009	13.5170421081776
"g10"	-5.12541245551428	-2.55429298739782	-2.55540579292692	-4.97891141778293	10.0706411637972	23.2115415403458	-3.13408839643884	1.64815083062927	-33.9180189195818	-1.13231168245129	-14.7230434692986	-16.5694198273019	7.17757032031515	21.2221268668363	-7.00282282885839	-4.4730184411752	4.79320636120155	3.19181434353047	-2.52917102151986	-10.7071724716031	8.03676709827944	11.979429877138	-7.07824313428369	5.45684286255063	8.55608186875051	-6.52889727214565	0.476267007415801	-5.36045079754383	-14.6319848848111	-9.98771895773264	-1.04197555492751	-17.0595097536821	1.42729162494964	9.2385833293792	6.51671642502641	2.72580737135294	2.29699537163408	18.7143254223752	-0.522910937340491	2.69105181871749	7.29859418041638	15.4413025821184	-1.88194120894559	-8.79347187849777	9.21174892347689	-11.9186395537541	-23.0605849799457	2.15619972691201	6.28169164167068	-1.95938151078325	0.071684839506089	1.83331149862043	3.29067820914998	-20.1643788920822	1.79086780062107	6.44147074927006	-3.53477238537435	-13.9489738713162	12.8360866795152	1.89378403008639	-4.55249907584299	-11.3546065836078	-10.1154665372983	-5.04777282475154	-11.1553077317649	-3.79119480658427	5.25588620151867	-2.25282039507923	-5.01857553585746	0.667697187089353	3.00770717851667	-4.05196969129762	14.5150193147644	16.5138039570485	4.98417210386417	-4.64387217002965	14.9871627616072	2.73519287990387	1.94062408285719	-2.21490049166312	7.7354678853005	1.19414898214496	9.54561740515096	6.91420642284232	15.4817909319269	11.0948117088934	2.72408441145297	-0.973347409413034	-6.2913002827546	8.87467385585691	2.07941834222025	11.9047139643346	6.13768971351802	0.578611759285821	-3.73050267623776	-6.5112580072702	19.5075311950848	-0.386066807435174	-10.1033483494405	-3.60483764582241	-4.11742710005397	-4.77361417426623	5.78437003624586	7.13015139946344	15.7129359717254	8.45430543594473	10.1845651780942	-0.0814287837335295	-13.6202633008897	0.871623693998877	-0.0726162216057456	4.3273014462232	-10.8881167521902	-17.321436743478	11.2268025956356	6.44422616803963	3.80201899252344	0.959398795129794	11.9386883774317	-5.86532558075731
