"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"
"g1"	5.75523442839005	-16.4533276454212	1.96939393408767	-11.5098885925322	12.0120097646008	10.6276345357021	13.2068911539299	-3.78469998308795	4.74494519504206	9.80711996827802	-5.29480138702132	4.24841051388017	-3.11412590730772	-5.98777724455773	-14.4024066694465	-9.95977965696472	0.513271332289531	6.09430404807632	-9.16972300243954	-19.5865932667387	-0.293635612858843	14.1046680268981	6.22016684056526	8.82203671650987	0.352615920334168	-6.02461047988279	-7.61769075202287	13.5881824864018	2.88854300203683	6.57799812444038	-4.7335654002003	-13.9427342771718	-14.8568110977857	-10.702016007671	-4.99327639131051	4.08440714343331	-2.6750084169398	12.8299959995514	-3.4864417940754	-9.06854449502833	14.3895211439631	-18.9000460793123	19.1771909386854	4.87666346411187	5.3700344723719	-27.6481056471583	-12.8636162453838	13.3367562925493	21.7391122278923	14.8909489512884	3.8680680391659	13.5330225611415	0.23623364554274	-10.0058195417741	17.2602238245846	11.811952819937	9.42211557567394	9.01973017741653	4.13071883013931	-0.354845549152819	-12.2263256352507	-5.60123066859665	-17.5778994725764	2.16373180292749	8.71934702014868	-18.6581226384661	2.14352234913157	3.52327469362904	8.98787938653406	9.00152008125199
"g2"	11.6398156680722	-7.4983829433369	-5.7286684860499	19.7616937140862	1.66226013668451	-5.68578570727948	-17.7935719384191	-8.2440303325717	-0.548410888163401	17.730067706006	-2.85840908204498	-3.69164436596852	3.71123617902063	-8.68595503766541	3.97858848449933	-10.3366068736314	10.071154577537	-5.05638073841196	-10.5556230770738	-5.52087040352419	6.86496007647537	-1.1691672729342	-1.54381958446511	9.71992435556249	-8.96636182021673	2.99721771787848	-23.8398411524963	-5.06063944343586	15.3156155633321	20.53682354776	15.8334466786191	1.67073836999845	-15.9067537828096	3.32276594894488	5.79788197549288	13.9012636008411	-10.1403059389133	13.3434728717715	-10.1369688435896	-3.27797028563505	10.2344369932278	-4.0271068875334	6.19607339469346	10.6752114331992	5.83788065055225	-10.8168639367342	23.2830920531875	-3.35797254617059	-6.65536584390167	10.5524389991644	-9.08163941886294	-10.3969321567328	14.428386723651	1.21245883122448	4.93924375462643	2.93865286441043	-8.41114239211861	0.612955484722608	-0.324388053222821	-5.21001727355616	12.8375872690119	16.132558772941	-11.5074330974482	10.4829478724665	2.31583950661718	-2.70800199810802	1.09296503669532	-9.56164757781954	-12.449952038874	13.6600044098477
"g3"	-4.88373002363799	-16.226191569534	1.65823479221619	-13.0836236703125	-4.21581831525869	-2.36678062872863	-4.52128935212227	0.245921167140747	-17.0949908214806	-4.03361447628598	-8.24709870188599	13.3000204668096	8.811109080386	-2.19333845421899	4.98986650213011	3.36896994616683	15.8801274035703	9.99317169511506	-3.42765617463077	12.216878163613	17.6217112261274	-9.08911375991355	-4.16492597916587	12.8936792849116	16.7423536991502	-2.6000674246848	-11.3290018400452	0.225368107900682	-7.87950228721168	7.66842509993607	10.2290011723334	13.8594185429154	-6.31074439491467	14.2570778676794	-21.5413112024691	-4.28072231227781	-7.48302943103484	7.51811273872195	8.3094986723388	-9.51549822689355	7.20173147381823	-15.8073252541651	11.4955503159343	4.47218090440748	4.55076875484755	-9.9664894513417	-2.48024234029147	5.19788356922223	3.41230424967963	11.7590514151501	3.59785418930194	2.60087748983463	-2.50559319379451	-0.126710790589606	-15.4563737401823	11.6826461408016	13.0981755885561	-4.91027633159236	2.18386882963831	7.70330249867753	15.1935635318496	-3.97757241196942	1.29121017404298	19.7822142843111	7.04767124508476	9.33054659745444	-10.8851657068792	8.97728222478915	8.9253814439328	-35.3779853105015
"g4"	-14.3440440133578	-11.4782867119442	16.7819639244665	14.4799505565274	3.46711785379147	4.69338964759458	4.16537596191525	8.6786470285637	-3.62820019553008	-14.4020872434226	18.4520682666719	-0.195230853360693	-4.2678489815907	1.25543180052383	-9.43265987098261	8.14885233366107	-0.30808577615365	-1.74784678222676	1.80225912871905	-4.09240886932627	16.3349058623108	21.2222358686073	-7.97567707606039	13.9052070280893	1.91740787586847	11.0438537150148	9.99267110579118	9.13997787318486	-14.9459473908742	-6.09305640887746	-9.83148515523764	-0.712908825614407	1.60500139445882	9.98204648163797	0.436032411673599	3.96746048591271	-25.0052572527564	-19.071240578788	-2.37170143928732	-11.6852623967304	1.04750996498201	7.26704102935509	-0.837991272246476	8.32374803435769	6.51591768472098	10.5248637604912	2.22333403408718	-8.11651569929077	-3.70050234939506	4.65725933874519	4.44728912118833	3.34312028692521	-6.7762403592136	-7.15188233002808	13.1460423308332	4.79194381396278	7.04878826938992	-1.9728565120583	13.7203145044584	-6.98818929645714	-19.6389839847645	17.3803097746368	32.0470637716278	10.6811186541497	-2.7599341321007	-1.9006520147405	-13.169859772091	-12.7444771862503	9.5788234220646	-3.91463446471583
"g5"	4.97987751763771	17.0586920089189	12.3215793787741	-0.591592199571809	16.578622959272	6.41634801285103	-8.46204118082904	15.279234463962	21.7744624317938	-10.5640124922248	-1.61537714389293	1.98369962306683	-5.75990678434606	22.8474206115971	-6.38963178501298	5.16094412237027	7.52111697850912	-16.5857388245703	7.29792821150855	-11.2499435269851	6.80210669602789	-6.35384860514353	1.78181074544746	0.424603169574655	-9.36156570328268	8.21687019318441	-7.50812740707369	9.02695178628769	-6.11585858088953	-2.25739361907748	21.2436526985411	-9.33696118428618	12.9549312990718	8.83254512374152	-11.9141163919288	5.99952945754442	12.8625649014085	-3.60648660638045	-11.2978045011819	3.39673795416095	-7.26620392887841	-4.06213131979962	6.08150963689933	1.48663184987383	2.14034978756313	-3.19542920620251	5.27709370517368	5.00987005346348	-8.72410566919688	5.43024865035314	-6.92123355134698	-19.6059447444381	0.450632455881504	-4.52245674413974	-6.52419413312388	-5.43968178830415	2.6013702865119	9.85049440629755	9.73684581311224	11.244127612777	-2.37367254831188	2.52354796709753	8.65078029457046	-12.5968555910977	4.8445147998165	0.0733387944406792	3.13876854436941	-6.83583980386446	-2.3873844910786	11.8561289626846
"g6"	-6.24521691764756	-4.54074692413133	-8.54329261969527	6.47959489838501	11.7600337165392	-20.0959766394041	3.30666960611732	1.48772393672423	7.43678334672141	0.0839523552891491	-2.40806270756157	6.45756844341713	-11.127534690499	-9.71506618545261	-1.67882306570048	-2.34299427473598	5.50861356291224	-5.46750197655878	6.61676119266909	0.190608504332188	4.87780366161395	11.5422556523689	-5.30114217854931	-7.90196769329971	-13.0611360388781	5.07553171069928	11.9302288208661	17.308041906612	6.35923059298374	-3.06130187335647	7.99135159507468	-13.2395814887923	5.37152508571678	3.66376131017691	-5.92419037629342	2.26441122935152	20.4516698873603	7.0548333781049	3.5351197864184	0.94295114523422	-16.6194435785607	8.86864052358722	3.79528570852098	15.6186488119709	-8.70364675053876	-4.84718631977974	-10.9057828993095	-10.0251447645502	-0.508643294733603	0.772194511056138	4.40692090295142	12.7576898505302	-2.21047814344945	0.963085713446195	12.7732393017556	-2.69292905394905	1.54837241219109	2.61933739258882	1.93077124817005	14.5405603373461	-5.98578170327015	-1.32760776024538	-2.63290482942353	6.05280901847934	14.2688710921233	14.7763622327866	-10.944566419024	-11.9851180121757	5.35064453859471	3.2947657176822
"g7"	-7.75965961519501	17.5547621930749	11.8805987257942	6.96966054173221	-2.93266903662124	6.62166788294006	-0.818895432983487	-0.712299078247971	3.2669874653318	-8.9580991481169	6.22591544656825	3.51396235792246	-16.05280512034	-14.3324168057402	-3.83607866100695	-5.87928952115303	1.41097534350229	-14.948540338536	23.5048269253861	-11.2012375147997	4.30445516274639	-9.48576976912272	-2.89563197315093	-10.6325795466878	-5.24294589395786	7.05566683273875	6.67227593311712	-7.88283535765764	8.97963790274377	2.76244565708667	6.65806443086837	4.87649672376997	-0.0290206176153382	-6.16125324306239	-5.85291443669466	-14.2509303558726	5.5314330881629	3.50256382172719	0.893870292577684	4.58649868040731	4.63170420991279	6.49656510516316	-13.3463350046558	-7.37089227915915	7.48075433304256	9.2307028951183	9.35863602355619	-11.6300278190912	-20.4703477009361	-22.9808403453526	-2.29507883508372	3.06247427711393	1.26924725783765	-2.82180350830264	-3.30908079544544	-24.3589479150998	-13.2346168426232	-1.84227463446354	4.30057408160388	-6.05532819111034	14.5948375271763	8.83018109099494	-16.0732877130436	8.71891186041237	1.87249907694313	-15.1072069632561	4.26086284815166	6.51073313266074	-1.65613981959397	2.12955657930704
"g8"	4.22934669906954	14.6446606142589	-10.3667839277385	-2.46589995182778	-1.89482549849118	4.03813197636001	6.13285813516604	-7.77006937815059	-23.8377221613743	-0.762706592361471	3.13153689531905	2.17786921568787	7.97331784536371	15.6242786986414	-5.52007182558052	11.434426235498	-7.78405546105586	-4.95577584520838	11.6062216659877	6.2928722854573	12.3039124889345	6.5793598063158	-1.93781635249741	-3.62268360449073	-9.9996330327813	-10.0297141534231	-23.3083961388182	-19.8275994460127	3.36130432880138	5.89501091447504	10.5394385955233	-9.05970521545009	15.8535382301339	6.92748557906957	-16.4528317286827	0.198774446072321	-3.64948917367582	-5.39229833112578	-17.5153642942003	-2.46423351124236	-21.0714982012551	9.60118720028461	-22.5086975016543	18.8328045796436	13.2882946495369	11.4390467160907	-1.75678485012529	-4.01266847308511	-6.97701102367468	-1.97788569157427	-15.0760885098848	-8.95939175644846	-6.6617907623312	0.37255708679192	14.8022953254355	-16.9038025013018	-4.19786908121794	6.30557075004458	6.51951931353042	-3.27218167207244	2.36355989625512	3.09646456643267	1.53245650175005	3.8571866381237	11.6846959863295	-7.70790722668786	-11.5702910416863	-27.7170303826024	-4.36454629439451	-1.07927421206715
"g9"	2.40044619833547	3.65818391607839	1.02383630849451	12.7165465781036	13.2033118636143	1.38780083474324	7.72633966509468	-6.00398802110682	3.63697365088521	11.4540912576524	-1.67085724955074	-17.9818252539697	-7.19874912051988	12.2290717784862	18.034270724637	15.2438821441848	1.53510956591737	-14.0363262250893	-2.29045797431161	-7.18103381992083	11.8419116289727	4.81436826035561	3.51258450467598	9.88801545845486	1.3627809916879	8.2616259437134	12.2332489953587	6.90332434786553	2.33853550723497	2.8465475753226	7.15181435689364	8.06157231564308	-13.2875197772332	5.23573215103153	9.45212190337378	9.52474149616637	-1.61173960506436	-14.6897023186329	-6.01038620698911	2.96669979462134	9.13169815637502	-3.72699261848495	-10.6452610513923	-9.70642417816755	-2.26453064218776	22.804168203084	-11.7626120236159	-14.3345882031893	-2.87853455284643	-10.1163462191087	-18.5202503094372	1.61630760178857	-2.54941682623537	10.382109238199	-1.48965756422629	-9.00390474459464	0.0534805391381405	-9.01772689403336	7.08202606646558	4.29029442619081	14.8758588594649	7.24859260071565	-6.69620198887971	-3.49419002215044	17.974567350114	0.715227971467236	-7.88890704983983	14.2098466524655	-6.28185292330794	6.17286538957463
"g10"	13.9396592597882	5.80532391742525	-1.46134636333603	8.54342339461782	1.63837768235814	6.8701115135305	2.89674829763667	-2.08933388664231	3.07918854412504	1.51440942393735	-0.287849234740146	1.40622264822953	-0.527240759496633	-8.08415589885202	8.08591148478526	11.3709762689682	-4.59218714189842	3.91731293072596	-2.30552094265619	-3.02573233854787	11.3016462063861	3.49397985443011	2.04165319946053	14.5980312279572	-15.6921664725607	-5.71615609356956	-5.50172627504124	-7.86570587672856	6.98116069422548	19.1910790005863	-5.32436379554866	-4.99985278212235	14.4232733827386	7.18269493521594	14.3790866926616	-5.57740268821938	9.75120601403953	0.164917400952408	-15.5008615951828	-8.83437155993477	-8.73143135188759	-17.7185515655788	1.76886375055645	-6.49498581039514	8.07073154118413	-1.95104487504963	-12.0073381197142	0.720249334504378	-0.702691753807011	14.3954600349605	12.9192114642159	-2.5416848364622	-8.31492328952499	6.37980799361472	-12.2746773673488	-2.07698530303956	-5.58173957055734	-7.34311359680391	-3.30153031182432	5.42368872555092	4.97370212216818	-1.11758311942108	-5.93037988399894	-5.68881588539827	-13.4682470713057	5.0961643719872	-0.816985237613007	8.58826705076579	4.06103801279624	-2.21649254994466
