"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"ctrl 63"	"ctrl 64"	"ctrl 65"	"ctrl 66"	"ctrl 67"	"ctrl 68"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"	"case 63"	"case 64"	"case 65"	"case 66"	"case 67"	"case 68"
"g1"	24.6539296986637	8.50195323315219	4.99757961626946	5.40094750849313	0.455705836762354	-4.56064936443171	-3.32651513896663	-15.5256997574593	-2.57724463846138	7.32250999791828	-2.97620607100392	3.87785598120076	-7.76671510298647	5.05011882926868	-5.51896874728288	-2.1592511293133	-1.68484003163963	-1.37592833121335	8.20543604917841	-10.0877468105987	-9.36297959551183	6.73138839803624	21.0101753655506	11.0035237228621	-2.91741540143793	13.4263997572062	-6.16875089330864	0.115276753946641	2.45275014885741	-4.46914648895465	-1.31005342130716	-12.9072439986197	3.03741449529679	-5.57891274296113	-1.58630940201643	7.97156685249757	-2.46089903877174	14.4897585413917	5.30563019001846	-4.79521812838581	17.1171426974112	-0.0557459680031103	10.5752860585778	-0.988918504750151	-1.81060425386436	-8.33911056486832	-1.54741765462995	0.635237717794124	-0.413837085380654	-9.07298018976757	10.9211412405262	0.0170946527171888	4.16686402292108	11.0666204293171	-3.06390939399137	-6.44241556367868	1.21257121673053	3.84535553417557	17.4084383479282	14.6375030088508	-11.2745392866648	14.3616128773466	-9.52520311555852	5.57151306220249	1.47002732126093	-9.4198569461316	-7.22918120668344	-20.2401882506187	10.7987743512217	-10.814190764658	0.34135260069858	-2.73788716900632	-1.54915342689706	-6.46758975525826	-4.62643412210329	-17.4882904296307	-19.8320200840837	7.16828986718115	2.60047046050074	0.0980323044595834	4.09316867045814	3.58028715529324	17.3409792108742	-6.66978534599953	-2.07743302894062	0.712681974247445	-1.37234926373977	2.59474336166227	-6.99928611455625	5.64071662855358	-14.3112206564077	-8.54303299849804	-2.80015883327465	-5.62284321856147	-0.951179248374542	-8.26698182039273	19.3751575580648	-6.93940613769958	3.73774347875162	-0.155042510698137	-4.41575906064258	17.0461042988589	3.5884988989847	-9.08018389386103	0.348936542958732	3.3218530638995	-1.20392659983689	-1.7842140674983	-2.85873620374513	-15.7839020461725	16.573674347833	9.05092986150821	-21.2497308300996	5.25058308967546	3.30102763344365	2.35748181276979	-8.11014507455711	-15.3736520237485	-17.1805349051423	-6.27037105666074	1.78612662178082	19.7434246891708	-10.1438335815623	14.7075723181908	-3.35205637324032	14.5350419863035	3.28800744825086	-17.0226335094642	-8.25577296408819	-3.87768124168591	2.35333755193662	10.0657142711517	-15.0745333153664	0.0216119069803389	8.4008970674775	19.9478722527229
"g2"	7.25490201530502	0.446735487443661	-1.93775929508326	6.74956892198424	-1.59186672816985	-1.81607179862107	2.04954841967435	8.68054003051003	-8.77326567505753	-10.3992492185976	-4.11999675926194	4.74574747474599	1.99861682207317	-6.62010574415742	-17.4218761282122	10.2780708885651	0.60504518405275	-13.8793276610765	4.02824357300406	9.2078073624315	3.94217475544123	3.96288822652982	12.51526175428	17.591050979007	21.063330383643	2.81712094464231	6.34889849790163	-19.841001522151	7.45584596262322	-5.60286641288284	5.84697017719732	-14.0502607314843	-13.8698845735737	-4.15644264228432	-0.284187692028757	13.9657739877539	-15.2492977095967	4.62814138079404	0.701176058112668	-13.6831646319664	0.937265915139128	1.99597383464851	-4.70962364623863	10.7544302511451	-6.03860871997446	-0.964233213419983	-2.08179737247214	20.5445192735583	2.90049403377556	-2.89670620221048	-5.22329209620377	-2.93037840458528	-0.157829112616617	15.2046050260599	13.4416245754649	-16.1835400661866	3.60122362962251	-14.4507509134574	5.30077329319124	-6.03140813545397	-3.03248003120606	7.32982429134811	-4.0516777163488	9.33144118486266	-3.37242306345885	-14.9127123923318	0.0214352759063322	6.28801677242117	-0.496433286461488	19.2643112446313	-11.1924070077575	-2.0953698085745	-9.4323807282469	-8.42141954399241	6.95133180203133	1.40714785269421	-12.8618434682981	-1.36481501194178	9.12733506685501	5.19697912234733	-8.34655075116128	-9.33657691915413	-8.20313773280986	-9.26219999411992	-0.340487398705317	0.213438686888899	1.80244175944695	6.45091812698268	10.7710855540858	1.14012769846527	-3.08557917760646	5.13613930450615	12.9026005386092	7.81917546025146	-7.55980016774086	-8.9327140609088	5.5879502764474	12.9282404016743	-3.56342838540627	-5.60216460140807	10.2831503515421	14.5593043954512	-9.59089795543269	-3.7361133358261	-3.1391617329902	11.9538572739318	5.50761736333342	-2.73802248414271	7.53121260447989	3.93650570006897	-6.87383893621341	10.4074424032762	-4.7821937506576	-7.4673063494005	1.18652646138661	3.61198471902644	15.1800807255994	-2.70449905992357	9.3037135558342	13.4147504410544	-9.97217370863665	-15.5921338956583	-4.00931953401255	7.82919899849327	13.242057973716	3.37999158148723	-4.88472667157113	-8.67263959101574	-11.4201997334951	3.07519447639812	2.02188047671186	-4.95140922422701	-2.47657121318363	-9.32199851838367	6.77041041378549	-11.7782433629808
"g3"	1.64139538218369	-26.3628956327005	-15.0066763436219	0.258688841998224	3.48973054604379	-17.1764287162652	12.0090461575719	18.2616406275435	5.40309193481832	6.17433758438074	9.51656120095133	12.5928111370764	0.0847487693845835	-2.16937516100252	8.66989518861298	11.9484969408482	0.443386787882045	-18.9658234973423	-7.99840538888794	-0.330605048738124	-17.2019119924238	-3.67879693309847	1.03687962009245	-5.26342877502159	0.110182702865931	-3.46527448437586	21.2677654834809	0.555192389703024	-7.27365223718998	4.2298324323765	6.82341885136234	-8.38955133651353	12.2578782993334	-9.84847822344885	4.09686066608012	-0.464849431514828	-2.84796094190334	-14.7328170225884	-1.331959662866	-6.86161544841515	5.33806722949635	-6.27350654824609	-8.96688509211273	3.90070568905632	0.586182787736261	9.51307093603638	-7.54037782512495	-0.176670991574666	-3.42404883932537	7.03436790308897	7.75502917369173	15.7562396775116	12.1745022912679	13.780105336413	0.687470337470197	2.49995374067004	-0.130268967871003	-0.311262651427889	3.74379784157016	0.528860578531626	-7.54295138840178	-8.11299986000669	-7.06286267115912	-7.13423933832591	-20.3738274149899	15.6799313053329	5.21152987601456	-6.01253327635611	-2.03242346936848	-14.6907887429771	-0.507840111136908	1.29888274411598	-4.34167926242057	5.19592296397353	8.88649223327869	1.99337089462367	-14.2382419288626	6.21078048577701	-1.96516044548765	-1.77248661851403	-3.62994234287325	-1.36688747673382	15.9297070096048	-12.9176187547367	19.3778804780118	-6.33301826347119	-9.07114377264763	-6.38027057917739	-5.13470901996244	-13.9428965727167	2.79018968454963	0.0636260721688398	1.23564955573398	-6.19727285965135	-5.20584707389191	-7.31982835932647	12.8195768618733	1.67704634591336	-20.8560514309169	-3.02697820773415	14.4648101269487	2.59295920587569	-23.4672799181049	4.91815961098177	19.5478649960519	-5.51747534058337	17.4914434103457	-9.38368729745726	-8.97960133481283	7.23859023390335	-7.732580347049	-8.41515621685483	0.178967077237186	1.8658993026323	10.718653045442	19.1125156485722	2.23829475800758	8.49381656901275	-12.2718431561925	0.959892478159168	6.09067663217756	16.2429346635064	-4.58076320213091	7.2200941083766	11.3130055567428	-3.10109023153129	23.6279022049535	-6.16164885176202	-10.0076070807594	-1.55647227944126	-6.69558800961114	-5.02654849230352	9.62006562474568	-5.45301795142312	-7.41780810483342	14.3890397506123
"g4"	-10.8631795473167	-2.44328651451316	-16.1274774369277	22.476266740349	2.00952212936598	1.46862397124173	7.32501057935929	-6.88072797855864	20.0193515124789	-0.653385889301175	-0.801428434789183	-17.4264764527586	17.606982843182	3.73249010789052	-10.6822253742135	15.3989224126635	-3.47922676251966	-2.25327485771962	11.7980438597606	-2.12039153538365	-16.2845250877732	14.7384285774064	5.06030499903862	-29.0129920927476	3.29071253503984	-3.73429445457199	10.1337586674774	-4.03452931673056	0.944655274262245	9.36539829601037	8.67810613059629	-13.3233641097059	-4.2583786889676	-7.16428185653088	9.36308930493506	0.77967998825626	8.95624185298798	-12.9653997407176	0.369467061999517	-15.2789130127993	-7.08183067785623	0.679499048336277	-0.883697950507747	11.31131503561	12.0652159471994	10.3943888446565	-8.0871265757856	-4.210389833875	10.6167437398729	2.53728232973474	-7.74574010537721	-4.32703197953665	-7.58040134702047	-13.9454235008562	3.73764841713501	14.3165741758029	4.82133402192295	-4.06664942850637	13.6949062923669	6.44119279466028	9.91525926006598	4.9627857405733	5.20488082623291	20.0666960616794	-0.211627226930299	-13.3053269497191	-2.1150029152274	14.9819071166855	10.1252177229246	24.983478060702	6.47963843706817	8.0221608136479	6.26074106513638	-9.04888733055455	-7.14867937336539	7.4737607641918	-0.184853694465543	-3.19753889919654	-16.5815776298366	-4.90213688554787	-6.109306090558	-11.4159394612385	10.0733615300581	12.4935994704489	7.44718017157254	-14.5495141361607	-10.8989942920112	5.75405629078659	4.64923557145933	-4.33372186883952	0.785242311280608	2.09350562073409	14.6104453071768	-8.68232432327302	-10.4613227528548	-6.38423600052711	-11.2406227936618	5.64994797334847	0.0516502049580728	-11.9780870017446	-4.69329725038745	13.169276203728	-9.52642296739339	-0.881437601130793	-9.63316364962013	5.23625394199488	10.7561739566637	4.97172360466419	12.7346089440254	3.65782272122653	-3.97359237891766	8.97850087482445	0.305907165702458	4.0157926439772	2.39199942700113	2.00968450052784	0.156816602051778	16.1782993518495	6.43616921836457	-3.59523069674354	-1.91124061867	-7.73512492318422	-8.31840378063731	11.9743255901189	7.19090375545965	20.7576107709839	-7.26378499994741	-10.4260826175018	-1.03127476896641	2.25283151272897	8.1819207073789	-15.9875028902039	2.99048914001329	1.26137229484384	16.3822294412005	-0.758867468795401
"g5"	8.31757239229445	3.56885235038469	-1.97374179967874	9.19580261756248	-16.0622523087875	0.177572211376518	-8.49003265207596	-10.3506363550511	5.96543358811675	8.65352406322256	11.8670054897902	3.04160203058972	9.41540444830938	16.4087817226474	-5.58750629033115	3.81789301884733	15.4219658507654	-7.02676268165015	-18.5251695283568	-5.5774176448028	-0.322698796570665	10.8161782368297	12.5529142496116	2.80754122862461	-13.4154837477488	14.0030982082288	19.9804484359158	27.2220739965084	-5.99542485433368	16.0596139541692	8.82166176453967	1.44911132417807	7.58867143748037	7.91126008922437	4.58343672893706	-9.03146931367496	-4.33657978465432	5.61683232405604	-11.9847130137231	18.3301916801811	-6.35800281161863	24.0533319626976	5.26171527660486	-10.0056990094823	3.74302472671515	11.3140172471006	8.28579651131114	-9.68823262141516	10.1002590218966	0.844960958892441	10.5602666458129	-1.86744905084478	-3.20954202437073	-6.31455039634375	7.66117535402972	8.79874835871825	-14.4048257531746	8.51365532691639	19.019101860607	9.25523839674775	-22.8298011489869	17.1814479855059	-3.46395151165783	2.18419836948567	0.754379372951586	0.586663037372473	7.07965690770266	-12.5857538935541	5.48350070142821	-6.23912128558964	1.74400413364134	-4.32675709411111	-1.57764148426526	-3.45680955788638	-1.04491027954589	4.25686154184137	6.61078806677232	12.6144880077546	16.6037607247905	1.35457279584742	-5.95857159133099	-1.18900991489646	-0.769826808765129	6.10542141553989	-9.85258351556281	15.8949014233599	3.4261019793751	14.5131786741021	-6.08835306911842	-3.60767775604758	6.59464768604372	-8.70682838002577	2.53479989181182	7.09634756411705	-21.4683500893672	10.4529850448441	-9.68493961510407	10.4254268902384	-3.80682054880542	11.5315740633831	1.0111833765836	6.42840627742301	13.9142334087028	7.02499854744977	-7.33582398865882	-2.10825029311593	-5.57106345673251	5.68065308228274	2.03705617748593	-1.59017970669004	11.4053018952885	1.55124078274219	-6.60536531655329	9.20692319029753	-6.29584209463018	-12.3219457206729	22.7551501220288	-7.94314120354204	-6.18268714800021	12.0761571303936	-3.56199559581264	9.5346778813602	8.43683370284455	-3.3586663995662	5.25760034365178	3.98071902825668	12.3890114843459	-5.52357721234877	-10.0846566071725	-3.94242872067519	-3.90733111384839	7.87735721991718	-1.59583163195554	1.55923718026193	-6.47009300389947	-4.15078658155185
"g6"	-2.46971140382095	10.7356814649872	1.12033699584982	2.10000344413846	1.10713314994457	4.85204181567594	-19.0168555193037	13.7111116321289	12.7583453211161	4.17187004665688	-11.2684925339772	0.739428380821495	1.00603979537028	-13.1393861867156	1.72394003587653	-3.38969143522875	-10.9352976904521	8.26947444699536	3.25980860989526	-10.65881607145	-0.894764475558206	0.420983428797458	-5.65666862193599	-3.09184113748003	-6.73990262784954	-14.3776132752154	23.1270870900037	5.23840039833467	-7.86118170849626	-2.7458821495784	16.7357834985257	-14.6890315202769	-15.2494612612808	-13.9156660172519	7.74520645889895	1.92190684443084	4.10152940382568	-8.9364535914561	5.31087617077539	5.02685118974066	8.17345970499006	18.7818180226203	9.87295750337717	-8.29238338955874	-5.57713184337932	20.7288497893395	-0.847918194594705	-0.438351623481675	13.3679514714126	5.13021678097777	-14.5783842121053	-5.73730617462826	3.30167099382977	5.61985262260433	-7.98019978353708	3.17265319248215	-7.70298561273366	8.55746300747981	6.25305763102368	-5.49858322517406	-8.61837865005566	-16.1399381984494	-0.04553744542574	7.07599655081403	26.7052071939989	7.377837800007	-4.99241130265634	0.510918839989882	11.7741322148689	13.8561920279641	-19.0053522999677	-2.23473371656464	-0.361202278108111	13.7353017367983	-17.6423692540788	-2.08264721059621	-0.0057486593344097	-0.776247257986587	14.6642233167893	2.05626885114492	-5.60583046273581	1.68613048315325	-3.48890578282795	5.13655660178164	1.96909225048482	-10.5163844922765	7.17011246392619	0.18775262862285	-12.3316262096653	8.7597264406424	17.4487487104256	0.934608219288709	0.532171117927031	6.57737095853278	-13.3224307383675	-7.6895196806945	-3.2349494899738	-2.54717007253831	0.369979746616555	-1.32984905413452	-1.23618752929946	-6.04641678440764	-8.55096968812236	-1.66360682511381	-3.9405377909344	-5.91455496344616	4.43914116856491	-9.61563565425969	0.899361359936498	3.79743019514849	-4.00911254950595	-1.79482498740756	5.88684874411033	-0.986367874379153	-13.4139428747295	-12.5546057861078	-3.26838677955038	2.3763612621036	-15.7962674342223	-5.89855454074087	5.39235183647856	-18.6368874411296	16.1188741374211	11.6635874016759	-5.34205360275104	4.86481288638039	-8.02463726991781	-6.46374459283387	-0.877660435252348	1.68475517665327	-3.73411064227344	1.07519663517744	21.2276977358403	0.523998716349264	1.92332629830105	17.3545745914274
"g7"	5.8479163458171	10.4974954235107	-6.31915975344092	6.42789683902636	10.3784669447806	-16.1154515349212	-8.07881495233645	9.47676427898016	2.03179269724866	5.63139069202089	-15.8785447433592	24.3692613990108	-5.29368625626517	-9.82974458111054	-2.49340603060192	10.7461878618382	-9.36896382656777	-2.87232390680841	-1.70070130596399	-6.94914263542932	-4.36372118967766	14.1450419046589	12.8182580008637	-3.36607068504451	-3.65276795873003	1.27122330585369	-0.668814203404844	8.03425398590361	-8.53936061267276	16.229062133355	-5.04495567938389	1.2990124087052	-8.1056305316602	-17.1867428074289	10.9010982423867	3.33510506276086	-5.03238415055569	5.43451659224135	-6.83432413815246	-1.11363910732075	0.628693292489535	-4.9111031244892	-14.8482228326167	-13.2143893452813	-14.8781304320153	-5.64236040493457	-16.5124414421174	-19.5383976211831	2.86529563752403	4.21645505974713	0.943120114786619	8.92906067785858	16.0626649316174	-11.2853877695005	-8.87783162467217	13.8497352183981	-11.3710265460584	7.73923598920481	1.89627943502019	16.0215086445539	-6.87731290552569	1.19889821303009	5.22810025657176	0.598584198834624	0.784763180867373	8.45216712570492	4.29129445916853	-9.51667778289671	-7.35196969658134	4.36734253753741	9.8370835543517	1.41866206581089	-10.6845342167769	-3.88939461045973	27.5036354463436	-6.49883886738471	-3.08266888404683	-7.74085075726775	-4.78578231829809	-8.33497444524971	-6.60949143363877	6.47452032781064	9.02252251012601	-5.16239841841544	-10.7729803501407	-9.96781780310143	1.23581941646932	-9.99593199767098	10.0192231309104	-2.62941721904463	16.2274090632866	2.13304125361812	5.50137279603286	0.515126308385635	-0.153527334939325	-0.374994311288874	6.11230526263051	-0.539813946921801	0.756404586937002	-3.73256736089302	7.51154594742214	-5.06130651962096	7.47690228982293	17.0126630069637	-2.90741670282834	2.22176388344567	16.8585776614424	0.433755936555801	-5.25654030330143	-1.08905852688052	4.54941612103726	4.7286349734118	-4.81850139616747	-4.37029505643724	11.0011691524813	-7.73420627704775	-4.10565046997051	8.9754934631191	3.46295554481167	3.32233060303742	-5.43201646665094	8.53388618761377	7.76343211935602	-11.5966670548477	-5.37885490705949	7.93283377371742	13.0438558820294	-4.59091576860965	-4.57987910979885	7.29122032416396	13.61878746822	5.1525875791017	6.71197303427759	22.941056252402	-22.2655361415616	-4.13536466126671
"g8"	-2.28919432885246	0.844136911846711	0.752331686553156	-13.3323258224969	0.403786469932193	-13.5517332148211	6.06354628533585	3.41380625394688	16.016057132151	17.3629809538021	-0.203247861752361	-5.51435103077179	-11.0756543603823	-1.32547546274859	1.88136986820078	12.0294162954998	12.9956855270874	-6.70979288757252	-12.1914006128065	0.683144675973391	-11.8783263256774	-3.39235995969704	-1.52281540679184	0.49461815318164	4.29323783936851	1.64254512290554	0.599032520342407	-19.1669485894193	9.65127803950147	15.4225704435979	-16.0017511735033	6.65542175522294	-8.79590538279294	2.538587110472	-23.0267372005865	16.1928684317226	-6.1011329743782	8.03796211015581	-4.05889948285616	-16.4272003451339	-9.76905418092723	5.48130141267286	11.7400394500108	-11.7145681085124	-3.60853649819456	-7.53218668271311	8.04890308249749	6.31049468665603	-17.7990041275773	-6.73782068433018	-5.51633278466902	-16.9975880539613	-8.4270769036432	-8.562969564645	2.90030973906499	-1.98439091387145	17.2692763400827	1.12192497176388	-3.05726759384591	9.30639466975781	-1.76864573460864	-5.42926368970757	-17.5577709836997	-1.47867192203378	-6.57783525679722	12.5845716096256	-11.6663192780437	4.15602570612264	10.1875687628858	-4.5469811087935	12.0107394803327	12.2824952232706	5.6236892997776	4.65535220590824	-1.45166883427455	5.79425993864409	9.68589307008954	-4.87989176543572	-11.7300588345411	-4.93787500080702	12.5472571150972	0.320798990745418	4.11439541272842	8.31465698538468	25.493898796589	3.57589962306129	6.27455334284437	18.1060722710365	-9.53481355202518	-11.7831282094162	-10.3684483020437	5.08691529820141	0.873311758484954	4.72737303697631	7.86637613137097	4.15229122021697	-8.51267671413003	18.6091577111551	-10.9614244215071	-0.749019548562333	-1.23076365395506	-1.46757770008641	12.8384398295	3.02071567102237	0.4507290796209	9.35208261607498	-0.0252868563101209	-12.4505283081483	16.2871387945345	-0.498447948471744	-8.6015402458901	21.4076789818728	1.72444916280222	-2.80154333115599	6.22204378335795	13.8336365568813	-1.69565654330145	-23.560628929155	-4.82257070544723	-10.4619060178477	-13.1108574016721	5.54637412651856	-15.058526940207	1.83255480642888	9.72807360985005	11.4278638730844	-2.13523060528546	-14.2516552068138	20.104634070565	5.88768240954221	-6.47570101509282	-5.05992995206216	9.62814724911746	-24.1900822602897	8.26158217103904	-14.1004151383914
"g9"	-7.52116369448303	-7.82071840596234	-12.004826667839	-11.3824643462292	2.30678119280969	-17.3685349851409	4.47821232108411	6.40419590583669	12.1151871233723	-3.93258309491646	-6.29999421754206	-12.9704181798582	-7.70858064246324	5.78030566324209	1.38219856603208	8.29565834587762	-1.81919695022826	3.23156573570271	2.06779577736782	-18.5563563268464	-21.038255774357	-1.03388108122746	-6.09321570377481	-0.297369984874523	-15.7387769807192	-4.44532359413	-8.14027543822133	-15.9425569179362	-4.23008983061566	6.39499560030619	1.82679440146217	5.50724489467316	2.84074597641419	0.180932389265856	4.2641196696428	7.82863201917553	19.3111859077296	8.24314961619937	11.4495770316152	12.3523261178433	-11.1404314861077	-12.5421370755383	2.11883905034952	1.31313943217614	-7.53761640633672	-3.92920060170535	0.272143766823262	-8.99670661704008	13.7504103620179	-6.82984548395606	-14.1754857826216	17.073845237845	6.52486591801115	-19.4153837691596	-11.0426971063297	13.3889523161078	6.11941599944482	-9.31650372033139	2.9701074055758	16.6562587894291	8.76165035764271	2.16839077049329	-8.74463332314459	-2.31037135448398	4.45902056751984	7.68298043938999	-28.0916110381762	1.3696964970891	-5.42325080067337	0.956505180584318	7.35502682316973	-2.95085217186052	5.30758135175456	2.26205378002791	4.93560953063721	-3.91736739082712	3.9168294045257	-2.4972361226915	3.27286229409354	-1.18650212995515	12.6842736943347	-9.34832372265269	4.23066005421095	-10.68309468623	0.0204829007623677	-13.4977762752297	-16.2031346375618	-13.6191148637959	13.9682894757124	4.46847126601416	6.57998507391782	8.12007374807578	9.49936906730021	9.73571212341568	-6.00643959321307	-3.21479015213348	-2.17585044261426	-17.1770471631708	9.27603473847246	8.84924123222444	-6.06512805007159	-4.7424734901541	-3.77295362391455	-6.35100108874866	1.30100214668036	-0.378310254232329	10.575065133669	-6.66090925627673	3.39371085525781	-10.9795259140183	-6.28072476343238	11.6352486911901	15.8075810839454	15.0171749580753	1.20246781456688	-5.02778431782922	10.0479935782441	13.8943542481799	6.8973681673069	-10.6752552106212	2.08116202972361	3.28762124557456	-7.14972073654093	2.46586662748059	10.1571027152267	0.987923235030758	5.02393185324368	-15.5850494652939	-14.2030020342391	-7.66943155652996	-11.2373806718354	2.71530843468337	0.441505738982774	12.6139213556433	-12.4549140925823	8.37016731814638
"g10"	-6.51967414457553	-15.5187032943242	13.9979451710382	3.47953683655039	-14.1124487020125	0.146057172266163	-10.0591096914404	-5.05069840469969	-9.56769942251067	-4.0267028182554	5.03620402917876	15.9503575495218	2.485488214085	-4.50305287687014	-8.8780849650558	5.53373836855407	2.16029144283101	-1.77364702270134	-28.284119474803	-3.39273433733977	10.8393910975765	9.05720198594859	-5.19490935520664	7.91354324358023	-5.81407013840184	3.39304378688558	3.1897063651588	-9.26066532899625	6.27023919557599	-6.48275337889967	0.356689588987017	-2.23783158175679	11.7194403065216	-4.21794645148079	18.1884201566044	-12.5459115684909	0.409049049161042	8.67745398731774	-3.83674291821114	2.57835054533406	5.01040592455476	2.27029663867425	-0.388907718850612	3.54223890157059	-5.42389895859484	-8.90498897741682	2.84415906857452	11.2894253490495	10.4787204098646	13.4187245366355	-18.0712408258619	-8.03910793963585	-2.2502957677755	-5.61352000238062	5.46568416255889	9.75097287686115	-3.89396045775121	-18.5040173300125	-2.89387674911608	-7.83631656034592	28.4256075244928	9.9303974144106	2.3963057790697	0.612276792784541	6.82669208528609	-4.73969882847724	-0.834389555742042	14.582026272757	-4.27877874615827	8.31879427962095	2.84895539133255	16.8743181950804	8.36451857180936	1.84118591646415	-8.44142901431906	-0.738245268740939	-1.90120208953227	-6.87674634815221	-10.6644419144216	-1.81511525910023	0.168114667761666	4.22862090855928	-11.4309628868202	15.1183066163426	10.1702824808083	-1.79069930717793	-0.970685962247664	4.01473935855977	4.32169278966795	-17.9447219201109	-4.25945078776802	8.7139923792189	6.92391472622581	13.2540138694194	5.93478366145486	-10.4179676426156	6.20748998560686	-2.11401894677124	2.83864419929694	2.29733224081211	6.82362195821482	-16.7307495502877	-8.75263764965397	3.44187966115374	16.2469082114369	11.4356419254338	-4.0230586192971	-13.5461022062802	-6.29887004797723	-3.31773131212782	-13.467858694529	5.41488511813033	4.18454675298708	-18.4329887350627	17.6254774469357	-8.72080836992168	1.88657461003527	12.1046624508805	1.02408938785033	8.10218297467773	5.15763029219933	1.65147522951973	2.48104291070286	-5.69502047613266	-3.25869883408691	3.28625177396804	-21.1599219411219	-7.55214167259825	-12.4832571243061	13.0822167912601	5.33981531082272	-19.3726206288589	4.75360229701734	-10.1538777397838	1.12526155434551	16.9247924757751
