"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"
"g1"	-10.8925960054298	-1.91762883063615	-10.3954104656456	7.88930937850117	7.94812410035143	-7.04346394055756	-6.72376832822967	4.84471343113372	-1.5508443929386	-12.7546751723487	12.4996658788298	-15.2270605515514	6.92913551810527	8.31609588235952	-13.765210004547	-6.74254325558619	-7.3213250584096	-9.69971133238669	-18.329993439604	7.31995974002661	3.16038099381646	-11.5697223983237	5.85467000337343	-24.4433892939927	0.718057193915785	3.00048181867379	-4.05249993239866	-8.64349387282553	10.5492723769458	-18.7429462842284	9.58708727179712	-33.8980932809748	0.0825346249988383	4.84558135284991	-3.85138870757994	-5.7306600571438	-13.3605575089885	-4.25394656810388	2.21120594460638	9.44436840142515	7.15428454439522	-8.94781945699085	-3.47394161101055	-3.71391176674783	-2.85380137017118	-12.3913036742487	11.6323756886943	2.01430225922466	2.66007834358969	-10.2976313719306	-9.23207203173969	19.0717319079091	-4.93533857471116	15.1532707243245	-2.75921200200911	-10.1663562382122	17.8642756064262	6.68221948745716	-11.2408078655288	-25.1287285657355
"g2"	1.24171570985116	3.35670492149541	8.69262437910991	4.67407508925274	6.46438052685219	1.99169797717489	7.06497629445543	-5.64371046652789	5.31045585007415	2.55582419003498	7.37471403891122	-0.8849157539113	-9.43740921135652	-26.0694912314721	7.37968713908963	2.95340509650805	-9.9209477300305	-6.66779488848013	-13.0187093484989	4.6450244700934	-20.8990508516324	-11.7459215230769	-2.01438938814438	7.3665835866624	-13.7450114938361	-7.58801185972802	-6.37932476130555	-5.2727118869306	-20.9892711964598	-3.60520523529417	6.44250868493236	-8.96093676205263	-6.78033310606662	-4.81533120653755	-0.776255063834452	6.07404302167123	-7.87211311527331	2.30873019530884	-8.02868573070096	-16.9760247284071	4.72058200545989	1.04958399087099	0.0385590085714931	-3.82801383351084	-15.2326690889924	6.98564598512972	3.38542591992947	-9.57585499280091	19.9467683410932	5.3976981839943	6.00196301296628	-15.0106550525016	-13.1948683712422	12.4364266041789	16.4476649564359	-2.39494670348252	15.0329317396655	19.3882769476647	4.02794720546017	-4.97310554709975
"g3"	3.36098164507279	-3.68576241612979	6.14176914981398	6.73561752236418	3.58709141299643	8.04950972300254	2.51291165475471	-4.826864401626	4.43928927397648	-9.40823329867473	2.13502059970694	-4.83307515747915	-10.0707853047909	-1.37086663254369	2.49854072099425	14.2099435146007	2.76691354461557	-5.05225237148803	-8.00984351629124	-8.30385242444837	2.50739219872805	-12.5239019344151	5.05049508387529	29.9969836197544	5.78148537238129	-0.67755663174564	1.87964478279748	11.5031436373342	-10.7807730382085	-8.55785314017852	4.44533474324271	-6.95456420325429	8.83458981130111	0.612434971883023	-5.93854330433882	22.0962791448194	-4.75984650213755	4.58121683434441	15.2900839264789	-4.90164085047183	-10.3837920886083	-0.00109185146404919	-10.5779807749487	2.52045355660682	7.02924464842032	-6.69063672948763	12.1084309813588	3.42386121308363	1.86019254174583	10.9346027701562	-2.27878553699651	-2.40619160641739	-10.3812400881441	-2.24463023050354	-8.61958317467916	-3.25404092533645	-2.89491775025286	-2.16792110984723	-12.6205663122928	-5.5121497931241
"g4"	0.809834399515684	18.6144235631927	-5.2657034889565	-0.75023062546268	-5.14809979443936	12.6856439797583	-8.85188643782168	-0.458414523526844	-21.4025945352955	7.20757626075925	-19.0423160266325	6.83095797642898	2.75838109754235	-10.5994562743904	-12.7607507003395	-13.2911061883823	14.7220547259552	9.25269703668851	6.21000046788276	5.8671708540702	-4.52709561253261	10.5122468249627	-2.24399008600712	13.5636806593197	7.68407602755487	-0.308597071310758	6.50128686815231	3.40658581165875	11.9660801693325	-31.4702556512424	-2.5270047475629	-9.21511259810048	1.91251317154289	0.218637394739679	11.4095248848739	6.78188984449556	18.4175866674674	8.81803053811108	8.91192440139989	17.6618805993939	7.3529259790412	3.53765353594929	4.46314597132025	-7.93620127345791	10.1830073955894	6.05383271692652	13.5704104427341	8.04453893685355	-2.7627290325364	9.46279969763585	-1.31862930366687	10.3982408266183	13.1078271333599	-0.980124624645175	0.199452162546533	-10.4456989324521	-14.526549968307	6.40650450912143	5.74812234722229	-0.134481877585888
"g5"	6.19029374745253	0.385209032150447	-6.65771110998431	-12.0169911567768	7.14895872534935	-3.08744398572032	-3.19677390443095	-9.38546799293558	-21.1840200234812	-9.05436091070246	-5.0797739483036	9.95053591530949	-11.351916665673	-0.686898278629454	-9.02225525710028	-0.172901133975689	4.82569135629343	5.28097876803647	8.81502439632922	-1.12679276491742	14.657634902519	-1.46574544203254	6.60086469501538	10.1651088355351	-8.43793310602401	2.82071532707231	9.06099487668488	4.75164911768166	7.94276396207823	6.2364647240414	-4.87955897610034	-10.5836913467417	-2.07746444484401	-1.60318846776779	-29.382656725416	13.4522705474277	-1.63312445366721	5.18431914353322	1.85667620275358	15.0979969534805	0.358509285263033	-18.7808009569459	7.6478932797451	-1.48674779725722	8.15940992105504	4.91955910993442	0.868256437385984	0.788784777453648	-3.01000319002405	6.58808362513839	5.97055163754967	-1.51736373474423	-19.5709117200063	2.52721347856265	-1.21325157422985	5.32415542908282	-3.95565896669096	-9.50903943221208	30.3867505692988	-1.97626002936348
"g6"	-4.81528820278031	5.56273706658936	-9.73272306008888	5.74864875755002	-9.02774097661152	8.53087728493217	11.1662289143665	19.8013599741007	-11.115740626819	9.41902099956877	17.082950436404	-18.0841719650264	-5.50613243142013	0.954779502453494	26.5837963644622	7.67575809195274	-7.60529964540358	-14.9414188107056	16.3357689337112	4.04109878010836	-4.31162712539594	4.04423214268796	-0.329977289484688	12.2829777066396	-15.7152935783634	5.57194019305338	-0.65885172917866	-1.55619491688349	-6.15630383890585	1.17185572847107	3.3301165418827	17.9563449607755	-10.7347000804894	4.31954636159362	8.07638708449348	-0.387841833104751	-0.650656074789844	-14.2353812648083	3.12642636079672	4.77121381419477	2.91087010989442	-18.1881610684587	-4.15610349146912	9.69788824163275	3.55531692503511	-24.3960729390406	0.461844923748902	2.0859518642949	-2.31712140840024	-2.53304290170112	-0.953813893027784	0.0028572265052948	-10.3577499667927	9.2866076884366	-9.41745856988672	7.55123134931328	-4.14078712052087	4.22789833338324	-0.782496998800366	-2.47830491827576
"g7"	-10.8526445545053	4.80527679897566	-8.94536052504627	19.4968558311008	-13.8683174652149	-3.83025086442058	6.6244357192098	11.68517861664	-0.474957802241092	-18.6132037011832	-5.84639658623694	-11.999684039983	-1.02525786210995	-3.91903026073911	-8.52607324778969	10.4238966934097	1.24954798327031	-1.60316577880531	-5.85029397496784	6.903213013842	0.138639394230315	4.32611272434507	6.1923598742547	-3.38794680878554	19.9773821296845	-3.98552638994665	8.66698570477574	12.0352112736807	5.99786865734968	-12.5343144747791	-0.605853218175734	2.71826576761515	-10.243589532042	1.07027059877391	13.6492254669659	-6.2528554889278	-1.362448478292	-4.69821646503682	1.52296159304362	12.2049577200774	-17.9982432818818	-20.4268044200014	18.6635441909871	2.54595543337033	-4.29632048776953	-0.572867230985737	-2.8304634704078	11.2189685659967	6.22801147526009	10.0148114316906	-14.0655891413091	-6.43645798418917	-9.14834413080188	9.08908010395261	2.04704892866406	2.7038048727449	-12.7616014256814	-7.06491494572522	17.0202143583919	-5.31105915090989
"g8"	-7.85327454529655	-5.52300088298753	-4.00210791941184	12.4900034382478	-7.02891116239435	-6.60264966003603	8.89219642015515	-16.5845802441592	-0.858165460608855	-1.50708260666513	-6.38050762781436	0.959984373404574	12.9695401388333	-8.05999823744749	9.455583539694	-1.13499008933262	15.8949400770788	28.2746480917103	8.95494518855786	3.58451849785301	-1.61763304199516	2.3898586233356	11.3533473321206	-1.62733964533248	-1.09316133015253	5.73625440365927	-12.7749563525789	1.15332436749973	3.42984203428201	-5.35206339119162	1.72535306040629	3.06841423441672	-13.1105369375828	-15.0716393080216	-8.62733441133337	0.600215747838791	10.0706934978717	0.00194822561964298	0.639167835926765	1.36833362227575	-0.714820898959248	5.96437471618527	-3.50759230729178	4.39954652761197	-5.18002981368383	6.4148459789871	0.907222184994386	7.07742100124161	-10.8264057538914	-10.9784246125871	9.11645589045499	11.0407225442357	-6.29866799150904	9.44580598401148	-13.7779466585471	-3.84837730294011	2.19861211758685	18.0021642489557	-3.12354762863537	7.13861373406327
"g9"	-8.43381211975132	4.23030228358851	0.421963072461119	2.73272769716439	1.85834674232059	2.04094786982884	-4.16963111899923	9.12013779800105	3.06881967765621	11.2812963375638	3.69727294243609	3.21516699582156	5.55007817847039	-13.1851374720887	8.07761226098991	-7.98424220176599	9.8343501327657	-7.05250990730388	16.1095099194043	-10.5625581155816	16.2629584658484	-19.1684044710212	-1.63775207535973	-12.7809529828916	-3.02862836475533	-6.21894099615973	-5.76326464069979	15.2601919054139	10.9902086254406	17.0006266530098	6.50921601014229	3.43327503228454	2.58850433468018	8.28089139315962	5.11766822643677	2.42125248600787	5.07035745781067	7.35513130688665	5.27955409726744	-5.61151935115352	6.50161813988438	6.85100391193329	-6.76938479907245	0.653912203634976	-0.451099122062404	7.89421595115596	7.41811168122874	5.78990706940512	1.41308963709197	14.5111455104227	-16.8293278781968	23.9195698246702	-7.50346934548226	-1.07235228693579	8.46556651522382	12.9906198530223	-16.0495466777148	1.29949188511324	6.68167229548938	-10.4407859633212
"g10"	2.80183727109427	10.4949231697192	-3.90692012439545	0.7459260853702	2.99333019496688	2.09371364174498	-13.2040382533959	3.82408497079124	17.7801890038972	23.7373501103774	2.8266348974555	-9.4421470287919	9.46260256274906	12.7755857488383	-7.4771932111213	-2.17121101123734	-3.28686290573151	6.13212953760417	-11.7477427875753	16.6035084417696	7.99934205647305	18.8013799978097	8.43910823778078	-13.9851916090273	-2.5911544956996	3.17597069904256	12.0532525114931	-8.98714161504807	4.95713517558724	-8.40881440583613	-1.7726961833418	8.56208498282681	-0.946756704767474	-7.63806824263157	8.08222684293308	-4.14451534465866	-23.9491639129636	11.4291892944335	-4.5536262573948	1.73382369553519	-9.19008492745511	11.4152653442018	-10.2091458792518	20.7199138578963	4.21861331737959	-17.7511780022786	-5.68804698838818	16.7334503010992	6.16039582346278	1.23070409607035	-15.2705456978836	1.82422243007773	2.86630873515706	6.98189193119664	1.40885411982725	0.417871732924752	-7.95669082315894	22.7483264152116	3.44355174957172	-0.554129014486808
