"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"
"g1"	-5.83067085264461	3.13222599459576	18.3729511585348	-3.98550898790926	-9.23438708456409	-4.25927352234208	-1.17506249846049	1.98010457918827	2.60360495142332	4.24385990903307	14.9547454205295	-14.6437523610828	3.46878254372793	14.0814438735067	-6.77382187472381	-2.38418017546721	-0.922861915529717	5.76256191881332	-3.53349834860211	-9.00220816289076	-9.70915782821778	2.88422522142423	-8.07247319815434	4.41476141817141	3.96839072520943	3.54976307451271	7.84445001960332	-4.90384728940165	2.49158195775562	-12.5206768680479	3.96180842894322	8.60537207026186	-8.95387143534585	-17.3144451119521	-0.959056093916804	-18.8232597543783	-1.54407951875386	-19.083047536741	-5.89190404941771	-3.95032068158839	-1.90136614525258	16.414441186268
"g2"	12.6606667322406	0.150770891927531	-9.16601834295936	2.10691845181224	9.4543160207847	-7.28813386174395	14.7965936238938	22.9191653472809	6.86969023068924	8.16212961463604	-11.9736856832341	-2.80569080062013	-8.32645673528002	-24.4750956111475	-1.94498767062266	-8.60200810112933	-17.1359601910111	-5.30841187195477	8.92491893990615	2.18008764874099	-8.33073955024344	8.51329469531826	13.4807370263692	-12.976808358139	-4.31902181665072	1.12411492688553	-5.59308273638915	-6.09136586375497	13.6488013296369	-1.21367465467204	21.0621755866299	5.10062868290959	4.47935095097021	-4.45900591111167	-18.1854200545503	-13.3480176407622	-15.3467360802885	-7.01393059138826	-2.80960393363001	-13.7498143790722	-7.67881213132813	-14.0713461124957
"g3"	-31.3071617561643	-1.28706549299149	-0.178479478303446	2.45977702021345	11.3408043047416	4.2382665520219	8.33301201536052	-7.34056600475224	7.73109772204348	25.6756994995543	-4.06948090477035	3.66004639635515	11.7683658343595	2.05870850965541	7.40830334525742	-0.539629994937051	-16.57399320142	-16.9925348942954	5.18015351955349	0.36708283156217	10.0711449196023	20.6822298490726	4.48822760041058	-1.5805197921897	-3.28600886717538	8.42436781881954	-2.86587932346464	-10.8110644712367	15.1155769922411	-17.4347652607603	-3.87960411735882	-13.8906628978187	0.978422404396213	-14.6771169235107	2.49127439933492	-8.7451074793824	2.29212834226448	6.13743240690769	18.2768582875985	15.730524806589	4.16842508401697	0.0942589067787958
"g4"	-5.33860176574202	-8.6424504052187	9.33548700287983	-0.709359700324225	-1.36476232500205	3.62143974687791	6.26259769411476	-15.5575599147558	3.04725719024242	10.8947530418656	8.62223906067615	-5.71274997992013	-13.2175532747871	-6.87069580997914	12.6537911631369	-10.4050231223058	18.5523629094955	-11.883674670539	1.80152258300187	11.6334883691335	-11.3761238874381	8.09738665774966	-8.47098944580422	-10.0389924217479	-20.2166495019767	6.5565959364029	8.74630085171536	-8.85625391281393	6.85253209228972	-4.13221670178456	-0.0695270462341947	1.03800656672373	0.161729551885535	1.01576744781863	-0.0319572947296109	17.2518524062569	22.6381729251879	2.24138776465518	-10.241979646995	7.87001109961755	-14.5312478623211	-2.47082245495793
"g5"	9.23867567738669	-15.8173399583613	11.2511470518327	1.19724535582976	-2.0813614674787	2.70473428052652	6.92875514271592	-15.3143568208572	6.53321854758713	-5.16251660238085	2.14892060153573	2.8155179991801	9.74850717128268	1.85788555319106	-0.371590241811771	2.54095455621913	-5.40853206264998	-2.72560936712115	-7.55856953865833	-7.96966226344262	-11.5134242195029	-2.2379198924934	4.29368206732231	9.59899145215421	-1.44499977057351	-4.479581025992	1.54193563925663	11.2210159218051	13.30853708722	0.20549335287352	-11.0098587567243	13.5554916211947	14.7447003721427	-3.27160932528602	13.5896471906291	-7.83039771281558	-3.43267094066316	-0.309173492806872	-1.26732146241792	-0.164963737546066	16.0526405194705	0.586719788396503
"g6"	2.11961485090301	8.96347895170768	24.1289082096345	2.3860924051171	-1.14682915527738	10.8768448421098	-2.2437559632869	-9.16265547197978	2.15524082412341	7.24320559027474	-2.2670448177154	-11.0793071059819	-9.37444463386718	19.0761111002917	2.54668773553805	2.16579279473271	1.73085449254533	-0.195123398625949	7.77852007111131	22.2479315018558	9.73023249657131	-0.0190024969381708	-17.7980978827862	-14.0682738381032	-7.14551710614547	-22.16856112419	6.6422675367678	0.713876919579384	4.7531711715741	-5.72144682637917	18.8163220170633	-1.56965555837404	-5.0866277929154	2.99545838224474	14.3595862447968	-2.70383075154222	0.516970500373025	-13.0274035514095	6.93934368484977	-2.08865907326096	-5.49239379510278	8.26845249898562
"g7"	13.6762722619166	-13.3664259993826	-8.72104614178265	1.87140899963684	-9.01831861090831	11.2143561408473	-4.45041316457865	6.60330328087035	24.3988184644285	-1.70987443430004	-7.26118594255818	5.1335152253833	-2.11338715162588	17.0111801739574	-1.14536027918985	-6.41740599921328	-14.8888351088087	27.8404234429251	5.68024077891366	-3.12950821927847	0.482973561372635	-0.567747769730081	-5.16245265832355	3.70500141338444	-3.16353770259603	12.0004363303435	-5.10229034055699	-6.84462903765537	-4.24733113407574	-1.90284671945419	-7.35467965898896	-4.53322544691296	-5.00256908455593	7.54922324934604	12.4195461465151	11.8771990022142	1.49739195136032	-2.60089049052612	-11.6039376213031	13.0381864857462	-13.6299072707945	-11.1475042181602
"g8"	6.49901448609322	16.7835125259625	4.77940597850485	-7.73747745156973	2.27023964743315	21.327423767328	-3.43836653288975	2.4711573880122	0.359436436288869	-8.7881968409753	9.98971358018047	-5.6734719666017	-12.1524281150048	-15.9038147214812	21.6292609108253	7.73170804530446	20.7028379710237	-2.6821617952972	8.44488254828084	-7.14272335673235	-3.36743375236547	-1.16603480065145	2.17427670802785	2.08725296931834	5.64433324683059	5.74399320224443	7.19817368579413	11.5154486712742	-16.3485014216885	0.455381851712	-3.64036211489407	6.78386137980035	-9.69771585429598	5.07804798322147	1.54411992566615	7.05230564464173	-4.70935254819833	18.8523707429048	-6.10557902214359	0.689490448493246	14.9205402155044	8.50057843747071
"g9"	-7.62686608760269	-9.01655281780143	7.86688668613707	-18.17076567739	1.52254502501161	12.8489780273675	6.67943406839475	-21.5478019159743	-1.15888654671658	6.37280987891995	0.577718919488562	11.8671394199644	-16.485472336855	-9.81500623975265	-10.5300088947414	18.1821792542463	13.1266313288688	-7.551612149422	-0.80786024372059	4.18043804192085	-3.69888095613759	-11.4648250210181	18.5922305422815	-2.16496489113075	9.042564979048	-5.90730219662695	-1.38399243809854	-7.31755080364277	-6.80487447770461	11.0297020297719	-3.20282254125085	6.58092150996407	-1.94692212738767	-14.8987332797963	-3.84895698054337	4.91638548341683	10.9955272049845	-13.1863353983697	8.4008866842587	-2.06529081338197	-1.90988674684363	-2.67498878222412
"g10"	10.324058260747	2.26609387938687	4.38336774298741	-0.299419709157106	4.36187784774651	-5.14883121919071	-19.2242002731299	-20.2812805352636	-0.611899703006835	6.68695680698438	-12.5920890420464	9.96714586463262	-8.45477780070475	19.0603820742135	-2.49025524904958	6.79365584927611	2.1113842358938	3.20333465710252	4.21494141082817	1.16846355832601	-2.75370894641163	-5.05441348587852	5.35620153545332	-1.6472072916899	-3.48078561696175	6.22119917674004	5.02661386291089	1.85178544123241	-3.30431242100122	-10.3663015818269	-8.52024137895536	1.02216251553957	-8.04195606123357	-11.7329794150687	7.58894346347789	-8.71241480861332	17.441263714314	7.0407938110578	9.08438784032537	6.1348622556558	-4.71231219994019	12.4398587348832
"g11"	1.69060343750996	9.99258223856434	-4.8718971970325	-14.136114233756	-0.912662902607335	-6.71423555755472	11.6006091994487	8.61618767368216	5.82293625682411	-5.77296058913145	-0.312751485715802	-6.84522900809362	7.31474660613695	3.45957462201243	-6.03253220160885	-11.6574503071169	6.26258219830165	-18.7693531597713	14.5841861100473	-13.9356978314272	-0.611570071900961	7.22458174858576	0.262818375439188	-4.42225699809679	-2.38238863346833	-2.22983892312488	9.15447797010328	-0.985052471944041	-9.37678352039671	6.2728913728146	2.7765765005964	-0.677156820339626	4.3327921927477	-10.2665067632402	-2.48517489255503	-0.923673888364378	-0.415147838364503	-15.4173837124194	-5.78915275057593	5.94484277234261	5.78394920321385	13.8983313964057
"g12"	-6.04768965040333	2.99296117725159	5.73901838801885	-3.94926738023349	8.62215556700321	2.23049468517215	-9.90114188174345	-0.558798667268838	-4.75088540089608	-18.8733623147992	10.6799881498888	-15.9347640534047	-0.565372395822232	-6.46445951393089	-4.76023635571899	-15.3161951535455	-4.81851769316157	9.42528337239243	5.1588084634722	5.96448224492384	0.650210323026835	10.7471852075911	-7.59289105599181	-4.89729149087705	0.651709880177581	11.57380233299	-0.482497220663649	9.66850062280938	-3.75366872739226	-13.5753009558227	-5.81924199662148	-20.7699382069726	2.04458709196645	3.39859851798923	-16.8882839626088	3.71200062419855	-12.261114715924	2.88090254535044	-9.99226603690004	-24.8790375914267	-0.126066745318251	-8.7895544459884
