"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"
"1"	-2.10868927117492	0.488350056182117	0.505910270776828	-2.12527793047414	0.172609629141058	-0.650963893830554	-1.43475049040921	-1.56864024115241	0.997380531909589	-1.12801897077768
"2"	-2.32711436452853	-0.3038240298952	-0.0253971255755291	-1.03269757456953	-1.20452927571702	0.269527634366058	-1.09095414550237	-0.725047506205075	1.45723960528743	-1.1587589421333
"3"	-2.19506698463602	-0.518167765530671	0.814144339501972	-1.29817977139096	-0.551570598594612	0.424442439639295	-3.14551795298006	-0.911491267232001	-0.359293587901997	-1.02584801927745
"4"	-1.2612998012217	0.703635579715553	-1.457322891339	-0.173305700425455	-0.113167349727184	-0.119963392890947	-0.932971601217937	-2.67170216285613	-0.0712829169104401	0.121289648239787
"5"	-1.79409546773631	0.733468451703334	-0.260361092986913	-2.51899568260205	-0.239391922442344	1.53778609940362	-2.38395551331604	-0.470517454654975	1.35308254837074	-0.246932086253231
"6"	-2.24756956990449	0.720156639271172	0.601427592774951	-1.60631528825436	-0.383247616330517	0.964319179878299	-2.3182171345485	-1.9109702901024	-0.310508894875334	-1.28448726093708
"7"	-1.75023413497893	0.684559677178954	-0.0266787954948859	-1.37930322481777	-0.446772897304024	-0.778723684339326	-1.68166260166403	-1.03958454294798	0.932973796414059	-0.446010787236287
"8"	-1.61038095801302	-0.479416015981097	0.0733202699403044	-1.16027426910374	0.723813325309907	2.95016905428144	1.53107055221391	0.999331961860953	3.80153274318079	0.865927448930212
"9"	-1.93460002640047	0.822455834654157	0.014742210843193	0.0787191217323331	0.0576991094961318	0.675539791347139	-0.908067297178732	-2.17977093400273	1.32297337651409	0.13268044162509
"10"	-0.791563664911161	-0.849506704697322	0.067105762686856	-2.00221910303699	1.38222790603927	1.4928672595017	-1.82107163945072	-0.0303658927048542	0.900919224498775	-1.02854041013518
"11"	-3.29123490914863	0.626710485423652	0.329902753624329	-1.79751956414895	0.184625402249361	0.048801440150039	-1.47250287790568	-0.79271178787607	1.42669209235881	-0.377431657474001
"12"	-1.85711324954026	0.345883736457538	-0.356632876703058	-0.732229801685562	1.05833283878579	1.48497803358171	-2.29375230087563	-2.69918623123721	1.17069730675569	-0.797904112839213
"13"	-1.5245927761692	1.18742131279263	-0.272381396558094	-1.48359080274357	-0.162581583952396	0.107317670778325	-0.915369623768666	-1.82281812834906	1.40308020453806	-0.266282028425176
