"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"
"1"	-1.29913550811963	1.33247803798954	0.42934820166214	0.418369930589049	-0.157617505240566	2.79647873082046	-0.931236724756859	1.01355657697271	0.421912197521072	2.02526407124594
"2"	-0.606078207594861	1.07746604417344	0.379639451076636	0.022653711706618	-0.328403412816192	1.25196774207331	-1.48472307003466	-0.575594190161056	-0.246500974647719	1.50034802489776
"3"	-0.776879724118426	1.29272880619659	0.693036727486527	-0.289261237342169	-0.0566107427943199	2.26674606276249	-1.55561687473124	-0.252738025587943	-0.447123392987696	-0.314603401769859
"4"	-0.279094332756038	1.94878301854228	0.673103494249285	-0.649376667562645	-0.149363354787511	0.839417654496504	-1.74552978959571	-1.97436823391011	-0.625153485379373	1.55494544398491
"5"	-0.15309794293043	1.09083525189806	1.09282044782166	-1.29782203430187	0.0901461281039555	1.71261635225984	-2.43890917297565	-0.356325284342037	-1.31175974208234	1.46341516872891
"6"	-0.485186429343463	0.305086601036128	1.60693979983299	-0.504891796828477	-0.754103299409822	1.54817727689817	-2.70131801015525	-1.13183302897484	-1.11701121115023	1.21047133830977
"7"	-0.327263648885716	1.87660062413135	-0.0595365621110798	-0.794109161707228	-0.367430322907027	3.17338621171916	0.125223699229186	1.65113311639135	1.19691878591968	1.86165395194214
"8"	-0.140364972647246	0.758255399287013	0.179559033959404	-0.0589535319733605	-0.943192257967169	1.97641873941428	-1.69882757943359	-0.334027418942126	-0.599482653292271	0.445138038901426
"9"	0.725522133219886	1.19687444900195	0.921103995239041	-0.0359258849852427	-0.310193530622161	1.43116660755386	-1.78535518185397	-1.09734032025094	-0.120410320084956	0.275662663653448
"10"	-0.150711753878629	0.9058913867059	0.881478999009589	-0.685537681643376	0.435335226740182	3.0236420938061	-0.337494774379203	0.152407982955587	0.534527728096733	1.10643467039617
"11"	0.139586065190297	1.39544020966763	0.844339869590726	0.0491709318902135	0.152965479938097	0.516542034423817	-2.66679562643892	-0.85963489121591	-1.38180275255111	0.492528356862878
"12"	-0.224953888885159	1.95254726648848	1.10486402343066	-0.259789482885703	-1.62269892611999	2.68905553219862	-0.762561511666859	1.60170403043499	0.222312984571531	1.72802710618434
"13"	1.02946317641075	1.34391213587068	0.170150049094614	-1.40722798638622	-0.437455683027022	1.6599045391757	-1.75181294459277	-1.20999759547591	0.103353956804424	1.22238160219425
"14"	0.963745002030419	2.01749738292552	1.46499332034913	-0.249417738063458	-0.888773352853327	3.18258017936294	0.534551214023046	0.0596591890230362	1.49886506845024	2.31959817811419
"15"	-0.337021558031794	2.74498481112169	0.418241836524895	-0.665646856915168	-0.937420414571604	0.480866218014096	-1.07392644858312	-1.4179067870692	0.917227185928262	1.3542501639781
"16"	-0.420238003217808	1.15672125672783	1.03693128420437	-0.401263504380143	-0.855443625629076	1.66913507485065	-0.618380202915097	-0.205447422746896	-0.64821766452898	1.79620859996808
"17"	-0.0900292816252686	0.61049904273782	1.29612442002411	-0.382030545729271	0.17895695150337	1.02679621944138	-0.998341026339603	-0.957807799714801	-0.281709024091273	0.787930967127615
"18"	0.114864762350171	1.19957932381035	0.583447734443076	-0.400943115271597	-1.34168413128338	0.767066912927419	-1.51174577869648	0.168384522066223	-1.1440433824844	0.507346947253725
