"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"
"g1"	3.56599805301527	2.63350952533352	11.747665402031	2.48673938015668	10.56299964078	20.58344164943	2.80888554773285	-3.4905929200984	3.17357687255535	-13.1107151230187	13.7391267643113	-0.542708910798258	-5.47794536654391	3.65988771971344	-13.8416113731368	11.0069595677896	16.5577047196055	0.81376958578188	8.24501747353049	-9.98804298264883	12.4027452762177	9.81372960084078	-6.52659394062139	-4.081690412719	-14.268169929928	-3.99638721888018	-1.56374690610883	-3.20085517572119	-6.02612931783851	-11.5406198436987	-0.698140484080631	-3.90927940675147	6.93414432458109	14.0264939767405	13.4428962023077	-2.43855809347349	-14.6496849019851	5.42762637460855	5.38891140472603	-9.634813260821	-20.9015281855713	-2.11897884738954	14.0088805886783	-14.178438321841	-9.51952519248729	-0.820816868496338	-4.14531733866944	4.17606545086424	-12.3878212827532	-11.0626402416656	-8.36748422078531	-8.96080729790062	-4.55504168431143	-0.911257078712349	1.63674686463094	16.9924451936956	11.8680220548865	-7.31702526936697	-8.71865155542302	-3.81528643011725	-3.31602336228021	13.8741897108621	-7.29845419167378	1.649498424453	16.7042610806772	-4.0268923898198	0.0389373080478538	2.89734118898081	14.8273083649486	-1.90015576407919	5.8318759181448	5.04183611156144	3.87524769526608	3.55068246524351
"g2"	11.191320460155	4.12245735741595	5.26094243980637	0.179438641507375	-14.3008448275883	14.4433171960476	10.9069783805129	-1.89598261752273	-2.84273474257634	9.97070791119375	-12.3040329066678	11.133489605625	-7.8000325803833	-3.07140859684258	8.74615632877503	-6.64156086598639	-8.37765517697619	-2.22207739752641	-10.5837784424568	-4.04611588549124	7.80827297404545	1.31754855810488	-12.4870075460884	-10.3459627117347	-7.91182145921889	14.7866324962716	10.3601185969092	-16.0021266303941	-5.95144159655147	-7.74252107412689	-5.63632395294136	12.4335103396828	-6.74204945441494	7.50758820685759	-14.2379236986175	-1.89756137593311	-12.4059254757445	-1.60767828526504	-1.60725020037956	5.37096853531546	-11.3886738176527	2.69625811551284	-8.96783240353093	1.97436325926312	10.3906360099702	7.56474286173985	14.5391108513992	10.4619806016762	9.04829743059548	-3.14833415358861	-13.575085648484	3.25287269616527	25.5227413116111	9.31941793184432	-8.80984602193316	-1.90931412820863	6.98916097755407	15.7425535574837	-13.0821755372432	-15.9997910303047	0.834606256202859	0.486818793293808	4.68309229781897	-1.10969855869733	-7.1296171931266	21.0165923903625	8.65665033362392	-7.82630723617311	-13.0214628161927	-11.1228146521131	-1.85491361594088	-9.95792220239071	6.08870167513098	-5.83534192046561
"g3"	-19.6907628789751	4.26525691955535	8.7196566041573	6.38509391510316	3.61608192772702	-13.9294226594157	8.6462960086708	19.9267618388874	-2.98059785935355	-6.56016449166629	-7.52587570253021	2.8014849423176	15.8325077329335	4.86870826133664	-4.86458889584028	2.73451251319295	-10.307604045201	-9.78983428947282	16.9415991944939	-10.1807793399431	0.363110864826837	-6.04321229622022	5.66294391708498	3.41597058276253	11.2647106169959	-6.5673499189454	-5.32159776723875	-7.93796895550163	6.20740283394696	0.816120304625516	14.2029313664031	-6.16756674537991	-15.263062521492	-1.69835384722145	1.52868154261658	-6.02462829049921	7.13938407314738	6.71512651997694	1.4244285803003	-4.58922420053329	11.4606843951284	1.50679700595113	0.701669930394363	-9.4520600706934	3.65872652922685	13.1105210660179	4.48059397937052	-15.0319901894798	7.24962260625377	-1.82137159001188	4.4032159407173	0.731834556913283	-9.8946670520404	4.29589436787087	-10.1161096216742	-11.2258314004238	5.93012392985585	-6.4743763050947	5.98947458554767	2.85799898873796	-11.8799752547945	-10.0067785475017	-8.27827017756395	0.632279350874951	-12.2479300269314	9.93522969181045	-2.27486533131065	-11.248932659462	0.157966635623402	4.5090723208126	7.96536440908129	-6.45167465125824	-6.75639196521795	27.8344276332603
"g4"	2.91663690144623	-11.3249822241862	3.20820422124531	-16.8236358875716	2.80052870754823	2.3858520460823	18.6443534036462	3.50027007333818	3.31919297537655	-6.66378520305351	-4.83343652396526	22.4315226293457	-13.6487565338518	5.66956033621584	-1.73174611672704	-7.62142042293831	18.7347494841383	-16.8254300525338	-11.6338942012317	-2.81161577330149	8.33798621784949	6.05734194345994	11.4873791492144	7.85349149125833	-1.76703746768623	1.74898661638372	13.9341810156345	-6.45632345149696	10.1881663070786	11.8989672376892	21.7207647764048	6.46298113148715	-15.8418577484474	8.03390957823126	-9.41877920593095	-9.22413289732627	19.4353996826265	-7.03288105827133	2.56462575437488	-2.78472097821897	-12.3611848693366	-4.54346757302944	10.703434494348	6.00799553474676	-7.51838986685337	10.5325178139684	-7.68595435012406	5.11694370823411	15.9153922009361	7.19828610844575	-4.77971719090919	16.8170680494271	10.6932032784292	-7.44627820334292	0.324752797668913	-3.30407181803037	8.8886246296791	3.49686800653234	3.36040594935015	0.476705128917898	0.975398993892829	11.7607997068917	8.45565995899194	9.96384276545712	-3.22977360051636	23.9018478215392	-1.46005369080271	3.2233391551984	16.6624569578055	9.72022096537875	4.19235516283893	-10.9798587472395	0.493914353864869	-21.4491665145962
"g5"	1.03483543823224	14.6282388086648	1.81319027013179	10.9929767276612	5.25418708777962	-6.90833981125359	-5.64396379101036	-6.36511547562658	-8.94231266593109	-0.41034234574715	-12.3954059816503	15.6444535658161	4.22740642780603	-8.60130061357955	-24.5856870403196	-5.08972458638499	6.50033878653434	5.48817611170456	6.08004850124696	-8.87575310141622	16.4674842287181	-3.01374950006648	7.42271518381265	3.76766673069276	13.6363115917116	9.76213170925791	2.72021811173748	15.9680404785272	-1.89644686231145	0.36119115077299	-0.00928664594571886	-6.20626186826517	0.859599651959359	11.6392086811004	-16.446687366706	-11.8357761343587	-11.1342448165109	-8.16885874583928	12.5769066984911	6.08878949715384	11.8737731545492	-21.2974507161995	7.17356752334113	12.4931741506404	10.0059181189059	6.96020454599546	-0.7904348834691	6.75791459189319	13.7879944312651	-3.26473032471045	-0.969550576241697	4.56171394320613	-1.43870732917491	-0.0808447493160917	0.0505159790707537	-2.75262929883309	-16.0338405875172	13.1261061018352	24.5532002331523	-1.18617480443838	-6.59822757192362	6.78405912273956	-6.66547479381027	-18.380866786489	4.57002151645026	2.5834056681953	-3.20585350169277	4.55353471269393	14.7737694876307	3.82771352715546	-12.3975981509184	14.0836242448451	4.73022592237538	5.21850394229271
"g6"	3.51124016907413	-6.92282484815587	0.702197038995664	7.46428131533167	6.21016508050114	-8.13987390134796	-10.3237485693969	6.08882330917048	-1.16294270660489	11.1332989515504	4.78984836963198	3.05084359322792	-9.29771746324898	-7.02268983673283	-0.542327330786569	-7.20686826495231	3.05366865248838	-8.08425263210185	8.74353535144524	0.916449827556587	-7.9987427461163	12.7951261548904	10.9336201363954	-10.5458921571919	3.85477764187602	-10.1524836549279	-17.7078425393322	20.7401690966729	4.58865474585006	1.00036171176426	-4.91775005292885	-3.85182081943371	-14.3534229812242	-2.21626734449821	-4.97215477502835	-10.0764045252517	11.3465465919495	18.0695943126462	5.8926744980249	1.49825497872537	0.0424350254658303	4.49697038577517	-13.2967350225381	11.9164205947651	-7.63789255628359	9.35790604940728	-1.85373155989162	7.88108282897216	-5.65951149587223	4.4487529080284	-6.80725123792184	-10.0552321684959	4.44543318573614	6.39268949690481	-3.36152768584644	1.91412570044824	-11.5383763486124	13.5862007666026	1.84641613879766	-6.30813319372084	-5.84220397017014	-11.2533538735285	-8.77647417274803	11.0319199157544	-10.3012462759457	-10.6619729147755	13.8485275859048	3.15849847205319	11.4608692056362	5.34143713325368	-3.53280818962883	-3.1651443908802	3.30744988811689	-3.05718422986008
"g7"	-0.806091336330609	16.2875656180508	-1.87295972837047	15.7519636717377	9.6560681741545	2.47788183966436	-5.81521947385999	-23.8522335960355	-20.5583324440337	6.32620388036145	3.65845297486516	-0.770507850992901	6.13613487323036	-0.210497855962263	-4.61817129072526	-11.2690697034122	12.2058483354195	-6.63419601751746	-8.03695731350043	5.07973937545035	-0.416713763914364	-10.042708633466	-4.4940698501222	-5.05042152187688	-19.8401302009535	0.84734605890612	-0.288227480262397	-11.3129851635644	-6.05438289811643	19.1488417204894	24.5902282114485	3.99127819433278	3.00996347917308	-2.67204522600032	-3.37885678538338	18.7922378516464	5.06916152018482	1.65282196342804	0.942788930200642	5.6506421447873	7.33552290712891	5.70313641416749	-3.30117487576854	-4.17049030919819	4.5943684674309	2.08754827069669	-4.22228931648378	0.898060895647674	-4.1106999134603	0.396883768164132	-4.71108740488999	-5.8072682557349	6.43143180456934	-7.89771245781967	-17.1403212786796	-6.15627555403559	19.5836345637827	10.2883739956514	-2.00706174094869	18.8002301325128	-0.585937316388872	-15.6512804703659	-1.27525884848947	10.676346952093	1.35924092688361	-17.390583738342	-2.76605834801113	3.83841996224954	9.63393422856399	-5.17955689379298	12.124614680832	-10.2022211984848	10.2485332594931	14.4101473333396
"g8"	13.8041641905487	-3.7012616178939	11.3214499009164	9.15036097166872	11.2234404119702	13.8237144695162	-12.1818517730555	14.8010329351369	-10.3697929637846	16.8038448366445	20.1778650084769	4.05428359844441	-5.27708437775452	10.3380300337827	-7.96522689414357	-3.64569828416061	0.482634809625254	-6.52047740028449	-5.13190075484965	-3.01513805391954	-23.1983627530135	-0.579510195360854	7.63676061949817	12.5747816740058	1.24652629557337	-0.748223044187957	2.4522884124444	-24.6365190696878	14.8695858681178	-10.3461254877456	8.73440113254201	-3.75817380944372	4.26652713571523	4.36631257815855	6.47314992903628	-5.29561277791277	-28.4875132740462	-16.0396099979243	3.68528948901587	-5.70711362083723	5.73876412770986	6.02163842937176	-4.37850065997819	-6.53591107194168	11.047745826217	10.6384258146715	-3.88963714927239	-8.96016572434393	-3.63670540082146	-9.08242145432198	12.0534461956806	13.4117214018931	18.2959674005237	8.5668240933414	3.64401067556293	-1.15655794038449	-3.34529978845986	-1.08931392860699	-5.56554611736986	17.6892806774897	0.832898667784917	-16.4702572103728	16.6560154943293	12.2100657011287	16.6040485148717	28.4213331532949	0.796621759989139	3.69870518953545	-2.87869888490362	11.2554888077666	-12.4785003705365	-1.16061486066562	2.44661375648651	-6.02005400185294
"g9"	-0.136702299007039	4.80606262706756	-1.64205888666082	11.2992120959226	-9.41947631862164	5.24693841525853	-21.3008869733424	8.56612171556318	0.0717013294467744	9.45838257102219	4.10780147933466	0.202611000260252	2.2831768127867	-15.0289201384234	6.37989541787	3.68860453054476	-2.51720296685831	11.3722202355712	5.13611993237227	8.16776157766707	2.12817414707383	-15.6179961073948	-10.2557860063386	16.7553277837272	3.83435686743439	-4.63718819030553	8.61404089765809	14.9775044806818	3.3342010969236	-1.01814700645033	-0.59535430999272	-20.3964198111957	-10.8300386852624	3.02559928453493	18.8801922460947	-11.1417669855492	-14.5660298276412	2.52397944876581	-2.27909730532958	4.34752631119105	7.71836076708991	-5.85604936066987	4.58305207702289	-3.45771618637014	-9.67784988246765	-22.3896671105924	3.18703270187304	0.601987893408144	18.1661292505987	6.83508761347426	6.0020089585563	21.9996513673289	3.50029336188946	-3.94612713902731	3.42435496017988	4.19622319973312	11.4703846406351	15.7028904509499	5.20092020030976	16.3778717539314	-0.993717370742989	2.53872400903481	6.4688612194295	7.72272994028007	-12.3478933817512	-20.7166413245718	2.84836925012566	-5.10667078347148	7.52780039228411	-0.584090108017658	-21.1703225800248	21.8623837476734	-6.19837447595815	-3.07825233715126
"g10"	6.40180834986669	-11.9360963353695	-7.38184899549273	-9.60452943302172	-15.0720586344958	-15.7813684949839	4.8163418895845	6.99425874518237	19.6950608778214	16.5768312269041	-30.8100389324557	15.5147590584768	-17.937687124203	4.29719821559473	-1.12628926431365	-1.41860807751567	-12.8574603005471	7.44659518405459	6.7743624562802	-8.88518643904734	9.56493434518948	-6.87431054323175	11.5887087446042	-6.31784453949052	-4.52807745738726	3.59189929137486	2.88619946431471	-13.5167843173529	-14.975911481915	11.2675195557815	2.18587912140678	-0.804461161795209	-2.54638216449742	-4.34603128606456	-12.6423396303756	-5.83590624228577	-10.5751731309044	4.38641456091977	3.03281936193606	24.1946281542199	-4.93311231932654	8.01651426566372	6.46661897264988	1.19931915302899	14.9219353324923	-1.68613884260532	1.74283638156965	1.18250342552996	-8.56520209625929	-12.4738371978792	-19.4076937060235	0.346217620345867	-2.57182082864904	-14.7974055324231	15.7121379256016	2.97204908496403	24.3501310866285	6.44181364650316	12.0727906456977	12.2064704406652	6.28242018331162	3.59319712085091	-3.74605631347108	4.48981771403781	3.75564260646693	9.90588416469268	-1.256603075246	4.59977476467382	3.18068583237587	-6.10693752228199	0.758780738610366	14.1782276807841	-16.7925960338261	-24.2040159264839
