"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"
"g1"	-8.71824205325218	13.3015147911551	3.17820216235718	1.20913611123589	-14.6491520618992	-1.24439811506094	17.1499569688434	-0.96682145232144	-11.6251676484944	5.84089558361266	0.503201509524914	13.039106558557	10.7743702924784	-9.10911240327711	18.0962128468132	4.36995370147342	-16.6151134874994	0.852938811407344	3.63011128655399	-1.92649568151233	9.16302630760354	6.61625817573415	-5.79071026660785	-6.4703121597845	-5.6184217493368	11.6064420354896	7.12916287647762	-2.19350675926875	-17.3417638424772	6.27105668218423	-16.6208948040366	-7.43195779879198	13.9174723872402	-4.35687569417357	1.7286172007876	-16.8516372165165	8.0435982982994	-5.39085109239154	9.24872259172425	11.949568685798	-10.4698347833118	6.14435849580923	-12.5489006804388	4.2321528846359	12.8387731723304	4.71466867027366	-9.91875581569696	12.7716149194552	-7.4079874421776	13.2582085543945	4.17824495494004	14.4417122994116	13.5162533989212	0.13913481052139	3.0378535225505	-2.74199596503322	-2.65781799546379	-8.32897984963334	-1.67928994469069	0.0691632371229215	11.3414887297413	-1.36868544264482	-9.4224618001254	23.9709906773972	5.23810426354647	9.84663060325867	2.36171917837923	0.219819039549144	-8.02277667471925	5.49782189549233	8.93879820513631	-4.277037721836	21.5430561509396	14.2752777994583	-7.57423232941488	-18.7281724362803	-21.5339883019985	-10.6314929444054	-16.2488261313586	0.515128157264057	-3.52324091223075	0.284564692585401	2.17678879895138	-20.3835666846331	-20.006479572459	9.95449713275647	-11.4123539147416	4.30064815176143	-3.08992727473389	-18.0357054260334	-13.0715569830568	1.45168860114342	23.8278655867762	-10.9928492323046	-3.50584971431667	4.12465691827095	2.04372956515775	-8.13494149932651	1.73863115313099	4.43350901494446	-2.21348155813559	-7.16708873934849
"g2"	9.14106973428565	-2.76388418396142	11.752552851153	-5.03945568557258	-7.54933196921813	-1.29486446649155	-3.0235103806541	9.44031797087653	17.5033419254242	8.06974915722436	13.2552935939145	4.25480279036351	11.9070796299714	-0.38015844236786	-12.858526450776	5.11151890352656	-11.7579936689225	-8.46265484446249	-14.1032441501311	23.5158143749963	11.2625942172797	2.08233743412633	-2.03882881170342	17.1602605937017	-1.27994016992436	-9.13500411894126	27.548016074261	-15.0827726935612	-1.51123284173581	9.18878961745912	-9.94047097934217	-6.29041053360799	13.1501161934695	5.2727690438563	6.96869650625187	-3.19989115779567	0.002760981150926	-21.6895867936093	3.07167841152109	8.89120326568162	-5.95488101766051	12.9609950293641	14.4704161771283	-0.41340262731069	-16.0036503113525	-5.03035282956565	6.48237403085408	-7.87740148816049	-8.14147557174729	-4.53215713568313	6.10414241869882	-7.00570809412083	13.5566987988818	-9.47348541275889	-14.2231172314132	-23.980576657351	-17.8678369276606	-13.7342891936835	-1.20156644792297	2.59520807972196	3.65607522914393	-4.0293681649223	1.01891350724265	20.2921641499736	-6.39963789334425	6.56652196667637	-1.7808847063826	-7.80996790445086	5.73773076202971	-17.0557069490283	-8.39229640518552	12.4637553429902	3.82478693116592	9.79624408074936	-15.5821207910472	-3.95453026722461	4.97542417031126	-5.91186136631219	12.4104410424546	11.006816763605	-15.1697961343721	5.13617238393665	-11.7325569586348	9.09246799609529	0.331018289362565	17.2286646674602	-17.6619732198511	-17.1954553989184	1.32585525087747	-11.4050933760411	-6.86715880619852	-7.15735927392307	9.48334717842746	-8.97937560744946	-0.712365690270899	-0.10847442789994	11.7941298309795	13.762176182562	-3.23389394053346	-5.46146646920235	-1.35673380635957	-4.12419543521175
"g3"	3.52372727534511	0.587244501885487	-15.2374405229832	-10.5758876281895	1.15651739509682	0.817881025867057	-5.11788672008142	21.8598247186346	-0.0842153562806177	1.42862257540212	-2.03389438306013	-8.07816869567333	8.89510173986561	-4.56334193803819	-14.4293727886053	6.05164569349618	3.37070488805494	0.246126527257244	-2.43549021165179	14.833316207542	7.12965534993492	21.9319032567986	3.15849550619503	-0.580577668166525	-26.1169017704207	-3.00127580011843	15.8022783531398	-6.94652631033131	4.913592411937	0.178117536351715	-22.8010901911189	-6.2463749085527	-7.82947518308792	-13.8209208845847	16.9358829744324	6.33526928350878	-11.277694223964	-2.56973554081852	22.4494511844825	-14.9737248589032	-14.7999006498294	1.60395408856092	-2.63890349677037	2.17938892171615	-2.21045573553524	-8.9003407911643	0.945814700505103	-10.5162556629525	0.024246899538476	0.114256309465769	-13.4283347231523	-13.9311996816926	5.67208923192792	-0.808757240982675	-9.85016700491805	-8.41928263611588	2.61578572663332	11.6564301587835	9.10600883720748	-7.27690870725443	7.29957205225935	5.96500110984962	14.4926535768479	-7.82391485375265	-8.65177027667303	-7.32081707349122	-3.9910492295705	8.68313742754741	9.76602439778894	7.91453268708053	-4.76405770867573	-9.32169437227454	-23.7947613469989	4.01841170278148	-14.3979516015853	1.05735250038092	-2.75244298433034	-7.60980060036673	-5.06516524471739	-3.45020402121735	-8.48066085396521	-4.20596750604407	-11.8174788421006	14.3253635327473	-1.68136613465228	-0.260991975120316	-18.534632780582	-14.0217196108296	-18.2535169923339	6.62292336403365	-0.494147963303107	0.0258633363908286	-9.8852252653696	-6.15815656655798	21.5042056990124	-4.4904062006004	11.1822454373319	14.385540647394	9.36795713256354	4.98595650579315	-19.0443171207022	6.86113975472211
"g4"	-11.3671371341345	-4.22550416183805	-5.06978943034273	-6.96873871267353	-4.63531361466758	3.5022244573474	9.05401478238423	-9.46187109793823	10.9200757264827	3.79178109188748	6.1895663226026	0.196492670514664	8.0083668328352	-13.6430669458954	-19.3817604670185	-5.93584040762397	-3.64251875386196	-15.6443492838936	-22.2623373873203	4.29653137636483	-13.226428781242	-17.310163930433	-9.36005305541195	-11.1318410597316	-6.78609166463146	-9.4480849590923	3.85475047038536	-3.92621422193697	4.41577298375126	10.4129322430977	9.02213058974427	-2.6157245792944	7.60416965183899	9.23513846125295	-3.45567245601787	4.13041503404129	-5.67228806833373	7.82676646913919	2.72826705920043	3.61003080508954	3.50587863727739	-8.45213221957057	-4.66959343211566	-5.57768387751126	-2.97163290739141	-4.78175026584032	6.16230902789912	15.5252636379933	5.95330558182309	-23.6428094950791	-0.197624710641783	-3.36359402612716	-2.23702058397708	4.64502910220816	-12.0728824064568	6.19591627797336	5.72820812241984	-21.9973145753504	-13.4056259003008	-9.30771716144514	4.05890464808306	-4.09365479638921	-4.73898466400715	11.677163688651	14.7532864835401	-17.6640065836137	7.36272013799588	-19.5408791692628	-19.4438956101543	1.12004249353806	1.00416711184656	10.0864753436285	-22.440000888026	7.79680604914312	-6.01360056104816	-15.3075793584257	9.63329235478627	-0.412379113566497	2.27361766227563	3.38805561705317	-11.8668323465813	-6.53837590618692	3.2718474345007	1.33334623886565	5.83266586282047	9.53485960920358	-2.14628514159584	-2.09647699931403	0.550193675953326	7.83638802927961	-2.70296368062168	-3.80143678207318	-7.02037043830336	11.4792861187056	-12.6185166970808	-0.199859000926174	6.51832939104728	-9.24414661476447	-15.1825503456925	-4.4917234225847	-0.515002018473797	-19.2781525499987
"g5"	3.24361506257872	14.1664515457546	11.0652513976973	15.4081019203182	-5.15294268910545	1.05533468753082	-23.175116816447	8.93411639032185	-0.558030946069179	0.859182039566234	3.69885101870958	-0.636648741285537	22.422633680243	14.924813503148	-7.5840268479591	-17.2210426668519	-2.97236016842095	4.09894402455572	-1.58877124842035	-7.38000560014373	-10.6325694669023	-20.5847022410185	13.5702274663858	-8.80721792255253	5.25963639555062	3.38342995551458	-5.44132198484764	-1.07516656903698	12.0728369964654	9.73633061287811	-4.24821019786761	0.0737724829085846	27.1298776126033	-16.4289354021532	0.588493324285131	25.789860275854	5.32665497198622	12.2130120321612	-2.44285263897774	9.48463853566668	-14.5706372046528	13.4376663304047	8.54129411259097	-8.10262517330723	8.5307203517718	-2.87606528973109	1.78954820265733	6.79313328814631	-1.40513942306839	-3.412684104782	4.68039739993248	4.69859039983174	-11.0347300250928	-0.954503626462969	0.552660291621121	1.2545501426366	1.44836278982593	13.6387004807793	-13.3918160080731	1.16285947146325	7.23133489509306	14.2521792506818	11.9325800595191	-17.3506682474843	9.55522658768689	-11.5911565257494	-4.53650050960356	5.16280531061512	13.4380643595862	-6.76277906234223	9.97323903284529	5.04232946646382	3.85032823465111	-0.203985823199657	-0.087724582542304	23.5380360238215	8.47710403562822	3.61186383302047	-1.44996013395218	-12.9182022964655	11.5536669893779	11.94539656884	-4.16455764060243	9.44390804918272	3.92467559943981	-4.72346390236512	5.03580208579566	-12.3639419917414	10.8615443534766	-4.53387579629835	-5.41944370024476	13.4033028394534	-25.5230339460857	2.1368879139362	-4.07580206112203	4.65930987194195	12.1258664069631	1.03944507633158	-6.64965115083016	24.5673661606697	-6.01623460559225	-7.61891217017206
"g6"	-5.34419399960637	-8.5478072645895	-10.8500709551765	-7.42308826439782	4.96828218793137	11.547951358298	16.2588309492005	1.29472554279767	3.0368965491674	2.26888189820461	14.0931830823062	-13.7027713272022	12.8480299098795	-0.968107448153292	-8.65060361352172	6.59511563440344	22.0336831751645	27.3611184314189	11.0758488458419	12.5953857505291	-24.4037480149533	7.34017836471112	33.7581393510545	-2.3606273003905	-11.7721200313384	-1.52949176766648	-5.46467991496908	3.52747466778618	-6.73965046927751	-9.97348874264035	-21.1307273813576	-1.73803033316013	0.294800294428144	5.24657569692458	-17.1159465911131	4.28013117790227	6.70984206666683	2.14337775599259	-9.97544970566477	3.09480958725468	1.24869195957041	-9.65746172917598	2.37799374694795	-3.80860662516559	-1.41499817054166	-12.5801933502468	-4.84670908477968	4.32734178717695	-24.6459877881022	-2.16858845034835	12.8677010485145	-10.8801549973078	-8.3595546169885	-12.9605823016484	7.5144483125986	5.81311166409068	-10.4152921606041	7.31015868926511	-9.45087449195073	-4.27212912006053	-3.37588359452273	9.00500611205348	5.01332174780622	0.533929606484559	-21.0526767601222	-8.69199078018248	9.78393433468036	-4.12563463992095	-18.2965801143012	1.31736915609145	3.42443619815718	0.841252289792049	-7.93574583014544	8.58590572624748	6.61796314581631	-16.1263376154146	-0.949043695805277	-2.3323014962897	-15.8981198609543	-0.674160078350819	-30.9935861599078	-11.4815966008205	-7.46606535348688	5.59876941336419	5.01712735159543	-5.22657145313889	-10.1040864480142	3.66375084496925	-11.7867651052493	0.164296253368582	-6.08056888113162	-3.16328496300793	7.40162028138989	-6.21555349286591	6.57505112862356	6.66228217712942	-17.752548143812	1.63586467909771	2.13418304999883	1.32480254046017	2.52041993226169	3.59443478726508
"g7"	1.80608829698913	1.88567676643417	0.680722801790337	-11.4326468451409	12.8805628980093	4.84705966669503	12.1928481256519	-5.67121944767291	0.43850065109781	-5.69914253258137	-0.144124666203454	-1.98923827414301	10.1829249007177	-3.92246389694894	-4.94099418796021	1.28173584294484	4.28071400631671	-2.49195587729862	-1.20163388411249	-12.6619839669603	22.8880844385648	-9.45024676234149	5.62304075360572	-3.49741278052956	6.03652042653591	-11.1925764269957	21.0144177371063	4.2357618373899	-0.588070333265506	5.98223368281422	10.659186070037	-2.23901657814669	2.17304284047526	4.2113288580033	1.48600007533611	-24.9135087453961	-1.77226770204053	3.32181147859911	-10.4036190405438	3.03171233178713	-10.885059073898	13.8868110689828	2.95362324423442	4.10497936122088	-4.35069955000262	3.18965689185911	19.9774335576913	-14.569203984492	-6.02846179333006	8.34703531747859	6.90253125875766	-13.8275007961838	-6.13828482218631	-0.610598710366491	12.0402364954027	-10.2671024041171	-4.50484815143704	19.3462499981416	-2.01353966873662	5.02566800275894	-13.526400302127	6.15993018068211	-0.511786727137787	-3.60194270615392	-12.0939032698944	0.0254165039799741	-1.07888619239533	-6.39966655124249	-5.58005525954737	-14.0317292782799	14.7993771208619	18.0245046203351	-2.58692141634979	-3.38719080833912	-5.74355981241071	29.6207715314977	12.7186994902542	-1.87264874151127	-9.56744560816305	-22.4659269664954	6.22495015667402	6.60477138555827	12.2824382799328	8.06865304497669	7.37959493275932	2.84430795228301	2.19264155922458	-4.73825501614378	-13.8578991851288	-5.94457226210915	6.74409015641056	2.7760470991889	-2.9968484892799	-6.47483141611033	-7.35018964033234	-1.11044032971813	12.2527413265912	-12.9692965694716	8.71975701651681	7.2012385323158	1.66353628555653	-8.33545258413157
"g8"	-9.13896297800677	6.37441569957014	8.77463183597276	-5.46344455474001	5.42802773881283	0.117376941213491	17.2201286296381	0.703645213507521	3.33770375403589	-8.1772041733606	-4.81006708850119	0.852070401575825	-2.55650713421195	-14.5915683649295	6.20249459523471	-5.58371715130137	-21.2051084250138	10.676727561405	1.06848738664217	4.64223177588772	18.4885221536096	-1.54010341291521	8.89910636438301	-8.48593108004967	7.87104142130382	8.49835295329792	11.2067759575988	0.686801644892512	9.74619309087232	-9.15084396734262	-3.28015959418941	12.7648288372811	8.22548991588481	-2.59114171316331	5.99336134378576	11.0724985391615	14.9624491658751	5.27531938610558	16.8472290850907	-6.6516310115665	6.43559172707263	-0.247636887689835	3.822477212458	0.204502851620058	-2.96208806175084	-7.37345573796898	-0.664971041357109	-2.39764095741743	6.85193851901728	2.15957864832079	8.77101848164921	14.3922731357084	-12.608270602522	-9.83219474465703	8.38772387867744	-21.5158526703469	-12.5624167256566	-13.2271317488811	3.64353306854372	-12.8200532786721	12.4385989691454	6.49123013954878	-11.1316581293637	13.5851659633915	8.00086963708947	16.2391519172134	-13.5190818748421	1.50907196805509	14.3164698541775	-5.58488944597757	-16.6085462226562	-12.1458711702433	-6.62856085892999	6.09328727483433	-13.6884625088687	8.87643777781213	6.42145813856863	19.4395589261728	1.0745817885433	24.8347894581788	0.674886856446961	2.8100692061316	-0.148609888630573	-6.47662954753346	3.13573546544391	-21.5153798389041	-4.36592508887048	-17.0871029026873	-8.04446627944741	2.94014372217021	-12.0952365585517	8.82684031789901	-10.2129509648976	-12.3426466611228	-8.89421853728371	-3.46413885616128	2.69651518667004	4.31799093974819	-6.34399801623055	-17.0418379097035	-18.557374377705	5.43996486361758
"g9"	-1.25921385741694	2.65090709123693	3.54580699272186	10.9821789307949	6.76378350452369	7.79523246007232	11.6593241474346	-0.558469902560092	7.82192250235573	16.441081739591	6.705906369861	5.41626445923001	-13.5703048711649	-7.80545482109356	13.0754293895738	-2.81521362907382	1.24107600625817	-4.44827077828614	24.0973557775154	4.7741894271889	4.01668691642447	-14.0699267549414	6.91928168358144	16.4229387856166	-6.67727311981692	2.00630305834655	-2.25083353399675	-0.599548233062095	-0.199472071732756	19.0785701173543	8.42103713336006	6.31829867061786	-2.83129097141989	-9.39633519553541	13.5675304565299	0.203075171207399	-2.46582319913058	9.7438692764184	14.7932371893503	5.12060556734449	-4.9080792466101	-12.1472878353716	-9.89516491725051	-22.2501989539812	4.11319216114276	-0.776366051258523	-6.55886283041534	-4.18626346177985	5.09430250290437	-0.400934848770919	-7.73760968143883	6.19444570255434	10.8396032754489	-27.6634834705354	12.7028364619345	15.3475146801694	-21.3614727632394	16.8909325934591	-16.7343906182455	2.33114122565166	-7.62625704734098	-2.65297933942142	7.6274482742605	-0.0209420133714738	22.4294142799104	3.47633753537177	0.436115207225048	21.1382599499274	11.0202294089605	7.33155118119364	10.9563111177135	-1.09477973652594	23.7732497497334	-3.25270335311292	6.10130683760311	17.0466371276259	7.89139141365928	-0.0946483662431762	-5.95510521066111	5.55175812713135	2.9466435095899	1.6718528114611	12.9817744699768	-10.0344144169174	2.88897398743382	11.4687548551473	-4.1221513929713	3.49880539702539	-2.28701523032158	-2.31321044688854	4.09136209444688	4.87416661160315	13.7607797562501	-13.0600447526292	0.729982728185822	11.4083609709421	-0.902221394273448	-7.42428572094508	-3.28982177507007	-12.0123753871288	-8.82393202057283	-12.541687573314
"g10"	18.145807397849	-16.8277731034898	11.2632007181848	-8.79452792133082	4.38480279937354	-12.3628525713952	-0.489336750766538	18.5942633040907	3.88860432340089	-12.2522178443894	-5.78512746450828	4.18765725055347	-2.8380051316815	-16.8036215317599	19.4635227326817	-4.61383781402554	13.1901836120436	2.92974861526296	-1.25045738307996	-24.8314884112529	4.33716909135407	-15.0841974540227	0.916705819984784	0.827301241348579	-4.53887617501253	-0.757839214417705	-0.781035807179964	-11.7783322290555	4.90888597641541	2.47209647806387	20.2537212260431	-21.0565574845989	17.2929877633574	-11.3683786453091	4.05419469887183	-17.5315345847382	-17.3911144958347	-14.7723349658546	-11.58983254058	10.8249946612454	-17.4591718038755	3.4290555198805	-16.2316613190293	-9.82986913551146	-6.6503701034732	6.31547997995637	-2.876303649119	0.0315525147951345	8.10940851306422	14.3245103380373	-5.21049884173608	-15.8700113151027	-0.173716873163078	11.1554664795623	-1.70370250092539	-4.5527554587894	14.3612882540057	18.5241050610131	12.1487808465164	14.9153423993395	9.60274193989782	-10.6547822376996	-6.89232650626406	-2.12054764694837	2.34134678395207	2.29295906595161	3.0527088934419	-2.90690373170417	5.84700204448044	-17.2150683925066	11.1166861734162	-2.12926845187456	6.95407187140333	16.9026261766022	-7.11784482005652	23.5175825580481	-5.06958188863291	-18.4613669735491	-6.75149539323742	9.68532516018851	6.43544093100555	-5.43878486353559	8.91080618011729	-5.16341231647779	0.960232947518136	12.1892780240057	3.10606380471969	0.553934531233861	-12.2826839042226	-0.89203771920529	-4.64584846220255	-5.51877450607674	18.2802561988532	1.6719162810697	-11.6343495841606	7.13147491073287	-1.76003025017874	-3.5985339556239	-2.81493298652463	5.06081933163195	-16.2694802058787	10.4545601984395
