"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"
"g1"	2.34848390029952	-12.8263849547231	-10.0545966576797	18.0606526310116	-15.6619972176646	9.46226207912875	-11.2506216327379	-3.8154574844996	-4.76402393569885	-7.1428835759272	-4.42142925612714	-12.1525166106439	9.26609525408999	-15.9932475617667	3.46502344336901	0.659508800771641	7.65400896946951	7.10238785294963	13.0428293054343	-6.17508989839254	0.588847897047746	-1.49727494598904	23.8882590516349	-17.8433430339262	-6.41975899472447	16.6386085076949	-12.0510201005464	-3.18196787682012	14.091320701282	-0.143104917213736	0.1924918493501	13.9192298293835	-9.2222880649569	-8.19751665436001	12.7389939831122	-0.330440816548536	-2.3692657001317	-8.96058467653929	-5.8385391633484	-16.345716119964	-10.0096401637371	-4.37581643804362	-7.51322438541923	3.17545646247835	-6.62676640239776	15.4556778677349	3.58612188902017	-2.54086376085131	8.63798031301035	-21.4352387269394	-4.76398336052914	14.3914906793982	-3.62130958654762	-11.2773937418793	-8.06925158537994	-6.29491775344606	8.29224779700272	22.2574338779953	7.44977777881144	9.07393588791276	9.11242877006283	15.9339375009425	7.08872584819992	11.8148274112327	-20.7336572252995	-10.9647160989496	6.41212362834847	1.97587950934858	1.07488334543721	-6.23934077815389	-18.0279983201799	-10.3273455704438	9.45446443747464	-8.06133265873009	9.79048554978108	12.6358880083527	4.56699990935271	8.68489794299656	1.24500178678711	4.36531438171273	5.57206074050633	-8.49719588445718	-5.89968660610757	-0.309201405902656	8.08806103483141	11.0827992386117	-3.87321590920667	-9.92280983919422	-15.0085288337581	-11.7073368420029	-4.89340511074182	-14.0666591696342	-11.186166533398	-0.224611893862946	-11.0995372704701	-0.896231707725057	13.1846304102993	10.6316951301254	-10.0449493864992	-7.21393301914653	10.5741628245109	18.1376200736891	-4.31323174276285	-9.17472466664853	3.64342766069811	12.0619976813841
"g2"	0.880799865422087	-1.3260496783959	-12.3099021914048	-15.3407976991324	-13.927453674173	4.62060758204635	6.55776071666681	-19.5940678003341	18.6004768803485	-8.47988768538472	3.33029830949357	2.81538708875452	-6.4558704956337	4.08654809659335	8.04653955523088	18.8814569507056	3.85805700299553	-11.3079081602699	-11.7100983380264	-3.85457864836038	-14.0640116888707	0.706419864415741	11.754190069658	1.01499391612324	32.3598639063565	-4.86386164757464	1.80515763301663	1.04076488919309	2.20423974179222	-13.7574120963503	25.2206771502064	-19.4490157519143	8.31709810330444	0.295338475944426	-0.446491073191736	-11.6432717325434	16.3864497519873	2.99116596367644	14.4979442069563	-19.2875748776018	11.4661950186413	-22.5287394460856	7.72529507534317	5.1406157732303	8.02175837955242	-11.2855594359092	5.23018189034287	1.147171685793	-10.1496940264624	3.40216650786746	19.171764731604	0.199501879765765	-10.025575968773	-13.9341989293645	-2.68151806146494	17.9768567592662	-3.74994587436289	6.91073330691532	-2.96741659189684	-8.72225649056763	13.2200731234288	10.5452534185838	-0.307480293699027	21.5866818082243	-27.968724697285	-5.74563839430807	0.0795337405195837	-9.25838009889048	-10.397133451996	3.44486374781179	-15.6355835252095	-5.81786233033702	12.1023333638291	6.65337413306976	-2.28976389907075	7.61782551761913	14.2761046284048	-1.0750053068877	-9.09566946614713	-1.27524781512076	5.21843431704277	-22.0568667673682	8.92742820560869	-4.94051740044723	-15.7932006782008	-6.1308055183257	5.56427914009063	22.28739835342	15.1228455743143	17.4172351216725	6.4763690614879	-5.62406733908407	8.59936097566099	-3.21530419562523	-6.32581855805856	-2.95604232850572	-2.59904176039062	-7.12224090067082	-4.64085575152053	3.1332438962014	-1.02148825122288	3.09831717038654	-12.6910480918187	-10.8552406054397	5.09354618133473	-3.92400858650856
"g3"	-3.22761013148511	0.929916398145969	13.2293740607427	10.2855161737288	-9.36480870496755	15.2776271561196	-2.12093488739231	14.4579228028829	14.0687129617305	1.05200456533766	11.1471726457369	-10.8489005505627	0.818852254146312	0.921160230007887	6.11775191170166	11.245487225086	-11.0666436642312	-5.986778716598	16.1933340469861	5.66323852597158	-5.11798553575742	-3.46868209798444	1.54133545052643	-8.39747556094308	5.01429273621085	13.5865141475026	11.512158370358	6.52953532607593	-0.99926928195122	2.32276157509535	4.23276089720065	1.06875387531618	-3.40932279913555	-5.52032992155021	-3.08504928087389	-2.71512385363789	-7.15805125468717	17.0081091761175	-8.41671180605033	20.6374277555371	-10.4925561784219	11.0499617500043	4.69668336264544	-5.74026813353451	-5.83797023638196	-3.9986485954723	-3.71481126056072	10.9526595486629	-3.59775127602451	5.00590919560508	-8.27488887667738	-6.18555642811997	-0.053229577835231	-9.02129699928343	-16.0164483394018	15.8196199931489	-0.397963965425881	10.2849676799457	8.58435721467506	-5.1306129933854	-2.41773690408716	12.3195576177539	2.56922944559082	2.28581743618835	8.86002970816293	3.65560932238798	17.1518637731342	-0.739709859134837	-4.35568897321883	3.09589853388182	-12.4573871617157	3.11033924834358	-12.7898883375742	-1.16524790657548	-4.25031899111755	-4.45143737517154	0.886583538348725	-8.53515822217883	-7.5467701547574	0.367181746629921	-2.3871409934403	-0.427133044995449	-9.78826031124797	-10.1759603116864	-30.176225366727	-2.27312192647553	-7.73152519890228	10.4753080332294	2.96262779288538	13.057619288002	14.5411471265951	-5.40639853188409	19.3092163117426	-4.38518478209166	2.69257714344397	2.5978377606485	12.6095893159035	-9.75800977082818	0.865894141820094	24.3811935887801	0.117486201491767	3.90523095894159	8.06348016855786	14.1476870460362	10.0538397206563	12.7200747316938
"g4"	14.1744547595325	4.09727582653429	4.64377643972599	0.855821124074929	-10.8839380796005	-9.00716311423181	-19.2020574245272	-2.75335674178995	1.84521208754635	14.576598766696	10.332664227601	-8.34512943495434	-16.1093277262259	6.01283146628865	-16.3482041392523	6.28897152169317	3.03557456583241	3.18141679240052	11.3282717546327	4.83947070943564	7.33545932387794	-3.82027418906786	0.172772422260503	2.30122027636423	-9.30743045467379	6.68703236249793	5.04452256336877	-19.9923206623206	-5.10210640042414	-18.6077624811684	-25.3641009665997	-12.2841745735153	-0.0840849127125338	-4.75590631070234	2.57971342783928	-6.09910656355895	0.0564131462977503	7.55929341377189	2.27177639261405	6.01995119663182	-11.7837588171971	-6.98685974790656	-9.30787504887068	-9.8706543068777	-14.6201221614539	23.7815128282391	1.23225490717216	6.1489132998402	-13.0880470684788	-14.0556598016198	-7.06526598205904	-2.23651539476017	-9.82370764674189	-5.88903920018232	7.01658506717867	2.1432224950844	-0.694041529490395	5.78878520910786	-2.40098565840236	19.4836254722976	-5.34988529803757	14.2243780719465	0.288759873964159	19.9861618301487	-4.98134984729465	-10.6783828861882	2.28209806870548	-1.07450802752645	17.5415974257845	16.7421726271673	0.43923600917261	-0.969810575138216	-3.4064744550336	-5.50918155167123	17.1469898701045	4.50587639014131	-3.50911107315362	11.4061107771146	-0.674727479756123	-0.251512518582157	1.06520874004147	-10.4983843931692	-6.52347943486464	1.99761422815214	9.62541072133162	-13.681536220756	2.13280516540468	-3.21381323689279	10.0092047664175	-9.07769951794587	-0.754518012827967	-3.49993289175674	3.60572259337431	2.65810527139728	2.75652311158552	-12.9089144273255	10.3971165078953	-0.375951382183821	17.6975775106475	-12.4410202825264	2.04592771592774	4.81602393714194	2.35890142653767	-3.48099732347534	11.9242237075992	-18.7510728429006
"g5"	-9.68749541137369	-14.9636068059631	-10.9324122783853	-13.9698714805575	1.81440935854857	-12.9119474231366	12.6844900851044	4.23507134866103	0.716733824015892	0.673641032063706	3.04245125544843	-15.4877242977643	-18.5522192113328	15.9450471576413	0.661840296326081	4.40730357901615	-13.8466733411462	-5.21746349824673	13.6090864813798	-3.91180241839316	13.8016166584038	0.852790115906855	-0.446585765781474	-0.273184395843205	-3.52454289124091	4.84268072672641	-3.5972098028472	-4.27153192474405	-19.803729135339	5.76780289773237	-16.5197722984285	-2.97441299322261	-7.3636309673018	-13.6036030105659	-1.93082547890722	3.12758254425734	33.9778345824116	3.52783938617913	15.395808601594	9.17503878460158	4.80960732327463	-4.3291264313086	17.1765044105397	-0.0713534077425749	3.33207540206698	-7.23902587420407	-5.8905067800445	3.72948088228722	-2.08338243710129	-12.2630576717756	10.6163468565084	-6.86209941127034	-9.05056031998228	3.891725209589	-9.28435866076633	-2.12253231924938	-11.8566817644578	-1.38374813014072	11.497765074517	-0.100859545798163	-5.29763232568048	9.58426235479974	12.2822098765891	-8.13450426541871	-10.1682770904388	-3.86462189291344	7.79713025217353	16.6092467979617	5.92547312907964	-12.571900224381	8.40500326772979	-7.39733837197168	7.85049043768158	-17.5463580820107	14.9460104795727	6.69530630977694	28.1715175684052	-17.3552649901972	2.59458255277512	-2.34212919316126	-18.6565763241051	11.994077413616	-3.7080013090181	13.1696775090457	3.42638395460394	-5.54951364013566	11.4503732829412	13.2761002137596	-1.47742413569987	-10.477073828082	-1.28440550214288	8.28054591112604	-6.00613762140584	-5.35706298295386	-3.75404477041413	3.21238795916822	13.9889803506973	22.097859836612	3.01862856173474	2.89860608983544	-6.83764065471705	22.9984413538165	-24.9882859121326	-0.124828566334921	2.16315392390928	-7.1630872350716
"g6"	-10.2146706063636	3.53121323340247	-6.15885689478961	-1.1197149275962	-0.981349340380531	9.98168810550629	-10.7705338288433	-8.32941191455105	-3.03661335325423	-3.17413332486155	-18.5684774951369	10.5629070278971	-14.3074439685638	10.4125126286538	-2.94060164525464	7.53942360166903	11.6256530973087	2.56354063964261	-6.50854347004344	-1.09987174133725	12.7533013349519	0.502680943061482	11.4663933871874	-7.58625004537257	-12.3510023553128	3.51584928229631	8.60473304978772	3.94598962869274	-3.11359925561479	-19.1990316038118	-0.00870775567138669	2.62220516447817	-29.740230323015	-4.02961111048813	-11.9988866762972	-7.06352414225697	-3.39113807605176	-8.16805582281429	5.45733647323388	-14.3478410665427	9.1108453404117	4.2375859297805	9.50674923835312	-3.26741793390827	4.07866494903328	5.31532116754642	12.5901453126988	-14.7264051218033	15.1688519249802	1.87095531230758	4.53591945466	16.5339813563455	-4.37948790854852	11.1119340099663	1.22221841395079	36.7249543032543	-17.1331957230299	-12.9201599960728	7.00316450371505	12.9729924004146	21.7064912551289	-12.7809862356538	-0.438584253248852	-19.3955374991733	8.66709334950319	-7.31155233456433	-4.86852268011968	-14.5653190209878	7.04870337702973	-4.4292991360228	8.92077516004874	-6.73488934124015	-10.9192050741878	-3.98037897574136	-18.3817597641819	14.375441602546	6.0469277728591	-19.1569045345134	0.624390755732222	-23.8043267556294	-6.29182471717188	4.16881271716685	-0.132401754790484	26.7114716636335	31.5508189419451	-17.4925476321798	-4.15043655141723	3.54949416634503	-10.3951989649624	-2.49012372809076	-17.642327403013	-10.2462971624123	8.27064072938028	-16.5632436434275	8.64115169500517	-16.799044601628	-3.13429210004279	-0.816715642201495	-0.0239195747750037	14.3405662647255	-13.5769286863263	4.61134806052287	13.4103199490257	-7.37718662014533	13.8690520691649	7.34720858444929
"g7"	-4.31177861767271	-2.75012909812617	-6.705644788049	-0.595294942393545	1.00121387806692	-12.6265683973025	7.19467710251861	0.739123936304887	-6.98088073113928	10.2315723969782	-8.09442231080539	11.6477349689864	-0.389405936689797	13.0299889937376	-3.00029032528349	-7.29612528423212	-8.34087768663501	-21.7210129746036	-17.9935844035122	-8.2515102344176	-6.43664225217494	-2.6219510053638	10.4188540844043	14.5997819412202	-1.61909647392691	-3.05936944656997	4.74485979511107	7.03753971935968	24.9643647093157	0.00319536146478914	-1.8295522871117	-16.0947202012985	15.4374372456627	7.72859255246382	-1.4262244178911	-3.75539695805277	3.34969471739351	11.4516092721447	5.38325646544335	9.87942574960539	1.89810109994143	-8.53970036425371	12.4096115442409	18.5422960618859	2.20244827239092	4.38957325119561	-5.47417515083301	8.31511453223058	-25.4791435992458	-8.15503229646715	-11.3561708927083	-1.32180486787739	-7.23925570514604	20.585770840134	10.869511682342	0.0680102803162575	11.6594231279572	-11.8521894465079	-15.6419943556221	-13.9876266954129	3.19199446988701	-14.0106345741354	-16.8348225865194	-3.75298306581299	-0.540695591370989	8.91748308104583	-15.3840146527368	2.93906010455043	-11.1053233797766	-2.94017523580976	-1.30707829908601	9.18887288569454	-13.6405615297513	17.3704838377751	-1.46419102974897	-2.69920362749078	21.3401537242517	-0.878298838206431	-4.9658444480387	16.830952023344	-4.64224676348166	-6.02462769557128	18.9459072782423	-7.87814296968251	6.11913064175127	-3.72237088599684	-18.3738205658512	-7.20048751657773	2.24609127408036	8.55746925847839	-8.59899123989712	17.0670893630366	3.48390666795201	-20.0316277473219	-9.94442142882926	-18.6777602243195	-15.8013452969263	7.53726213212389	-21.5957743980475	5.84762959774813	11.1764920094098	-11.1051538679017	-8.65840861765726	4.0017528397515	-4.23671497517104	-15.9425945357285
"g8"	-5.19654727345117	-1.31024972602694	-0.272418201238217	7.39192996313584	18.462004835593	-8.40251654623748	3.05361312587015	11.5978424989417	-8.74533472367295	12.2398719381438	6.17777337063347	8.57605812036978	2.06987309748984	-18.0406928949616	6.81544286245589	1.61291422772932	2.56299074015158	2.09973370505283	-17.1852607612699	-3.96788554627365	-11.2974995653108	-15.9453910636679	-20.9913809748287	-1.54797498543709	-5.99473234439952	12.2821089121241	-0.0295410545280259	-2.54960678159649	-6.07645357269566	8.91926952847056	12.9530592024081	-7.2500016283067	11.8741230928397	3.34374982192953	-8.03630409230869	-6.30927504214504	-10.6969871818889	4.67280311463154	-12.7551861894015	-4.59035733786555	-14.1449097217851	12.0224796719902	-13.3663266473076	9.00960965375509	-6.28266747085148	1.36609296744759	-8.75974470076967	-3.44653699792806	-6.9866518358225	7.16968367761596	-10.0039942868677	-2.78513060120625	8.60603866796002	-0.260094573694919	1.51477994911529	7.50208893964765	9.81854659099867	5.59271777886874	8.68752308617095	-13.6993953817587	9.27517252071977	-3.90838730453176	-0.157607101527158	-2.03731448699869	7.09259333492975	-8.61578336521814	12.6218004698977	4.35625912457114	0.377815418668011	25.6103217202985	-10.6540547460956	0.417499396127805	0.549263839430211	12.6100687444435	7.6833633527092	-18.8982658935091	-7.42522528585536	14.1394133013604	3.06455865027557	-3.73414866129762	-10.0354172565092	-1.44142600980244	-3.40580351591416	-1.17763723160373	-2.76918279078494	-9.99527532731671	10.215019852101	6.90133850075598	13.7439082061487	0.702412282601313	12.3944301034401	-9.17117962849854	8.14588993000257	6.01997492044258	3.39384526595672	-4.64614266931012	15.6124262445056	-2.84115495858296	-8.50730777854449	11.1503827820129	9.73648536080169	-24.5611426592381	-5.53734044743998	-18.6585196073985	24.7405371248184	9.84978920592933
"g9"	9.55489324293683	-8.9357491501373	-5.70281030137851	5.39781573944088	-12.7162246139793	-7.61135366926378	9.25696841176949	5.2275838566533	14.1229491184364	5.2748887318206	-10.7444773882957	4.70322866021323	14.0620889850522	-7.94068581150364	0.187976570027763	1.62296654033467	-11.3849695501436	0.169155816809997	3.37433583089656	-13.5241390127259	14.9710757216556	12.9945814112393	-0.839107389688508	-2.75256582739483	-3.2139235911655	-0.0121499473439449	-1.12004289741543	3.29399299842616	9.96044529348012	-23.0509307790667	0.112621911034673	2.99959813881511	-9.09720144818823	5.20731021108529	-10.5657758035102	-11.26181664826	9.21482873873984	4.81539395966123	-13.7479457569988	-4.85896983949209	23.975385027925	9.77837431870114	-6.24956608316516	2.12298691967269	-8.18947660118894	-2.56871507139913	3.19519870311676	8.52609917749585	11.0999777315418	-1.32130296266273	-8.30227549516772	-0.57716321712766	1.73529332444242	14.6463128019182	16.2623234530999	-4.38338961899061	-0.934603207768507	-12.7950245009062	-0.710461798354108	-17.4962021385054	-4.40485918871201	-6.81136134473019	-5.14782255319095	-8.14942259236946	12.5470835614604	-0.394382283914726	8.62937818461433	-9.21950042378799	-7.26729776588717	-9.95152298787651	2.34854422352124	14.1287968616489	5.21897500505371	2.47851014369316	17.0262501899986	7.90485103077951	5.43445725491722	4.8369844726109	-7.75154324367862	-12.988153679757	-11.8099024239636	9.66445739441414	-12.7408733182625	9.50395532296551	-8.17321899564941	8.45538045291348	8.03373841817059	1.8786072538711	-17.1637980284459	7.65362394796481	6.93952273390888	5.49661648743057	-7.23792853646055	1.48019366813735	9.40138111736954	12.6906881260641	5.53329238593295	5.74930314551091	-2.29141791724566	0.104600863158904	-13.2730590646173	5.15297393855333	-3.30036785761018	37.8948427928043	-3.84993637792457	-16.3178207400208
"g10"	-7.85065664733112	-8.58415575411099	-13.1313192470473	5.23812721649518	7.05601552993783	6.75077955990217	7.59292322700214	-5.97133575909837	12.7407316453457	-4.2393772319588	-13.8058385545755	20.7661455379723	4.73163646441384	12.3999506285736	-4.39278600884942	8.53026941374373	-14.5911235852304	2.47624911693055	11.94268660732	-1.04087282813742	-2.68431638861923	1.76838634600397	-3.80035806282638	-0.343518341175557	-2.03032067396413	6.44802996745748	-7.5167894096152	3.84527252856982	2.15454763118838	8.60918254288511	6.46701954236676	-9.86823907100965	-8.00910282938836	-13.8162672162069	8.02189873124558	1.89360224658395	14.4369341887394	2.72186066721878	6.55393540219878	-3.91465954686481	-18.2442716775275	3.31528380485475	2.47754161897073	3.71466963623853	2.42173168754706	10.499145227397	5.61093925793552	0.358452547650747	5.1740584563979	1.46056836307304	15.5569978104904	33.4277360733562	-4.21404695521303	-2.06503332888205	-10.1102216545566	5.2458818948162	-10.3467193400146	-18.846491231672	-1.36386250687849	5.89470204884594	1.598418374169	-8.85091272139654	16.6333123497098	-3.66025890864257	-4.20250206081529	-21.4951654902216	-6.87847916847487	7.96684580799324	4.09972916133718	-5.53416800675285	-18.9379817097075	-9.67931629183477	-4.8792123039716	10.0147010088433	-13.5612499957868	-7.16835871995924	-2.01482072693749	12.3198489521359	-7.8432891983566	-5.29440020030438	-3.7281707998555	2.89997372851158	-0.268013442037879	-2.53091495000138	14.1841906395897	-2.86790519467453	2.62182530708631	12.3105818569927	-3.63751607102516	-8.5960412853947	2.40283201303009	3.21863061312977	6.80894268063657	9.70198115326554	-7.49344617142303	9.24187101829333	-9.18826830038397	-0.16406898141146	4.34428888853857	-5.08992218414026	12.4699351687552	-1.79013450509859	5.032985654981	-3.64208299617167	13.8426009153581	19.3995501343958
