"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"ctrl 52"	"ctrl 53"	"ctrl 54"	"ctrl 55"	"ctrl 56"	"ctrl 57"	"ctrl 58"	"ctrl 59"	"ctrl 60"	"ctrl 61"	"ctrl 62"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"	"case 52"	"case 53"	"case 54"	"case 55"	"case 56"	"case 57"	"case 58"	"case 59"	"case 60"	"case 61"	"case 62"
"g1"	9.27653743140391	0.859096913177617	-14.0896447844587	8.29911161769569	0.609573800568427	-4.35399742930947	-5.88675799375764	12.0628139552399	9.74868136074039	-3.84247610917364	1.06869666978407	18.7880769433553	2.32089623660289	-12.2235509781689	-4.83571583033729	-7.1726648196209	0.0951319997266672	-2.0530658902313	-14.448842485829	-6.44042003697057	-0.811799734656701	-1.29550990666814	3.05624088219399	-3.66056316449866	1.87042381405814	9.35513308387049	-7.50668646368051	-3.1874096075563	10.2183878397628	-6.65997459541658	-5.94107163359377	9.14430313702093	-2.08084051515351	4.10184154786013	-0.559944224366736	22.0617059935406	-13.1480516521376	13.9764149855054	12.527482596908	-11.2949365717097	-9.68644202096264	-10.7950240086109	-9.42932173547754	-5.39323576731091	-0.0744062199687495	13.8454762331135	-4.66072369479287	6.28313615067355	-10.6028077298466	9.88626201324945	8.34571133263442	-4.4718006428237	-4.01757676049479	-1.60945627976755	21.4398053637358	9.26583226873955	5.34871649185186	-0.152806733449919	2.01129398803967	11.6978300798533	-5.99126300549264	12.460986050476	0.796607520177435	-12.8285965458938	-10.6669654823092	-6.31726671532946	-7.79900293472506	-4.10147921751332	-0.693687896654275	17.5927396052362	7.93070647998253	2.66585575315887	22.1682997260047	-7.2105848511198	17.8656357414243	-20.8891651475442	-0.619837253251137	8.57514922380193	15.4190056615592	13.6986792485331	-8.58378373171987	-10.344234201775	-2.54485409460702	4.03402324215751	-5.8380304038265	-1.97844631028158	6.74157773748054	-10.4671190622991	-9.09868283404831	-15.8636454662482	0.422275785883219	-7.38293220388752	-4.14323030518731	5.76475490408105	10.7491601960384	5.0114060508989	1.15002674969205	-14.0649919610904	5.06411175566307	-8.92996400941411	5.49434072460246	12.1443643121413	-4.51858090028225	4.00575048510132	-4.7253172270753	-4.67276391605191	6.02796822705538	6.16194382362504	-6.65848813403796	-13.3339172834189	-11.1590227630609	-11.8692893699114	10.0203121685053	12.2087114241173	-5.14247256235042	2.41829630864695	-8.19668117384288	-12.7256074295732	-3.77348959924008	-23.6771458640656	0.608583154049767	-13.8411044530268	4.81821295874216	0.364255606783832
"g2"	11.3142429667955	-3.09751239555003	-8.15079205784339	-0.34141798896447	-6.86092856301141	1.115568719442	-8.61213978141705	8.20268863411277	6.47807144828288	10.7088469608496	2.60836041694438	6.07967057951555	-5.04142173251307	-0.13860006166907	1.75862751200976	0.000289070744284001	12.3259912861751	11.9125520222117	1.8565398272982	10.2735574635183	9.7014613606416	-18.9972936795209	11.5824216295238	-10.7711289824275	-9.46066623024547	13.427239425008	-10.0827062518736	-4.49191972496893	-6.33640956936979	14.3837061921589	9.92445019355678	11.2654752104491	8.06128665389945	-5.73806106528658	-9.00559876035466	7.03976433160135	-8.66120314485568	-8.91445216279577	4.33567648545324	-0.138473205907006	22.1784505974337	-2.66279307011376	1.01031266086935	3.99469078051571	12.1865271994338	3.23797397069057	8.24007948661399	-6.18254569056317	13.3993451179606	-8.04564272240916	0.765960620321439	-2.11925969996175	19.3713128336422	-0.637798068870769	-9.62132700422279	-3.58999463965687	-0.158481098019521	-12.7476820881677	6.20574246588028	-1.84517435430225	4.65754751507037	-7.80403693028974	2.78026545127369	9.92918731902144	-2.65503422454259	12.6463830291336	-8.27612966753279	0.634811700942774	-7.30397789086415	7.29630897209206	-2.7777085912365	10.6993173879884	-3.87118885447686	-1.85871970681724	-5.57862287311471	2.35194187391059	4.17940906071547	21.2005194421089	2.31293453563144	8.28428829951315	19.1631136064198	-16.0939524273936	-11.1507347976027	6.48456439108889	-1.36466331361479	5.34216585073962	8.1058626510576	-16.2558922218934	2.40470481994694	2.4008491453155	-5.37193306324693	-9.10260694578182	-13.3261814874311	6.61404383337663	13.1249617185372	7.6788788827993	9.98714653228862	3.99358449394258	1.11861916131071	13.2695357160218	-5.16582677247261	-0.295055144748588	10.4869011446699	4.84142541695906	-18.5009462022444	9.20127918961271	-10.6588399915281	10.53287998236	-4.7011366175384	12.214746216913	-8.17855106625392	7.08318640947986	-6.3816782387759	14.2252002379031	9.75103852869926	17.1521389116629	-6.8593440729747	12.1172949303546	-6.45321192057961	26.681628136298	7.33292132749156	-11.8435661889212	-26.0047146899746	12.4801320107498
"g3"	-7.6994519522661	-3.22083996282439	1.03760438157977	-0.293223590609502	-10.4376475242684	-4.97971461073314	11.0704100672534	12.6380177738491	-27.5081440211677	-1.10480627788154	-8.58450758578858	-8.96194550215942	-5.18094214673962	6.4250240286643	2.50756213995535	1.40811826122598	-9.79431337058038	26.9840211415105	-7.81342663492229	5.86674904477268	-4.21215011405358	7.39373895904316	-1.86593307680469	6.8761140146816	-10.0891023438204	-4.86008977533677	-12.9981672235792	7.00715419129096	-8.69523033247803	0.418131875275005	-12.4333338088646	-0.283158581516551	1.60708361945363	-15.2638856415101	-4.81343522368673	23.6177909385166	5.0514646437526	-2.09822701765434	-0.982690308784237	5.90219125359131	-0.893919693909957	-1.98489897835619	5.55068952722962	-14.949846515722	-17.833764953476	0.503561201009985	-18.3084302075027	-7.27121354585921	-2.52625076837712	6.57745964513785	9.05647518904241	15.1935789989682	0.432385617200954	5.51647173711538	-5.54090797400925	-33.7971415912243	1.53777937266862	2.65996581466377	14.3925666966598	2.22733546719541	-15.0169333528773	1.95856484710579	0.676603710206738	-5.68059178582714	-9.62094578846763	-16.0185348992476	-17.9858307062361	-14.0183320877727	-11.927742577512	11.0464594948222	8.96246116365361	0.961752695272246	10.4540520546131	13.4958229560426	-13.0794749685571	-13.9008620248063	-9.48374257961617	1.24037968753854	7.16821137966654	11.1009154063628	1.17520004137211	4.59948604843286	-12.4613401847483	9.15036573448515	-2.69368697374832	16.1191007315592	20.9628384220281	4.46725424891771	-5.52110266672064	12.1782717240341	16.9888683987153	3.01452292309518	-1.09187062454263	-6.08779623858577	-19.84293028669	-0.988639714793933	-4.98186002268727	-6.38861286663122	-9.96907877808886	-1.77069698900194	0.307983132432901	3.97951739308321	-1.89401108323921	-3.20874629878636	2.40846025191164	5.20553001236201	-25.5261825969398	0.988953615488653	7.18708921307151	18.6599341580291	4.56684193005658	-3.86918365375596	12.9517865018707	14.2861302579393	-4.95782632357487	0.521413643339143	-3.0720150560882	15.2512950024119	-13.2522502901313	-3.51504319714902	11.6850286062645	3.85458934094447	-5.15236978963672	17.2024230221482
"g4"	-8.04292163773205	-2.86071792385536	-8.25401291461476	3.24374178941319	8.69824151520602	-10.9081292046892	-25.6495576738829	10.7182384098256	-11.9714346418622	-9.20543794278313	4.65835180642638	12.4675238485636	-7.13491719622475	-5.05921179609613	5.76936310799991	-3.97532966925375	-18.1645810950377	5.97198820883378	-1.72142218496007	0.482409343670825	5.70625246204534	-0.31327714582135	-3.38461715368112	-12.3892605187066	4.82259963462009	7.0520494988591	-1.94817491377979	-11.3248710275925	-19.2236961975815	3.02551727157412	3.61374030893691	-4.33669529006822	16.4078980670991	12.6038981797309	-0.670064803256939	10.1990847061596	-3.02412362063946	-20.8596525493626	-6.95001239127361	13.8900318104544	8.93758470750016	9.85951449868986	-9.8940475344792	10.3622132064818	3.51781019685288	-5.08786766958438	-25.1598963536968	-2.8451698685795	-4.46638120266389	-1.87113614813391	3.66338647726016	-4.32695786645607	8.81888207365474	11.1300033740668	-9.99178074024587	-7.1332318292828	-8.99105514264154	1.70419295327709	-14.1288668645194	-0.132705654256126	-0.56393562719611	6.40153346415824	5.54568210605089	3.71880037217879	6.78175925784401	-13.8747330530497	1.39741856556062	-9.92274525979543	-3.13772454998982	13.8902991315025	7.3939515374616	-5.28810086398297	-0.0458547891674954	1.44683144562956	3.68305331732998	-17.4747891100428	5.25763978208708	8.92338337235212	-6.2517549439553	7.90165607608665	15.0797317960859	16.0344073435155	8.34561187845251	6.26337591915246	-7.57174294218918	-1.06253548078089	-9.91856405057814	19.1521245795309	3.75252857357619	-1.78620742028215	1.92536025231896	-12.1292922940542	5.81325961394046	6.94042153546141	5.84610812670395	1.44545603395289	-2.55114214518996	-5.80298696891457	14.8357250693649	12.2408556973531	-21.7167282854622	-1.07702471633148	11.4228282621352	8.65725921910495	0.366666428986668	2.70489649329896	4.17301714828487	-3.16924234298017	3.44966549132723	10.6544095180626	10.5989927835335	-13.46551599928	-1.49350391113036	-15.4864629544361	-9.55067256690471	-6.87467044976642	-32.9678552581489	7.59760463111967	1.00859688929512	-1.43343922760802	15.1784785597929	-13.0236705250539	1.97944613089344	-7.75437440788261
"g5"	-7.62365389513662	5.78826366856161	1.30506124128224	-10.0207260969907	-7.93166009591046	-5.99333157767293	-18.0658988717472	1.56904640260954	1.11232422234535	-7.87697410946304	4.9577581422314	12.4048346363993	11.0674229217722	-15.683251897926	4.03418233688999	14.48725457835	12.4988296672428	-1.31526717692172	1.75696196048774	2.18064483406264	-9.35492075397454	7.4277148146803	11.7709148837348	6.20702490464685	3.4329949104679	3.49299950518153	-11.200078434425	1.23704861353474	17.0137333516117	-8.04045115519442	0.016700164174638	9.60893501320094	-5.22020337486831	-4.50099589876744	1.71757349449266	0.895520395027801	7.34258840547637	1.97561210858944	-4.96661561949236	3.66774491723561	-12.5613676979366	-0.885659556357706	-11.363377885616	-1.00390769020567	6.26689519497504	-3.08227623146759	6.84083334807499	-1.91189603412217	0.489914899314068	-8.07152271847396	9.67098510021233	-0.948478025418915	0.171749538506745	4.51070370311229	-18.6772337624812	3.86341170547939	4.59330336161536	3.60027895840828	6.53348089527401	-1.2500170519185	-4.73497174804744	-2.62816154581722	0.0508751991682333	1.88259471600083	7.30555317066932	-2.54524613092404	-15.2358767955964	6.75923543385564	-1.11228371829124	-3.0031325648879	7.6574426226381	-13.8056947235845	-6.89737081007995	10.5045299319594	-6.75860830192175	9.95567745439512	3.0775311926719	-8.52691841759527	7.77289417888465	-7.45837450978407	4.07165115587603	6.18723837040888	-4.16865559011962	-7.17875207731602	-14.5928900393448	11.704868353089	12.2203780833991	-9.64186437977186	-0.676349312348174	-3.2552314746694	-4.11570024066988	-5.03490631412004	-2.94969980150331	-11.853124995914	-8.70055972186221	8.70070582748337	17.9473909078903	5.40448751352228	10.1264919932627	0.974470694789537	3.96657827562692	7.10831359031334	12.9058887731247	-3.3265803834722	9.42920083809917	0.36460923374808	12.3117775867163	-9.59463773252511	3.95760658897204	3.37172610034664	9.95337211575663	-2.44517918661505	9.86098996704853	12.5838365819403	10.7796094982161	-7.97163183473251	7.55854460935274	9.79225688517515	-3.05849007580192	-16.498665720892	0.568512189488713	-12.6633868517123	-13.4232960532866	13.6908644155531
"g6"	-0.518970321370907	3.77044942154293	-4.92759435917448	11.2154070747043	4.25109211143331	1.26362171119221	-12.0619583869546	17.9118657880928	4.23297112299031	11.3986386477137	2.03510895746793	8.29507534196395	8.72450569333657	-10.656108722386	17.3347078389515	14.9291604087287	8.11699575598472	5.13428649466721	6.65762740452313	-0.125134269675829	15.9685213053734	-10.5873104104338	13.7869728569062	5.84279548021948	11.5580355618002	-0.526233250962656	-9.46636302347079	14.6659111038751	-9.58856797330703	0.0071226020188215	3.06194639017613	-14.9073980581863	3.5253511326512	-3.51188807336012	3.8864276297757	3.49574646384012	-6.55561350031456	-6.14312346379929	4.81657943374281	5.24100423879502	8.87226509116298	2.9068683521139	-1.09348055870702	-1.48921495474943	-8.0247217493918	6.20755567272008	0.262328709956635	4.99598026229156	4.33750958779168	7.38353493957336	-6.09892776766449	8.64287677929956	-0.835206312091046	4.18252403184333	4.7655525322998	-1.82632736153583	3.65261666846433	-5.06888447781521	0.218712686435478	-4.73634785916257	-7.4457767700787	8.3578836894872	-1.29845834589982	-4.43013718134664	0.0419682578086264	1.43640262983912	3.66371582746542	-7.42773201647876	-1.47899241090378	-2.14101210758008	-2.18087085126891	-15.8213292886808	6.42873824200062	11.3451412599798	-12.3417994133487	-9.62748415384712	9.41751125194127	-12.9327929991546	-8.53325983822189	0.354943777674875	4.62623535516458	-14.4019886987735	0.801878543935964	-5.73711401351599	-27.2338158845651	0.332421692921903	-0.9853388670611	2.8373722811853	-10.4864360124515	-16.4626613062432	-19.7259829411371	7.11723105883494	7.36556846419337	-16.9402315660534	-17.1661964248185	-3.80411022880428	-15.2253276137867	-3.02032014185128	-2.40215020463275	-5.12303593599742	4.49168994578436	1.96923026386205	2.30734335186701	0.675666438060123	-4.46811957334821	2.91614722800865	-6.31347568210822	4.69800079867004	2.59396762273005	-7.86039435311942	-8.6650170417405	-3.09806963636809	-11.2837145143508	-10.7780962339458	5.09770564416458	-5.18343901228618	11.7155149926723	-7.34722740510053	-2.39478760293866	4.39281519584187	-2.95005795149242	-0.107744008012268	2.2519275607312	7.15174281684436
"g7"	-3.98787168405321	10.7571732377457	16.3755208928284	15.8401078977474	0.0675669201550311	-1.34048048282776	-0.730147124321991	17.9184583477073	-3.46107984535558	2.5428746447956	10.379940223005	-17.6954212136701	11.207893459851	-11.7259244033211	-0.374614500456756	8.70262842599619	-10.7296888900099	-7.18114898239233	0.227559728260595	-5.0343975557057	3.21887106172907	-7.66753867067309	22.7169455076759	0.9116092054861	-7.90099011655848	4.33641036227334	-2.98609938567343	-7.34496611128367	9.77159345714891	-15.1364144940347	2.79257195199815	-22.1887221103938	-3.64531492108059	-1.39011315950124	-2.06420722287687	-5.48240792846048	3.62452015669695	-7.12694659638016	6.00922933361327	3.5431905530852	-1.54271821934429	1.97555995216642	11.2213732842292	-4.37513848517543	-19.6352800265425	7.13121099015581	-1.41222255094657	18.6619697510312	2.66297311381139	-2.20656808919795	25.3888898703646	-10.4449366913302	13.4932031653789	6.47370458978305	7.93408780180533	-16.1981166231316	-5.03371353440657	1.20788704918627	-12.9489820307569	3.48907323192414	2.48050324099702	-4.45532656429843	-1.30196941673704	-14.6903985221059	-0.483214920452319	-13.3503527278448	-2.82981890904837	-3.42649341898802	-9.98149239519038	13.904094299313	-8.38273827992819	8.55458641297423	13.8332323505717	0.661665334244233	-6.76113659637573	17.6337806694841	18.4003144191625	18.5504886097024	3.74637622818472	-5.97292603183548	-10.9055097426498	-1.2346183215761	24.1617495160781	2.51255693035204	11.3471259913498	7.31107533527041	2.13678092797818	0.982190283659637	-6.11061715905531	3.78030557600468	8.90688254011552	-9.79984848895677	-11.1265385217385	-9.45654306650419	21.0720089145919	-5.66549867972561	-2.65055511420558	-8.01646664801972	6.95656194117959	11.9479149727399	9.98139451977015	1.1705603188631	9.73872728561226	-5.65389077983249	-1.50018046919777	0.771560996244789	11.1948217426323	0.321148712756742	-8.28444608995955	-4.24611754070335	17.9298714196768	-11.7418890979559	1.12031885512255	-2.76557396039194	4.80997728573226	-9.94537920337271	3.06082344267331	-20.2235400594526	12.2702785695502	4.19884541426273	8.98402163676113	-5.36051865947339	-3.81107222015685	-14.233763738115
"g8"	0.556798225165034	-2.58810015671536	-3.36774802096081	4.3738163339144	3.33643736578034	6.07542173849182	-8.41082361672868	15.6693832248019	10.7599130564562	3.79347258960223	-6.8398745638449	-5.65000025229103	-13.6350826299375	1.75279400834101	-0.53223437208888	-3.97991658818982	3.47095016866284	7.05144011014336	-1.24418815457387	0.216201741121087	1.7379515811185	11.4782551558319	4.98867262143002	12.6768928799589	-7.57992786967787	-23.9485829961822	-9.68128655840217	9.40711497158335	-1.07139671579576	12.6039321607886	0.329070593144071	-2.46593089512324	-12.6858004780659	6.64579110801874	-1.18078584904185	6.46861254532789	0.180011323603086	-9.96016279638694	14.4124841476914	-8.84113590645369	-2.45569823023911	-6.14077954089957	-2.51768968968868	-6.92131381253574	-9.37192566930964	-7.93061615509101	-11.9563048008822	-7.99287297662382	5.70726486181816	2.91698113643077	0.710316742512248	-12.7328761783826	-1.41279406230144	15.7173030024935	-7.07763444628471	3.20020442232988	-6.25468253143859	2.42276799107103	11.6814277278467	2.44307555452774	-14.0390357347899	-2.7748756994075	-17.4032195137247	12.1007466071579	9.1314523894573	-4.47381410062947	-11.0924685832859	-14.0214903961264	6.39721948847378	1.00107741329039	2.01812338527548	11.1012741793956	0.692760797294644	11.1369156996577	18.6849065990541	8.28110352301433	-5.45237299888337	-2.48450814180391	4.72759030371604	11.9690928659741	-6.11963980043565	9.14539920139515	-14.1276618016577	-33.3880626109325	11.518001683364	13.5618995982047	-17.0688966913058	13.9474446524694	-11.0190895952695	3.84144264191995	9.88720699655396	10.5583417393593	-2.89965711418686	-13.8503974212657	-3.61320198667878	2.11715100299988	-16.1157622020968	9.04933557874859	-0.285108811112157	2.62984851664842	-9.22971932459396	9.79958766223105	1.0584612628405	-16.9547943031159	8.54360396531564	-8.25856542077653	-12.941066278905	-10.1591627831001	12.7247559168543	5.54694293035883	9.81598853279643	2.60449437993648	-8.06008544258169	-4.17454428488497	0.239278056496334	-6.51620252253301	-0.11382122264226	5.29222058033742	-18.8045426405642	1.58879972679895	-5.03798224290469	0.0650422809964709	2.62522658401756	-16.9168310944176
"g9"	-7.61704016740988	8.61996222482512	5.80527901401953	0.544463084144257	-28.5174623633387	6.56510241406273	-4.62422808228436	3.70618345680024	5.82074067204123	7.67893798851199	-7.50708660209681	-3.33038156076048	-0.769670345843343	5.72894420116079	4.48170293658439	4.75293957354016	-12.4906613162517	5.56711659397961	10.0145912056679	0.782956425855979	-7.75717297736547	-13.551024987646	1.02646849557313	-2.52650090936855	-4.08854398341111	-32.9686834234516	-3.64730250950624	-7.32957738503305	-8.50216589139714	-2.98950945822169	-7.07892489870552	-21.6350562465723	-9.73012837429369	-3.19869128746651	-12.9515706655916	16.6984346340503	-11.4833544182192	-1.09515102147419	-7.91431064575329	2.15357132564932	7.0404297111612	15.3607877586671	13.1307412558533	-7.92455485990369	11.6870460254807	1.27516541905651	10.5707816291212	-7.16113036302091	-10.2239963844447	-18.0969673774063	-3.36226661779216	9.08206970420121	-4.48092729268217	-10.5261834473579	-1.71029251194036	4.11943913739627	-18.0142768698072	-21.8185804922282	5.067851148248	-2.33089746900747	5.22908629701482	-11.8501523993462	-4.47340932629678	-5.77665213274988	12.3711458537282	10.3753495025086	5.32278850973816	6.42743079208725	8.73941132059547	9.76913519419686	-13.2184372749912	1.91034967172561	-13.9618147264281	10.5239872683082	3.30815438840121	-14.0451279166273	-8.26209447671709	1.53173261404493	24.5494719882436	-4.66282685689213	-4.14697753102175	10.9494532336268	-1.88411794516264	15.6998282036679	3.12881483729766	-5.90643049520542	-25.207923575741	23.8239615309856	2.61895294161971	-5.66761219245724	-9.74039084918592	-6.38115885117831	-3.80696328415019	1.30370288368353	-5.00533716619342	6.44623810075745	1.01577480834352	-10.6650799857683	16.2326353375456	11.6195575747261	8.1002097682343	-6.05193265768663	3.98338375778712	-11.1039585878003	-0.0281380480261845	-5.94715152542514	-11.3318675120522	5.38948770398657	-14.2414273936818	3.32835179225725	13.158853746905	12.4438464968581	-27.1512542650933	-7.22832520119642	15.2845493017059	5.00212907343578	-6.87733543024829	7.34391624234039	-21.3646210191948	-14.143831917188	5.30725367417064	0.159516669864336	6.01519298347084	-1.41635893679639
"g10"	-7.92841124232211	-16.1633511387856	-17.4253584577661	10.1512360030231	3.16323186599936	-7.6116642266647	5.93118952025146	-2.05904646602516	19.4462271475352	2.39889608451378	-9.49407130771893	8.88552274529489	0.0434570343469334	14.8378910216758	-1.59223396070385	-11.9310092993374	-10.5684510190022	-8.07849108318367	-2.5155811381487	9.39726836835469	-22.5472276251884	11.7493662176281	5.41689059543845	-31.8511860500591	-6.38515495384419	-12.984486226737	-16.0957619195795	-8.36710629784097	-8.62009494923272	-6.10138491686951	-1.66112376005536	2.42098005843508	-4.11159294875706	-0.247860469399248	-0.268032256928501	17.4012858597576	3.11693322250828	-12.617083139716	6.15676051211396	9.70980420305306	-10.3140193533469	-2.29400157438646	10.5230581904538	0.721950463215345	-7.35211966835207	6.40883435373278	15.3644747933483	16.1377389467918	-5.65575727480664	8.63827269224655	-7.81513118326701	22.4566166393493	17.8536013397858	-5.5323197280212	-11.6665430389115	1.24084986429029	-24.373948461404	-2.89269036184976	-5.46078290052517	2.16426851635912	-5.44102767925112	16.5028105489155	0.0154076463512414	-4.45405165883673	3.51890189652648	14.7538185964284	0.895418582494187	-3.72746804455261	-2.40134989438687	0.832175091471281	15.6503344893551	6.29384493774997	-36.6018598972623	15.3597234212392	4.84936473282934	12.6342022732215	1.20667714034794	8.86034686981358	-4.68304189419904	4.97569876697402	-11.3713012001855	7.86705938873785	-3.94085587836717	-11.647258884408	10.5634374428575	2.48333984266458	15.2768050512237	1.69128738402697	-0.706300233801328	25.1726511242862	-15.8906720443024	-7.58202649096924	-10.7622672189917	-2.53402524047488	-18.5930606126615	14.1510364345538	11.53072646955	-2.39021923106267	-11.2116426029341	-4.76531456386837	8.38090101606428	3.35917914391799	-1.06048447900962	-8.77710465146654	-18.9984607387723	11.9630773782502	-6.20939688954486	8.97745393654172	-4.46018694568615	-6.48553736060274	2.35481192325284	-18.1512101003077	2.31141203340994	9.4513930761669	-5.51566310028756	-17.3876055028596	-6.27414700973769	-6.25868873860986	-12.6470579087119	-8.73570525986639	-6.17613224625644	-4.76076814278767	-11.6802002656766	-5.64426229907615
