"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"
"g1"	-5.65254371102212	3.046184432013	5.42305390876314	-26.7171749600717	-14.5653628994296	-3.51080190984662	1.80749424426546	4.90026727083118	-4.39319640120485	-0.85633042148154	4.96460341180913	-14.2614065442509	-3.25772826158298	-0.102070657445553	-7.20635462416192	-6.249837293736	-3.78819815067169	-2.04217105475073	7.68085416890018	12.709455128956	11.7972698362452	13.6464689407978	3.60050514153192	-13.1436225783283	-0.980994390015406	-13.3247776940742	4.09024248011894	21.5025816720977	8.64592541340135	-12.5184063680333	-6.38710491164786	22.9960636255822	4.11721544929967	8.32481279939181	0.168879167983363	20.8844777674396	3.16241256724726	-0.534907707755731	-11.8972008580578	16.2762209916753	16.5372261484943	-25.2233020808911	-14.0193868397622	17.4969376962963	-2.4035482842726	-7.46412304708561	-11.4741185585295	-3.67099164710026	6.07384034470679	-9.20379971090818	2.30044787862283	1.28128469127028	-12.3976539651086	3.43950028173977	0.805360039786723	5.45886193180098	1.06926049057512	-6.07604331992761	2.82101731229977	6.47608915007339	3.10576059667078	7.28157942214081	-4.8188664053179	-5.26396385610115
"g2"	22.9160195901207	-11.5231400099355	15.749581116282	11.7582466080895	-5.33311893964256	-11.8136909878674	5.42822039681356	-0.147649929642858	-1.51615608806946	-8.98533061432554	-6.14505237480202	-2.34170637372912	6.79763345810339	-8.58507812351284	-2.80194881555757	-4.20523587934201	-0.237603056411934	0.747625357661145	-15.4228647073651	2.1302996295454	7.34839099210561	10.0990048588133	3.75923193203725	7.52220782183577	8.64905456621185	-9.30605304206016	13.8419025843289	7.1217518105246	-14.0395609224199	-7.44456430941526	-9.03309622341965	-6.58929475275919	0.751580573613757	1.82297961288688	0.856199574228422	6.3106866700476	-7.13707252721551	4.10360959171455	10.8375940493729	-6.45666477878315	-1.18940827763906	5.5393377186318	16.5153955754074	-7.6033753154426	3.4113164605688	1.2339180837618	9.69645683246268	-7.82543033125672	-20.6541672114677	2.35323405675016	8.99194740138953	2.30655392389952	-16.4544789346279	-1.99173868824474	-1.67467637022538	4.50709677898202	-18.6914542728169	10.8470625647839	13.4301707914317	6.55100258542712	6.4498063932082	-11.8163341400797	-10.18442991187	-10.350961990921
"g3"	8.88986414550202	-7.35709465624758	0.540116700341187	2.12096017256141	0.688208555689036	1.6681390917082	2.91574283044917	-6.44110153541058	-1.2753319871146	-7.02367116903286	8.3163704211001	3.33849975708084	-4.76144767147172	-3.75634173771299	-10.5793166703799	-4.40255612925209	9.82661905958451	-4.40142611059374	1.06853701161724	3.17347148827372	9.04608225031178	7.88764688857024	-2.54582723134359	-0.352898977669124	-1.39887628559244	5.03435420237295	0.278558639665441	-13.2288275207602	-14.5179526484991	18.384167921044	6.84306982336901	4.18565027533006	-12.3440749127245	-1.8091395400364	-4.87388503632744	2.48770831798963	-17.5976918420851	0.878024501453295	10.0787812942203	-7.50674111001211	-14.6730931669623	13.7884158842563	2.46400925159811	4.04881883613214	2.10945169154833	-9.12612075393128	11.3700803271218	6.64609105435902	-3.99794042273565	-5.58140585498652	1.74801776121855	-11.578546552911	8.21601769110591	-1.46025806725235	3.70482832345677	-12.4886147166386	-3.70386912209372	-9.70679175642614	-24.0939945671133	3.0668580792823	-6.59706989381093	-5.05657722511209	-8.69096893267882	-0.304848358434337
"g4"	4.8643184062733	-15.603461497118	14.4222565797831	-2.34160590990175	-10.7005405234765	6.6591330201071	-0.249859708416244	-9.25724832699008	2.01589377070504	-1.25893292133497	15.528433808655	-10.7499609573244	-7.30414143236901	-3.04600405291507	19.5308234027987	-1.94800862945887	-1.51056956792193	10.9216183285833	6.85207104895864	15.9796166204078	2.68968115625741	-11.5011481901083	-6.29186524012535	-9.04449146146624	-18.8896187822234	7.41446433948019	-23.6504832046901	-6.88012767507183	-7.81996150539267	-7.45156132237916	5.1437990333914	14.0134385197863	10.1783081810751	-2.08590885577738	-2.05605867690588	8.58430636586327	-8.30466237436361	-0.139159595416644	-2.25597898198482	-4.01575483311954	-5.59826231533993	25.1579283656205	-0.739205955268523	-2.40204169872824	-10.9663854106423	2.61249291102477	-4.05971967783907	-9.99026770267527	-11.0412966248457	2.72985084296371	-2.6925237131801	10.3471310772633	-9.63017690976427	16.4330966107799	0.142776914609189	9.05614984659357	-0.0592581406898811	-5.95358891716306	-10.2850637379027	2.09345892554725	-8.94979989365465	-12.552936699546	-1.57829639166786	6.31989305632697
"g5"	-4.14171557475464	5.50137129339779	-3.99215338309727	6.42781982210678	-12.878713011025	-4.15353139013816	9.25599845993861	-16.4272962546301	-2.71164734623811	2.88648429346333	-1.99314168258341	-3.74135339390109	-1.63574169975849	-0.107031895471014	-5.42609943988356	-4.75944020051612	-3.86311267705811	7.22112053999659	-3.48155561180448	0.266818999333924	22.7889827964766	7.33396441806683	-24.9899960504429	-34.6830995805804	6.47677863027857	7.65888205995307	15.8173162113218	-2.28073693107262	9.21613789137725	7.72885574002174	-20.0003845177293	11.6935940134647	-18.3608869630436	0.450346188742156	23.7527260515661	-6.91169754440319	-1.67917957879757	4.37560620001643	-8.6631324380218	-1.06081178079205	7.0526632187736	2.69842337440258	9.53491541814444	-12.856680046062	8.10726209139766	-9.57787986978335	-9.6284148759022	-9.36484475287179	5.17750766801367	-0.126739746906618	8.09497109738952	0.968969848274076	-17.3410784416737	-6.28591487405987	3.8455692388394	-6.3055883735915	5.85515866821682	0.371410614572002	-9.82255870453837	-12.8990031512125	-0.83777373086657	1.37900029840049	4.27636156019332	-8.72423274835339
"g6"	-14.4426766710152	8.40428001029257	-14.3873200470136	-6.90066810269241	15.1184391160248	7.5208824553889	6.604910646193	3.77070922248911	6.76350731181811	4.13591979633496	-0.44869799747358	-10.7242662539828	0.474153593955835	4.21604930595457	6.45784925844379	0.636804603267599	19.405561210726	4.85089931858418	-0.872220536162064	-6.0953714807835	14.180917417934	1.98319014916822	-2.97335563196504	-19.5312399429405	-15.727188603875	4.56195721461057	16.9574760998968	2.30464101937247	12.6319412758583	-1.20693757009337	16.0737205758869	-20.0566535576298	8.60190286434983	-9.6007340576183	17.8729818232663	4.34485962480485	-3.8990710581254	-7.5827887287286	-20.2662494580276	-4.1460671512395	1.42205259001442	2.64350865453387	11.273743260021	-9.24293267996401	-2.28875204309676	5.42955986940795	2.40582568623751	30.5326365242953	10.6913147466637	-2.10498409723321	-2.6910893307761	-1.88171069359375	1.93289773701337	-4.57720338320726	-12.4110541241807	-4.78308713401621	-6.09188175812109	11.2451803993284	2.89873080606164	-5.19417938023219	-31.1754518628985	18.3955315113968	16.3655979885434	8.07823214656179
"g7"	-4.37996521190724	-7.39121368093005	-3.56726680871992	7.07315210163498	10.7966422989546	12.3600791872285	0.193512379872218	-6.73124645430208	-9.41021528222653	6.29190022005042	-2.00341735291437	6.67485775837739	-1.70943965062533	11.3018278159157	-10.1541635203528	-4.85533610732015	4.36663896926366	11.7732651647575	0.95290958460572	7.08444718092948	7.53001881118547	-1.17001778900061	-6.07457757195045	0.768774218252401	-6.2332551368205	-9.6315857714964	3.16085050498249	-4.40251642731954	1.32999432928431	0.516369324894249	-23.393809023464	-3.53680119154092	2.21909879377683	12.0787759762282	-0.833608922136446	-12.5410684789296	-9.86520781580056	6.65860664006054	10.7247766475549	8.06525342672126	1.27747023988128	2.77668443758822	11.5558794782825	-6.14060291921641	5.81190573983074	6.54730360781459	14.0150659346413	-1.46788896159107	-0.930573834964236	-0.185107014558512	-11.6134273958933	-13.8306234533026	1.51169355866318	-2.88295949246298	8.095165262245	8.56554391155683	4.16586918737309	13.6087098695877	5.84233315470827	-10.8383922082167	-6.21498743005596	-20.2972662347845	17.2508706021214	-0.814984197620747
"g8"	-3.56479230555331	8.7783651653246	-10.4143424174122	-3.99665745346041	-14.6168529829586	10.5549701326886	-9.14887477339661	14.9423503718842	-12.4385345966793	-7.03109638806467	3.29762028300852	1.26266333804212	4.10570968568025	-8.44975090586517	-1.75741137103905	-1.18558729474618	1.73100037906761	8.13565176351955	3.16176701326475	-2.3991903806748	1.30154810515386	4.02283613120646	-2.11344916753438	-0.358901112645311	-4.1290244356591	11.3340220593407	-8.79036675054696	1.57372942653512	20.5767497509931	21.7395219422098	-16.3702357932555	4.31462859819347	-11.7882508055286	11.9621337165283	-10.4271645030374	-12.8653527255072	0.637423725944186	-11.8338370401925	-10.9301542409861	2.28268286728681	18.4419281185335	-25.6619530847474	-3.23396206144847	-13.3858691094323	8.62534745504698	-25.2482275128134	8.08512087534448	-7.51155616244841	1.69287281720788	13.336254751706	6.33247209292904	2.41721276592022	14.6202024356508	6.95493975263252	-14.552812536668	7.4423189071809	-6.19498708721343	-3.59999966164496	-2.90082180601699	1.37159999085046	-10.4824593692554	7.10223390829804	-14.3253807423159	-5.13213521466067
"g9"	3.06108814779733	6.05991349648027	-2.44230277234643	-41.5306398684089	-6.71121895268365	-13.8099077334579	5.4558699979382	-7.46168181052608	-14.7666993674661	-8.51377407198667	-15.1427585560955	-0.86976384888024	-0.754142997526992	10.6129152923183	-2.82438196226067	1.54669090024783	-1.67001682681208	-4.08588584361028	-6.63699612526073	-16.5558401653744	-8.94638570917669	-2.65279697681614	2.46386974349735	-31.0275466655167	-4.08751056896849	-19.7964516782053	-5.05702294689608	-4.02541262090095	-28.4566068481234	-3.86483855826853	5.85816167626497	2.98363493433513	-18.0045371693296	-9.89245559958975	13.7099108784794	-20.3011826571322	-10.5328668440377	2.44765026328593	-8.62939660504786	-8.76620324753882	0.977477409910437	4.73774366479675	-8.17376247832935	3.06736162100759	5.03747453319711	0.813572258595837	5.01366660681624	5.45745401271066	-18.5693880778509	-6.61905458789415	2.03450540753413	10.3232195399577	-18.3542161597326	-6.9221748911463	4.80421081725558	-3.57168491664619	-2.03717262059132	9.24945594897012	9.00232512210668	-6.17371179078147	7.93841114276976	-11.3467100686947	12.0395592246232	-14.8772828940309
"g10"	-8.64847139363609	2.61342823237941	6.85708801892125	3.24778914975894	-7.33574348112015	-3.05413646168772	6.64091700136139	-1.66214116967187	7.55944148225794	-7.64965079449154	0.0120126268418199	1.25500564203112	8.31640744484788	-4.14905024548441	-4.24903634687954	-3.30901808421899	3.14535563163494	-13.7663386601221	13.1205507956914	0.989760729404859	3.24186182372002	9.30248082974691	16.4758400372182	-2.01115483286644	-15.249928109633	7.68160112959779	-4.16176055639348	12.8879934160486	5.86243659673505	-8.52874284933638	-9.54817989280024	2.50560953438539	-5.3838443776176	-23.9219290149158	13.7030737474552	-6.23399856009999	3.65499077736746	-12.7184321655635	16.4000576501515	1.72751239483205	-7.37232512368554	-0.612050094808481	-3.74048672229769	-5.33146661439945	5.08363505180787	2.60567606836757	-16.8859378784837	1.86862089563481	-0.666997740059435	-7.70074415240425	3.41899608851934	-20.9241218888142	-3.56074077461613	-3.7962837497108	8.63767755538869	-11.9872233069992	-14.3297205460676	-12.0723796249393	-16.249488810537	-1.36100215169549	7.73277511038399	5.51866718674714	0.419358083462283	-3.74314164200459
