"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"
"g1"	2.01696345075435	6.44581219853665	3.74550200350831	8.79483816553569	0.7202260502584	-12.152489490852	4.60813243458642	5.80622966843562	5.37650738149995	-4.08708669455533	-9.44734197482873	-14.7051821149919	11.4326650115268	1.7873586151642	7.43786817609114	-15.2519800428209	24.6740968425367	10.344264868228	1.34652531684966	-3.66376674209271	-24.7057963078661	-1.31218408787989	-17.0025864373264	1.46180875390383	-8.12859334687567	10.1304349310228	0.829306890255291	2.2144416240995	17.0941578233556	-4.04663661901036	-9.22484736989624	1.18872586235317	10.9511700880887	-8.18832208022151	-4.44130185476161	3.08301432516329	-9.70983017387609	-2.62712879875043	-16.7784806190425	-0.657356275556933	13.658248055868	2.18058959453165	-10.5174057676479	-1.91553795469973	16.1243542086828	4.98151946580231	-27.875372692516	2.46697317094937	1.59902697560774	5.27859760265398	5.01422454198328	11.9260247234799
"g2"	-6.87055643565525	-5.71809210516012	9.42947787439306	12.5839706091015	3.56967804993535	-19.5626759803987	9.35890883900715	-9.75329622856818	11.2042421644687	-10.2363957876969	-2.7578377401399	2.28602228787541	16.5965403110814	1.14142744449007	9.27719748684892	-8.08509077607752	9.96819865369278	5.85737103538297	7.25621003305943	-2.10115989808423	-4.20570020211626	-17.8720556402063	11.0319508788451	14.7726986759755	7.80387125099362	16.5453844898036	5.25202612929603	12.9335385930098	37.2861600416185	3.31616765616916	-11.7265729853403	-4.76116448512811	2.89583775340249	0.21548153716308	0.179173262932471	-0.2101363763214	-26.1139587715504	12.7676429467768	-16.0057317870801	12.7243526575372	13.3411830648011	5.54326806978153	4.41455448918243	0.210819353312066	4.79276426686128	-1.92267543331928	4.13210277606429	2.9199514388082	-5.31836167826103	2.70917069388826	5.67030486717994	-1.61848543801172
"g3"	15.0702280195668	7.52715378069382	8.61454389245206	3.33733163698975	-8.32599153202169	19.4835479683408	4.80690573946087	-10.5574226056792	5.14476940359223	-2.08999123238122	-10.4917137334185	-11.8781990520764	-3.20115176608356	-21.5400655034986	1.43855185779318	5.88180382282115	-4.64347728608748	15.8331727422401	-5.15413507299572	2.51930245611053	14.2725806064741	-9.27342572140644	-1.03021527145539	7.82528312393715	-11.1544186192289	7.1102201424093	-9.08896193910577	4.96369989466911	-11.1020360560834	-8.71324715577128	-14.1572627456772	26.1782425868897	-9.7129904747245	-13.5042101438457	5.53766407156757	7.61445229387382	25.6957814957936	12.1522866227385	-0.42789910677058	18.3758077244458	-6.08537216020157	22.6999095385086	4.83618543554234	6.98256787475391	0.600013078714983	-7.78155190979444	2.19996332198002	0.230523226009487	-5.95927478328338	-6.00661079084451	-1.33513834867744	8.25436931114637
"g4"	7.41245983345245	5.25869421520491	-3.71556637752788	13.2560466934389	-5.61168869728482	-3.20974984724668	2.59257105941466	-4.74433971781072	0.468442774414297	3.70168170954648	0.539086197027994	-4.98141998480867	-1.75150921667293	8.08930841221662	-10.2727347671792	-3.21059738902927	-7.35169070031526	3.8609500060357	-2.77448806817387	-11.647065169102	-1.70686592402561	0.777966223058571	-3.05445134977305	15.3628397874324	8.58035894723305	-0.00976933240227351	5.1834535301215	-19.2831471634999	-12.1476690152493	3.94064923861651	-3.29975470607584	-5.13966283470602	5.27343762499349	-12.3035877187989	3.12427634792168	9.9786871298652	-9.3743145804046	1.66359026321909	-7.96826921655105	7.46240996191156	2.7353152058531	-8.60830174211035	-4.24664381524017	18.8439221605725	-5.4428604871746	-10.7295589244161	-4.50277899309976	-9.36304208147959	-10.3635146065141	3.30755385473344	4.07111802004809	1.05274122291067
"g5"	-0.934388043980938	-7.84933899741059	11.7915648356445	-8.85587248718898	-13.1045531161778	-1.36076319031582	-15.2356882346031	-20.506876022178	5.16573276063939	6.67942001119594	2.03725224059099	5.4767867527351	-10.9801823091507	-16.3914623101907	-10.3813750559665	-1.83666261172989	-0.671934885892698	-7.57981892470626	-11.9881086690422	7.30132812534751	6.22260889448384	8.78927104482849	5.65727242551268	3.94656057804069	5.68046726542715	16.7066671010779	3.64492275397437	-9.54929394778755	-12.4709955460113	9.0715896131838	25.0698220009238	-6.95700784425612	-4.08361441753891	-3.22449504071636	3.82700649437952	11.9233968450363	-20.6088885354845	-8.83763341330638	5.9204550247717	0.0641220057567616	1.07949161264633	-22.6309827305144	-7.23612313133363	9.89746862056348	-12.8970441458974	8.10853316391543	-0.345467474388003	-11.3904959813208	15.0181184353148	-2.01473378566568	-8.92300106460919	-3.11977601360355
"g6"	-12.9614432140132	-1.25646053781191	6.11135585361934	-16.721995776632	-15.5885147616125	-10.6679819728185	11.8548133969409	15.3978814463896	-11.9546152452188	-16.6889417347441	3.12258956553817	9.87454510571751	-5.03689680808692	12.8122661651747	8.46204873466596	-2.10748752889564	-1.7792010891112	7.49016556624598	-7.34065350455969	1.85076667826345	-2.86327704696598	-20.1381515356205	7.49352401213195	14.8181659273811	4.91911241299817	13.3138393776035	1.46401743993663	-9.85873972333133	-12.1700278861089	0.623032394719388	8.5985679033537	1.44224671767743	-0.278140309705177	-13.6277911032196	13.3420889202216	14.5537775310944	0.730702800424725	-2.54705767167193	13.3106866993304	7.48269360514264	1.61015963994315	-0.132319735668347	3.87298100716685	-14.4915933331167	1.78029845156684	8.6474625212887	-17.7303819799596	-6.34954332072853	26.3529410715951	8.62448548519312	7.27317711887813	-0.684389473626568
"g7"	11.5649017091819	-8.08311239311526	-7.13758133084826	14.4832701249462	4.06282808288107	10.3668219378179	-10.8007318764053	4.20568066775455	12.2690793110683	-8.41643510683987	-4.97235026953765	8.89187197342498	-7.78719447997337	3.87835268415998	-0.859039528590251	-1.22487818480276	1.32088621607565	-6.78396201853521	-11.3678144143289	-12.7767004161384	4.1674178495168	-6.98442130978417	9.79194119662861	-10.8395376384863	-0.0311065405193319	3.63011132381885	-13.767661853548	-9.84134908278111	-2.0781422781776	4.65166555929199	-10.2701642115425	-12.8049798682808	15.2521375259626	-21.1173714219263	1.99002846108617	-2.97710406720293	10.8768352222559	-16.0426099692921	0.271908175659783	-0.734763651629081	-1.28397422655261	-17.3172652519425	-7.81835749693837	0.0162636120030005	-13.5445895087661	-10.0605054772582	-18.2594006687201	-7.95603875807719	-1.50434344002786	5.90832097357496	-0.205895539422104	-7.21279539648812
"g8"	0.654720283494332	1.55872667929762	-4.01645751468909	4.43888196428154	5.50259409383625	-3.24670997880815	-11.2016920789216	1.59237589926889	-0.296071420844103	12.7063643497392	1.99421488761719	-7.54396022404005	2.77750246242696	9.06621709271458	-1.87727493666457	-13.7574728341279	-0.352802486535055	-14.4537586955433	1.32079332244909	4.26934475762216	-14.0581475293305	-20.8297693531129	-0.805941825405857	12.3321779668814	7.43267546727989	20.9597821453465	-2.25898856075069	3.44868605222989	4.32704330057589	-11.6448658818695	1.47834062655235	-6.9326924452006	-1.62615710221581	2.57110387979613	10.6052772164272	5.88299813740761	1.42117061967691	-7.42606057216381	-4.42545398643259	2.04763411817266	9.27223697014185	23.8015151934359	-0.934170825663054	15.8253708310991	4.02763201831871	-19.907820889434	-3.65218573641095	4.07755994622705	-0.505250943172352	-1.22735975656378	-15.8643237034911	-6.72620824570099
"g9"	-6.60504204982108	-10.6074168606058	7.51333860647239	16.9192319880502	-18.9325106952606	9.13993633900384	14.9171022283196	7.69692363715333	-3.41171529793775	7.70338121647778	4.73974604823427	5.02612198589643	-9.84319917260309	-2.98825331243177	1.57025706001486	13.860143690143	-8.25477241667863	12.0925709605961	1.83861029894279	-2.38947476732009	-5.67231516228862	4.59476479813043	-1.06175217054185	8.46067477884287	-18.8385967231957	1.96464370934246	-14.6034651994311	-6.06074102832824	6.85354950893352	-1.33717338464788	-0.810636635619369	-4.50424941382543	-15.8088073040484	-8.07711654459446	13.9101405182037	2.80383879116075	-11.9453389292177	-24.9268895851765	-11.9090684838277	18.1227826090084	-8.63981317814812	12.7395605827211	7.32515241257043	2.23652826984026	-2.52659169545129	-11.8061343261443	13.4138460814579	10.6784398500954	-1.98667363821807	-4.88171180556478	3.8497739428584	2.96369263073628
"g10"	14.5762297810961	-2.46931185793849	-13.4680666753205	18.5719749603131	5.60749207773678	-19.0484210029206	9.24149143165164	-14.7080238743518	-19.6272919047828	-6.34271356697301	-3.88554023517818	10.4237651164656	-6.26211575393921	3.86719648925579	-3.46067162949492	-4.78481221082098	7.67600591462744	-11.8573197568861	-7.15265553108521	-10.9257858627643	17.4404315723474	6.2232806462397	-3.41484226452901	11.7398737682302	-5.82938790310573	-0.325905158748259	0.512811057644146	-5.18441651731738	-8.00796294139191	-11.9121946992811	4.53372370304735	-9.63553420627999	-1.48293254827637	13.9867673615546	-4.52159377754642	-13.1682658446759	8.89966288955139	-10.1227093360505	-8.09362432114178	-1.83920639979305	12.1913308278707	4.92310742927805	-13.2210216548787	-5.66597658306908	-5.65612533633583	22.2774176447344	-9.06951932904775	-1.50830576670436	7.24833722789329	0.762537491211505	15.5886925758635	8.81166179930601
