"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"ctrl 24"	"ctrl 25"	"ctrl 26"	"ctrl 27"	"ctrl 28"	"ctrl 29"	"ctrl 30"	"ctrl 31"	"ctrl 32"	"ctrl 33"	"ctrl 34"	"ctrl 35"	"ctrl 36"	"ctrl 37"	"ctrl 38"	"ctrl 39"	"ctrl 40"	"ctrl 41"	"ctrl 42"	"ctrl 43"	"ctrl 44"	"ctrl 45"	"ctrl 46"	"ctrl 47"	"ctrl 48"	"ctrl 49"	"ctrl 50"	"ctrl 51"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"	"case 24"	"case 25"	"case 26"	"case 27"	"case 28"	"case 29"	"case 30"	"case 31"	"case 32"	"case 33"	"case 34"	"case 35"	"case 36"	"case 37"	"case 38"	"case 39"	"case 40"	"case 41"	"case 42"	"case 43"	"case 44"	"case 45"	"case 46"	"case 47"	"case 48"	"case 49"	"case 50"	"case 51"
"g1"	-8.86843396274236	-7.87286033741955	4.80401837831411	0.586571627045733	9.3270058225521	-10.4615286599661	22.3644687322562	6.05640012418807	11.8778697542123	26.4889216049506	-4.14953275148473	2.27414765580471	-5.55346802072412	-15.1439992155853	3.20717851856317	14.3592995246979	-0.98270783911396	-9.61379697391448	8.69192109562653	-6.87772413126592	-11.0456508825457	9.36200136227673	0.417081406923399	-18.9416961802168	6.44031376051269	20.9903020334811	-18.9650129009091	4.81979939768143	16.3624852532107	-5.86838654255856	1.17188645475667	-1.09455628661864	-2.48778488343606	-0.216821118165216	17.9553100789532	-2.08139227643534	9.88382220590506	9.79173017217553	8.69094762099346	-2.40039613142608	13.1927464108569	5.05392641668523	-14.9524294386379	3.32098365955597	1.21454693902012	18.3211648861863	-21.6759236581905	8.80620439731241	-6.16758134446814	5.69134844451706	17.8120434362259	-2.6408958704694	10.8257318782535	1.79427179698819	6.4085670714941	1.03256376824479	17.7514815558557	17.8197900918762	-24.9662924647313	-2.56982876458719	-6.16042813178192	-14.6549765800918	-3.06364037230212	6.65589927375014	-4.75912894373083	-0.852710562004522	3.00270285461492	1.71419408586979	1.27687243690228	-1.29204893695264	9.195710849795	16.7912749631995	-0.781647054800679	-12.0118180197632	11.9196335931285	-11.7632550478725	13.9393494643944	-7.32984673907085	9.81467819866507	-5.08247031918602	18.7077501412226	2.87876805317075	4.65353352818373	13.6549723305877	4.07572161760119	-18.9767021034275	7.99575686765286	-17.1792873843516	-15.5332247266574	12.6177445942605	11.870360400274	24.1940166526931	-2.14744444055956	-7.92366537708124	2.73842041339372	-1.89579853240896	29.7983292307139	-10.8657448776726	-3.37536994252906	18.1098175501949	9.79695355594033	-5.21107428286662
"g2"	-14.3174883802667	6.10941958911154	-10.9961479545562	-3.09378108621365	2.7321800085912	-0.900565577712019	7.7695771180939	-3.36432139780649	17.9921689078463	-14.0295884121767	-24.3861508799476	4.17613264182138	8.36648145146136	-1.93300705647995	-0.696630380511322	0.421724313072932	-3.56564963034927	-9.8717034372239	-7.36143293366475	0.58264320395743	-0.147419021919203	6.25212706101337	-8.06513984140684	13.8664013063123	-8.38733321472231	-12.7030306609184	5.4597326122986	-9.44592770701474	2.43278687530239	-2.42170425215157	1.05110267498233	1.16889293366379	18.1655779691376	-5.08133862490723	-1.69934355142721	5.22299107842261	9.90137795828015	-23.0709129535982	-16.3474225331173	4.81107814704591	24.2755417683932	-7.12708805778794	-7.27195100381442	8.93756169972522	-19.1637371513611	20.9456520097364	9.73849584518178	11.6573474063311	-4.87417061934098	9.2329849356167	-9.26061318319617	4.75199955446132	11.9838539449293	-6.68452493424017	14.2775692690301	7.35530395810438	-27.8382897867306	19.5262471217089	11.5209945334934	-6.7467002011497	15.7602767049317	-8.00015938952357	19.418887260348	4.9748829636035	0.0430554681905287	-8.86922457738939	5.11708099826028	-8.88850088927226	2.84304365746154	-10.081810383863	-1.26245381140326	-4.77089554892849	15.7619615084119	-9.57006038850963	-11.7378587205322	-5.05069087358072	1.70401799759681	-5.38133964246285	11.577781497669	-14.6963346656621	-10.7116723993418	7.58109450466866	-14.0993400198568	-2.97097011634691	15.2963459541441	4.06964279763153	-5.09820887949575	2.15454710741255	-12.6604065646911	-2.80387916166868	-19.58093151955	0.756230059479099	4.05199126953297	22.1046807783472	-3.90839007114677	-0.278570978676237	-13.8620134350383	-5.45988494263733	-0.537200369212104	11.2801484072398	-12.1828817035484	-10.4824249069151
"g3"	3.84232865594206	-0.075038582357945	-2.3731132941194	12.0301525561263	0.190334980677523	-0.872578210236549	8.99934802724729	-9.02387691714552	-7.67916971350299	-22.972914208944	6.73318800917631	7.02142965417694	-0.856299386290762	-2.55195185601986	-0.431375942793693	-15.4674800526234	-2.90826169709898	-12.0700698906814	6.34070494052371	-7.89544418234886	-11.4333791560627	-28.2582406941594	-6.89467393377659	-3.96005269495551	11.0183017714185	-16.4474998145767	6.61517387730612	0.207128291185533	-5.21651663989427	1.68616916486918	-17.587001703159	0.968447028375693	16.8906385773186	-7.08396697184095	-11.716103696093	-1.55630572160987	-0.783382960948374	2.60480341198995	12.8671912460085	-11.6455073082954	-9.77649761480815	-3.26317138698671	2.57270708301673	-8.84115095175786	-15.3320225229108	1.1973623188402	0.0227526419692794	7.60216615806187	-2.15618912535367	-8.21489508227931	-3.38749787619807	7.47430973448047	-1.79569175359066	11.1102535523171	8.28662273282415	5.94743136897208	-0.128231027271892	-1.45132090155041	-8.86757695377262	-8.41209724265656	-4.00068704687485	14.9948753528653	5.72536941113976	0.736405200124342	-0.224634718250519	-3.91630400139338	6.03022279156264	2.29764417849611	1.73360821891292	15.8863962282791	-7.82857543559638	-18.1742976750524	-11.0601403540929	8.16569706546747	-6.96954539541981	-1.89106290827411	0.412620743849046	-1.8556196890747	5.96905644326103	0.0350182870409986	-8.84755397259362	2.56204672042322	-0.888202255407747	-9.91448117647875	-13.9053350102605	-1.00169905737957	9.1259681706491	27.8111454462675	14.7943001662126	-5.62284144823684	21.1485209447866	-1.87280414898243	5.52417221890762	-1.03465722071548	14.1873634356177	-13.2038469098631	7.56939804761637	13.3281940780379	-2.62542989312781	8.87584455633866	-10.9746025998736	-1.83235014998534
"g4"	7.92211164273404	7.55125391649488	5.54800072463773	-16.8888174191462	10.2311996522788	-5.4274698709828	25.5143396017416	18.5502514772516	13.7184148412114	1.1408430057602	6.61689050653226	-2.19952587895235	5.84403106596731	-20.9528303121732	-26.4440540179746	-11.5340774864477	16.6224840190811	18.5435482501545	9.96799940484889	3.54933901273295	7.15759820263271	14.5682752864726	7.10797515933749	0.338679331452932	-5.75593027459976	-9.97772553558683	2.24977671372513	-15.0790231116598	14.9355331079578	-10.5296442390751	-0.258090622290962	4.35309608308554	-5.1231296527748	-10.3980766718045	3.9953628073755	8.78605389998062	-0.84733484710183	-14.065502872955	-5.26746258124609	10.7396229256021	1.23712160138166	15.1209258334711	-3.91395644325419	-16.2436808772246	10.4850995040039	-4.81098527950231	11.5954041269349	5.46511249626817	-3.89315266457466	5.36405766124305	-4.07052163456648	0.407659081179953	7.83745054836805	-6.50027544807305	-0.30009041989901	1.8895455646748	-4.18634767933873	4.37816913425757	11.7342580352948	16.1107684971185	-4.44778601632516	-1.2845182333879	27.0108662270243	-8.0920914384329	3.01365972572912	-4.68104187680372	-12.0932356440048	-10.4172092725723	3.55964068559948	-4.54766437908689	-1.30912823977282	-0.642402279372147	3.28677000188152	4.07206460878043	3.88773004771702	-4.68846498454349	-17.8351942779939	20.0910931961886	18.8944294531401	12.737846975342	-21.5127391342349	-0.387126011375633	8.29563157853262	4.50807029664075	-4.52913488833316	4.7249679862034	13.0385615332359	-15.3464962945207	5.13304298169043	2.30861674155743	3.86159693339769	-0.301922644781536	7.98829846469938	1.15633926151105	-7.06564166482479	-6.53656272865943	20.4059872016472	-0.969259103644822	4.27734498861108	-10.100808780451	11.6727666965141	5.15802731012593
"g5"	-3.83530924481586	5.9076299527582	-16.9356387192741	-16.3129021667062	-3.96847137943037	-1.64116043086337	0.636004761919888	21.0078888960102	9.01656267662539	10.1156994198098	-1.95021309049581	-4.90105714376473	-1.72497621698029	3.7606524543023	-2.07687305748328	8.39542664646195	-3.82294949481069	12.2618137060522	4.2426063550123	-2.88377431692759	8.1415228342294	-2.28817623563309	-1.42720189503284	2.36264867882558	-7.4374760809504	-10.8465868921087	5.79544938532273	-10.0919661316741	-4.89124039102578	-0.39070819571163	-1.1221187694625	-13.3821170325753	1.19512659929941	2.5356395912576	-0.271878193333928	16.7887210408148	-19.5601345513035	10.3279044975037	-1.32855921726267	-4.72008236002399	12.3198475836986	7.59909634691898	-20.2729326653654	-8.52356523731401	-13.0898671899538	6.058645148605	-7.07442343055451	-2.35068368761871	0.554791819653606	-11.9274642637279	8.68193930249065	-3.41514409393839	5.89677980930493	-18.6229977451718	11.6658610255302	-10.6761037403185	-12.1475886949106	-0.422368676527399	1.90043529964258	5.40960581435595	13.6571239571963	1.08778511773974	2.56381164295549	-7.43935319272846	-2.28915904634189	0.564082995947868	12.0531282248616	2.70101621837933	-0.287945847202037	7.74430083145657	10.6134119889318	-22.2268798380835	-9.12935152348478	17.7434100808721	0.168822596104487	0.962836793857466	-9.95999215556797	-0.779754931150909	-0.146439857598901	1.14220879240031	3.46255629079535	-16.0331404020349	5.84740222422484	11.2888718431067	-24.8342573442478	-0.65891815186012	-6.04458511307597	-13.5987787714639	14.4189244306346	0.513120618710729	3.6840645193576	-8.1946081221372	-19.4320536428303	7.67819763535075	1.04221398588725	20.5657148586517	8.77038070114359	12.9995537055272	15.5253812258841	-4.18221457205748	13.8484428982185	-6.57833814786808
"g6"	-7.17735703476234	-8.03615743599253	4.43845434085733	-26.8449709044789	7.41262058256198	5.62504613203725	-21.6179829539194	-6.48696646545456	-17.6453338477647	23.6151841516435	-6.39382039607904	0.385003411079322	2.40545408714504	-6.93549352992065	5.21082672821264	-5.73389546060181	-1.51608783781555	-21.058698307161	-4.17961953617969	-30.9645997091835	-8.02078360491856	-4.0636471117233	3.38436274583695	-7.01706426939611	-4.55987427900646	-4.9540956858967	15.3139769264179	1.55458266805318	14.7867544927716	-2.83590736802735	3.36349688963194	-11.5573911164093	-0.774589275120754	5.25299429077008	-1.63811703784359	4.44803551088742	8.46519213377322	12.6327517582362	-1.12478254655803	-0.48792459856298	-5.8258496347224	6.13739655588469	-12.3022366594593	13.8436965730009	-8.70236177647311	3.55257923197234	2.11892920757159	-4.91854394817228	-7.29261998506695	-8.61690662818359	-0.616558969876045	6.72632863053826	16.9913731616314	2.86739205218042	7.97140411474216	-7.88705399029089	12.3146547661381	5.77310083923195	8.9057882300114	1.42441186817483	0.569588415749759	-16.4009940968656	3.70734448413888	-4.30606720709784	8.67979804153984	6.96548006487998	-2.0403785388092	11.1225702802538	15.5941650998072	4.81428678475724	-2.34216937242494	1.12928382089583	-9.33843036689174	-14.6921249986938	7.53085916704127	-0.972652958634906	-11.2769211648883	3.45130617967741	-2.24929725392608	11.5280731850609	2.33161852155652	14.2799972724328	-2.6106751635903	-11.7019724998927	2.52075764541205	-9.63122790800697	-9.45251533474743	4.84247359880361	5.03442006889179	-4.31787916618376	-7.28093259944434	10.8361678084264	-1.79953198379362	0.866549142782566	11.1249436914021	-0.934766782308505	3.45561399615391	-13.2409136558408	9.43163146694764	-2.87892017997686	2.84706968537448	9.57400342071214
"g7"	-18.4894271246989	-4.25883905332698	-7.77429320930074	11.6210729000611	-1.79763890157946	-16.9494294406909	11.8468388409679	0.634785747583768	1.80624486362015	-0.776104283905554	-1.74108615479148	6.82222183961599	7.53702221101114	2.76071551105186	1.35639664949338	-6.73313130477989	-17.0162992851153	-2.56393344272121	9.63002910308044	-14.8792329113164	-4.02934037036284	18.1706468862481	11.3808992365602	9.34481472377753	-10.2528574084286	2.39042069820717	-0.38360811997473	2.17691756099757	1.66722440718296	-10.8738442254143	-8.61441299241283	1.20098705915251	18.5056830114427	-18.3027790173928	10.6933763733347	0.461013158404867	-6.7881840641697	-20.2072985020823	22.3341199522508	-2.67003043139008	-0.934730917933615	-21.6131528215345	-26.1373576234296	1.60035703088763	0.659580320554066	-3.67098281007452	-22.066474827879	-14.6570124682831	-5.71527179361603	-5.39019216923704	-3.22964951783246	-2.51681841395974	-10.3034511424773	-0.497563243572642	3.85799723391086	-8.61033698263548	20.454990874404	7.91251234244085	-6.57999845476733	0.632238226713352	14.5772320081116	-4.47675156396485	6.3540262521876	12.0552842683056	-2.71815119150373	1.04846147808341	4.65337761164026	-12.2778896333155	-5.76444142525989	-11.3540686659704	0.769222271022635	0.504123655288177	-10.5915204103229	-0.881338403322696	1.22116197050719	9.63997582345259	5.99472123197066	-14.9251906287941	6.1724522877818	-16.7655227847864	13.4909084280873	11.7788157510731	3.07126596556707	-7.43326648145367	6.25442755827649	-8.36828992691476	-5.620683020982	-1.75367552581589	16.4066062935026	-2.57295315922073	3.85055047793334	-10.4655927644089	-6.95520339583616	-15.1079637038093	10.7898500122639	-18.4150317885811	7.21570656364991	-0.822479656759032	3.57753791970475	8.60056290064546	-4.15266963460556	-5.96413243050367
"g8"	18.8854341793097	-4.61771894205694	-3.20059923817046	-8.14435080140725	8.00299223621633	0.574711972415814	-7.22991448787799	7.81753480804974	-6.41320107761636	2.22876613049244	-10.9808537994715	-5.33935600904942	-10.8003097314696	11.3872982535125	-4.91551538608729	4.15188384178277	19.7821437633626	4.13285248886096	2.09391481875475	0.24732734302507	20.2389307862066	-3.14314797789337	-10.6412782432762	-2.99894181896708	12.8105330980068	-1.22693914500342	0.248317328165353	-11.7519450372838	10.2892854817185	6.31302328767853	-3.3409857680574	9.89262395445774	-10.0006931747068	-7.3677426661862	-7.05452688046504	-1.73341363849358	-8.8704456710256	16.4047275578283	-9.67840893579559	-0.424387530672938	20.9798891236859	-0.295195445751102	-6.0626261713679	-1.00066931264554	3.84673285315729	-8.27136954125704	2.85056507965563	8.64666077903628	-3.95594355759257	-0.251943308747235	8.64431511619108	8.77703812417886	4.90857987477933	5.63745054623325	3.842731168922	-10.4262091079938	7.50148250217776	9.6449622198801	7.29183089328817	-10.4155168703183	-0.993462942903136	-8.62160072655158	-11.1515453984674	-20.3104713317376	-5.4475187966966	0.859072077435713	-0.581329966481905	-8.2697491706432	3.47978784832712	12.7108719266973	8.12305311262854	-3.19937979515035	8.44540562682537	-0.667729311056129	-7.5794765762098	14.2614739087709	-20.0474016556209	6.93319380586189	-7.2339850168577	5.99652683160318	2.46978011054355	-1.63565455885624	1.94621860509797	11.918787209726	6.64616673606677	-14.5832982174736	5.9571716621655	-4.11795793461897	3.293545534397	-12.7342702857159	-9.15596346512843	0.810375367600164	9.59200462161972	-4.17074636131971	19.9402487957653	-3.19846766244264	0.812119182148051	6.61110588906337	11.4643943496865	3.62721288813271	14.4580325978007	-16.7185678892647
"g9"	-6.61753229612723	2.19943032672158	-10.45259344386	-8.55988470068051	1.77891412918386	1.72621200047026	-13.351831468824	-7.33940430860419	12.817524808956	1.72862114737718	1.1878860892121	-9.17868947582262	8.43382046629989	7.58175788468751	10.7976225017298	-13.5011670020404	8.18436238850136	-4.26677220470539	12.8778558543063	2.55031470884352	-11.1878513481142	14.1511081503081	9.87700426161229	15.2122015693372	7.54662056350479	6.90995420051204	3.09870877784003	-3.85884148419479	-9.89052303070539	-3.20690686659242	9.84412526088481	-9.39507187469914	-21.790137384965	-6.85773412943839	0.56374582399226	-8.50832619749472	-10.5091243636943	7.77332967968366	-18.1527082196791	2.90339331575838	9.49737125516027	16.5742317757111	10.489458450755	-22.2109476532524	7.17814133168374	1.90961516302302	-4.41792858825648	-2.69895221192177	-15.0103640750196	-18.5515865146865	-16.1933096265688	-4.54558137874488	-8.95999448757389	-8.75444429947238	5.01046766148768	4.16422379621227	-8.09894613422155	-9.50458197190432	0.786748964220895	-3.3961591379376	-2.05648212696216	-4.01362569586423	0.257198255471463	0.478703535246169	-10.403402984144	-6.90368861391176	-1.47807517110338	-6.9059620574736	17.9532758654081	12.4346227325536	11.7340200022493	-7.54433741444506	-6.52970609028373	-11.9055118886149	13.7636633100997	-24.4657338346373	-10.5409011996422	15.8409075070905	2.62792483264929	22.2100660318698	1.78381766907259	18.1139296757934	-11.3416375735733	20.4355444881137	8.19497992839251	6.30198362106922	22.2051956934656	12.6645063059001	-18.2859869637193	14.7747160880729	2.44444503869041	-8.27089534096161	11.9004271294468	-4.6620744176304	-9.69740394352008	-11.8969653809072	-2.3902378124922	-5.11638967672376	-5.62306210197517	7.16486563549487	-5.32775469038826	9.41966551033586
"g10"	1.17903890543767	18.5063184940507	-12.5308395272053	1.72811848396586	5.23553401748684	6.30348001314522	-12.8861358169498	4.84999664879545	20.0037824991576	9.32111083316331	4.02084101139882	-9.85599687370965	7.2310789853827	11.5315367344256	2.60020986903924	-16.429917427802	9.38864183153848	-8.15094616784306	1.27064117535506	-0.635783383798863	-6.82730964058582	-1.9435265735237	-3.24528695541137	5.49762155310046	-23.4006161588367	6.39194610955519	-7.25195174381503	9.6096574690622	18.25311902108	-18.3074117740896	1.41215683459245	-2.33117241353073	9.117305822447	12.4436753612058	8.21815723882826	1.32837639135253	-5.9644174115697	-6.82237314195976	-1.27202230766738	-5.36053787521463	-2.76233147945979	-2.75078781966676	17.1000418304517	15.0162830072889	-0.203792526691192	-11.8393111718506	-4.06562748617397	-20.1669147009746	-0.713944143979341	-13.9118308235869	-8.07748930987614	0.0806731069512834	-17.62970086931	-7.20858401367701	7.96550477214574	7.34508742241709	-7.56690059521228	3.51553835313249	3.20546645361204	-15.0944463370051	15.7539730647652	-7.00097609212125	10.737717378375	14.6434953767984	11.8988290512095	4.06898244971176	-1.99761612778989	7.93177889222816	7.18406485801782	-0.327397131581888	-15.1412286920244	22.0744177354839	11.3296166528327	-2.83794329120499	-5.26215263890005	5.24770995355614	-14.0388631085037	-3.00579954075833	19.632514137843	-4.34988356597641	18.3850249176709	3.06519855690744	-15.097015641791	-4.69212829069619	0.48330482253794	9.19928402677939	4.33962123389854	0.234443938128795	-15.3012302344137	-3.0971985185787	3.54883518388887	-10.3766826036216	-1.19146391846448	23.4158201293872	2.97094089404994	4.98368153519659	-20.0454271769215	-0.999442785605483	-4.39700509720937	-13.63995183536	0.927065202473791	-0.560049338825444
