"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"
"g1"	0.648187222901412	10.5953252164106	11.8305365672366	-0.0759505191249929	4.03355028288957	12.7858590892627	2.05417960813221	-9.66523113140741	-12.9824799709465	8.40663526448629	-2.31961121756485	6.70024237928971	-0.814004319449086	12.1624950593861	8.97966828560483	-7.61813319525429	11.1338657251143	-5.47815093899274	-11.2261773694302	-6.15143782237928	19.5711905073451	-11.8698905680707	-19.2401019865987	12.3150524562174	21.0857899251717	-15.0953694917629	-6.1467950333761	-7.22567596719427	-10.8697284453156	-2.59243615708147	-3.66920222262509	3.08278959975076	2.46283438896045	-4.19134044165093	2.88351960453096	16.2437775122072
"g2"	8.55316598007852	6.2262654665332	5.81728166592939	-6.50582853655492	10.9023610444185	4.08324578343453	5.77084080105017	18.2228999331853	-5.70789846845378	0.538627585055359	-7.70988954247652	-9.28671531535907	9.65687859587321	10.1458126250874	7.21267903575115	-6.25817476694892	8.59557508636946	-2.08196420710504	3.1831069138682	3.30009306428597	-1.80752885907659	-5.39939760292972	-9.33978623794959	-12.1911331799608	-3.03491285070651	-4.86089820533511	-1.16057081045122	-8.39321578939501	-7.00861879759653	13.916410613134	12.3625188351691	-3.08343084550297	8.84975157383863	10.2516009975014	3.36014736122213	19.5903999826471
"g3"	-15.3110390363406	9.93204870287306	-6.48117287059907	13.0969526842109	-6.82235596550272	23.691028212022	-0.196670707619183	4.41442918914059	-0.453824378576165	5.92601532274645	0.640346455388244	1.0609954042765	2.12792616486657	2.00109529940786	-4.4355605343311	-6.63937452109566	-8.08079053589387	5.20466708118924	1.38163209991409	0.430641881034227	16.9011510278353	-6.66350612125287	6.54052498421109	7.55763481840212	7.19211681028523	-2.53951685593194	16.4001325093479	0.22402730858605	-12.6328109192331	-6.51286003636788	5.9019734175686	6.50058179013485	-3.34947499474396	-4.49563050075262	4.23332386872309	5.41948285280465
"g4"	17.428005712953	19.5600175184314	-11.666134686566	18.6678605575537	3.51451128556049	0.365778439223982	6.00156517390754	-11.3240213667423	-5.35471392309403	1.45042911367262	11.3690853606811	2.52056732675645	-4.25217619028924	2.23838728646782	-11.1066414055364	-4.61937917483402	11.583869229648	-13.9711251717695	6.55400573017956	-4.86367781749609	8.54472723268113	10.3344356191151	-9.36571158604482	-5.51035263651254	4.95650777900534	-0.859778156874009	11.2512612376919	-12.6894980133363	2.32429889726897	9.56136503595286	-7.67231279573837	-4.62729229912787	6.83472899975029	20.8126512472547	-4.07535682122646	1.86906547362819
"g5"	3.96065328015212	11.3194093034514	9.72070906265326	3.35496026521298	-3.9770583957829	-5.21296978199904	25.1678123617025	-6.73143660458835	6.64576425799375	-8.01319377146324	2.15108902440061	0.182873995572531	-17.5159803887456	-3.35307104715271	-11.4451720962251	-19.1643692066861	-8.09723934447631	10.7162321310789	5.13021941710944	-16.6366182025431	-2.67374079691889	2.66896777122763	19.2394658612195	5.4389263285125	5.16382331480846	10.2228839836583	17.4727879258942	-6.00898429659724	2.69206323622667	-16.2509533631385	13.5623336182882	-12.0048490647031	2.87364522976093	-4.69740260516006	-7.84666246525355	-8.03743306471149
"g6"	13.9250969362779	10.3262313383434	-3.69560958027988	15.4938298862225	-6.54109255618758	2.56481006050363	12.1494608920882	0.885041872281247	-18.1561356124622	2.92767486133025	-11.3406542704903	4.81719372654606	1.75265596471018	-9.18609919121425	5.61928570977923	7.4469773979212	3.49853784079704	4.78225481881968	-13.3038529541622	13.0790993472299	-1.12881030726511	-20.2281563129701	1.55849811760251	15.1469007304396	-11.067621411424	6.55702060809642	5.48980670267487	11.1221498070316	-14.1285180255701	19.9972751206356	6.94817968738863	4.70735405527834	3.46573361924188	19.8491556433316	0.566032320627267	-0.370496918263919
"g7"	4.38301994081192	-15.7672628862036	2.00866106852761	18.7349816285577	-10.6100797923797	-3.73519846517811	6.50383731192355	11.3099619407611	-5.52494988241079	-11.7227637796609	-0.493100844229823	7.10410682598817	22.6945977808795	18.6426602453121	9.72279894663855	4.55376828022058	-1.13917812930241	6.86473436206092	0.815428985054752	3.13204036112522	-7.28962834009907	15.8056071862568	7.76101593943488	3.69604764565722	0.387307096801746	-7.45849531773467	9.50810332763085	-3.79059329362577	-0.301136566910937	-1.5874616962374	17.7421931112636	7.33180652437722	-3.8324662758894	7.8237500949629	3.72405956892872	-11.7255494006015
"g8"	-10.9609072237391	6.32364885630407	20.9029515816235	4.93981999223554	-5.017822225038	16.5835232467089	4.17860529019771	-6.58400683999487	8.9306757308899	-2.9083105747197	8.97765320932058	9.44046088553763	11.2583851244748	0.895087198152695	-6.23917235851054	-3.8729165932608	14.1496164821405	4.37760845111725	-0.203773718861066	14.390640040105	5.03136164939455	13.8354013184534	15.1524866714258	10.1875147684949	-2.82531885736715	15.2904371942669	-2.01824003447472	1.94718306088989	-12.5683463445941	18.9505764429552	8.70052523593702	8.01369216748169	7.76355240687428	-13.3030476558853	10.4727667135313	-6.35629599952257
"g9"	8.14764482042494	1.53370174004114	4.04388949687094	0.151400386091305	-0.420817973533235	-2.67719911499691	1.50706854262988	5.44505375956567	8.06349046802561	10.3461861191595	20.9446414194242	2.02980222784548	-19.0145792553135	17.6280142640808	14.828187926378	11.1403344019896	15.6092784311411	-4.64355696891981	-16.4037341140601	-9.44633641813336	17.5360638120914	11.4360216714669	4.19684980268903	8.2194648797467	14.4344634696192	-1.61327658003592	-6.03651368208664	3.91547417127085	-1.39555577374652	-10.7751285508555	-4.17282934731187	-9.64526679977589	8.65846591455352	9.70086010732746	-4.44748012618704	-7.68101533415834
"g10"	1.6633758405744	-1.64100886749867	-14.6957213959843	5.52444525095768	-4.4107596505672	-3.22028800918993	8.7273281442261	6.88080798953994	11.3324757559097	8.75615903755428	11.4898711752013	-7.88777404526306	-13.2121348755624	-3.30223855825659	11.6165966199616	7.48311348020277	-4.84617252869669	-6.9625917199155	11.2736093929451	8.88082903632958	13.1628676425704	11.359856919599	12.3852202066354	-12.1893211133143	7.63253269805804	-13.3713650978076	3.21733947083169	0.0903860321119136	9.1403740043174	-9.14389810769952	-5.37865182581884	2.52077244945997	-24.2210571211022	14.2582043176189	3.27033972977861	-2.10346696453335
