"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"ctrl 23"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"	"case 23"
"g1"	-19.5122061960012	1.42793763778637	-1.14513092907793	-12.9273040341038	-6.76147993061683	-19.0699399619034	11.0363802626928	5.18324268278187	6.09447902334395	3.33337360383847	4.81547811145279	-4.75761073036873	-6.56294443910073	6.64830894520729	20.3399779290788	-9.0352701636383	4.77441238471186	-3.91337873037362	3.14219108434485	-5.38256444054572	-6.68056921782963	0.946291539612273	9.32863712238252	-0.905578739740903	-8.84139192493596	-0.085703321575542	-5.33983477767052	4.08880674631571	17.6107927254787	18.4558605447604	-1.4607255865956	6.79337048613976	-6.34163398332594	10.1750095545526	5.82783271136181	3.73499364817296	16.6481735686595	11.0309986399538	8.77891288124702	-6.472759646635	-4.0777700731717	-15.8723676259938	-5.27841442679467	8.01771735857778	-8.41592389535914	-4.7948789558536
"g2"	-2.15234612683446	-3.08951936530591	0.3980238070432	4.54139081045407	4.56258581460608	3.03951133638904	9.76525780940325	-2.42883349666839	-10.3967569894332	6.24544007109311	-5.49682905534183	23.8296747433288	-27.3336769650057	9.23989198707281	-1.00414504970341	-20.3113500256888	-11.4322733717026	-2.24500303454494	13.8662152166625	8.24020058272076	12.5339684635762	-4.51103934894548	5.25186968273173	11.3265353491182	2.36122219766287	0.185357355496433	1.87446959550569	1.13553747678664	4.57265225095392	-5.8754363706211	-0.293250183732559	-8.58139639596941	7.06002513678697	0.167205707119396	-13.971071128863	8.54599374867184	5.40209999119231	5.70232773481553	0.420624383047774	1.71778106241251	0.0843563770345349	-2.45916452543986	11.0236060687819	4.08412367662948	0.679488590576306	-3.4734086037109
"g3"	19.3044273392368	13.2567942413331	0.921979116732455	-1.67752565680275	10.210618327028	-13.4214703256487	-0.680487876094754	-14.8783167422326	-2.70097586860061	2.96365586992817	0.0349339345971152	7.53457831149836	12.039386395818	0.561878399094736	-9.99218990571826	-15.9790069167359	-14.1669924124433	0.308910997121196	5.1443066954109	19.8493705671385	3.88065401669401	-1.02592488311563	9.4451833697342	6.05833250312053	3.34219486675051	-27.2848511111974	31.6761643756792	4.63664365339354	3.84348379208926	6.03910756689995	-17.3250915672838	1.53067250770144	10.5796254197809	-2.65407787998263	16.5411999872579	9.55683265166045	-1.35992531604716	-25.048283546246	0.122139156236638	-3.43806927762908	5.12500663350532	3.22955903016413	-10.7441610588936	1.59076699473596	-1.38426706732516	8.4572012419742
"g4"	-2.34873206357974	-22.7780259519668	-9.47081011969805	-6.94521345543669	-6.03190430733077	7.14822125607378	11.4741863826129	-0.202032253965193	19.2513131846336	-8.94337367802075	8.57792461857317	-8.42378740370135	11.0874041783091	-10.479886556206	12.2157606570415	-8.30314835809311	1.75486426938576	-13.6982321841657	-16.9501155097566	13.8472278509245	-7.31023247969708	-2.47634350028212	-6.31920669264258	-0.892835611597235	0.555565801061705	-7.96594705154425	1.58501712591336	39.6317021647574	2.08697922366608	9.14219842343889	-10.0422777554042	1.08785930152094	-4.20902024131922	-0.901508181439617	-2.26837066089875	-2.42043732675672	0.579864799464996	8.78347633541845	1.16149875836849	-16.0534236226472	2.23616957820503	-31.0475798115628	2.126843420398	-11.0073118270589	1.84200788244538	2.71135145314119
"g5"	-21.9491783161266	4.74634384974092	-17.0937068600046	0.823707544967415	-10.2688127885133	1.89943081737104	-21.3605539799454	23.9290914001176	1.5193194970191	1.24983375845386	-18.5480849194819	-2.88536710508954	8.60363006262781	-1.47895524218971	-0.911950424692781	3.96166262403894	-14.0102180492921	11.6244756624779	8.23211502744756	13.3557808456537	-6.29998290640519	-2.74183266931213	-2.4294481397381	9.21057449662431	-1.15931988146603	2.78823972417768	6.73523431704759	-11.6767659885826	-10.2980645973436	-8.70277057642265	-13.8411082793405	14.2448078237766	-14.2031482221864	-1.43659045656509	4.50525616272712	-4.46739493784217	8.64720904727839	-4.36032811807905	7.27470189162312	11.8470841283368	-3.98781562209792	3.09622152979801	8.09024781810164	12.1309922309014	-6.43796814454408	25.7594103684976
"g6"	2.51239513768183	-4.79658063329883	-19.4240277258398	-4.13431225230844	-3.06068409894675	6.3789553714081	12.2538943110774	-1.25713132902593	-26.1518837884127	-6.65075709710581	7.10504956240247	10.6154275911836	2.463849484549	5.86551355992852	-6.55268883892677	-1.78871050440542	-11.7918190450287	-4.72177307385922	15.9512086602071	-1.81595183512116	6.96808644053864	8.57220454264439	-4.70852716251678	-17.5392540999844	6.17437311599476	-11.637197704491	-4.88947170711073	-5.99594538920496	10.6748436084924	0.576594920356604	17.7093171716863	-13.4396726771368	-3.9578107462361	7.56235350393589	-5.65720723598548	10.8406041422866	2.66487361625915	2.69795090400925	-1.88972049901063	8.56672080875144	5.2164701501843	-15.8569850648126	11.8443041138332	-0.170933812615063	1.11831309399682	-19.6750576223366
"g7"	1.26600750523135	-8.19130337574364	11.8608540609602	-9.67412028275751	20.6446902060961	3.16671152765533	-1.90019717855244	-10.5908959214569	13.5749963156868	-2.74628709073171	-17.8668975245	6.97138447241844	-7.98803680814154	7.91159185335123	8.5376208538918	6.50721832807764	3.26947086049549	1.84940996103614	7.92831892871412	-7.67172499403251	10.0197967800941	3.29971559392643	6.94136581227781	-10.4819433352662	-3.16231251066784	5.4197545325203	-3.30071367208195	21.3946195155316	-9.52496740830691	-14.7666085962474	7.51876589485593	-7.31632272795357	0.33480339930317	7.76602480753908	-11.5325570344765	9.17843515477922	0.342753514438569	-11.6846592298392	-7.84056992076116	3.62465200396425	-4.39138775889886	-16.7200850801992	-6.74303307987691	4.21632451698189	-4.94785358579297	5.12932171636912
"g8"	-2.33673286723572	-14.4300027177286	-2.30142262941937	-8.51593707030742	-9.75916492996298	2.92348282819809	-15.0838254365901	8.26373447222961	9.40679828692472	-1.54085583122428	-0.617784263342281	-28.787525238875	-5.7365011635531	-13.4519265423754	-7.35622199936129	0.726160876602829	-1.95166336333725	-3.78657271802084	4.40519837582529	-3.17606170466151	-1.22780121667738	0.501597125454441	0.0838953391926071	1.59761135631207	-12.4986552259434	-3.41893588547701	-2.22085941429839	8.57321417648172	-5.69124248083712	-1.2115214380005	-21.5071219885035	11.2632310665134	-14.428353707719	-13.6796972473304	-10.9875779519055	0.868348400424973	-11.2005882903199	0.863833700116212	8.27411500813252	4.7055479944882	6.02074536688873	-12.4593915597762	-9.83649977766675	-2.80534550723782	7.01854748553643	-6.91275905444228
"g9"	15.5465664474252	-0.965329675622786	-7.87512112391346	-4.68040404800064	-10.9737373357042	5.53655592161087	5.72905787485619	4.6595761870109	7.18894059452117	3.70262797170522	-3.54569387920163	14.1423830205022	-9.06842961634104	-0.499933526938931	-8.89196851755248	-0.64351898093547	-11.6474017702443	-7.77475254765866	-3.7102692598352	11.786594834997	-10.3592355098492	11.8601486030826	-2.17566893453647	4.4517053115029	5.05568302043595	8.41575291607525	-1.58660916854955	6.46340894589304	-11.9773715753533	-3.10850456810243	-2.70887228651539	-0.176856251957123	10.7338272414373	1.86870705937016	-14.1334302228891	-1.59410476171418	6.00769151918881	9.49902708372401	-8.23523543115785	9.81414755233584	-12.6045012077122	-24.8816713510326	6.45954754842184	-3.73420379345559	-1.85055470459488	7.27659459365719
"g10"	12.3042851666801	4.64049728137461	6.60659792871272	4.3562929951726	5.72183956317765	-27.9108639116407	1.35318356359747	-4.06547999834722	-16.9308620672645	1.35244834379198	2.92928438230469	-6.45001051168272	-3.74695187694975	-2.88396419936931	4.48174510664297	-18.3815259909663	-0.139252881049139	11.1801938302729	-1.85627298396844	12.0300325958617	-7.27018304027783	-10.9650786500453	1.19172072386973	0.266995397135864	3.93608572754038	-2.88987731315157	2.53303055396131	-6.40909133022765	-7.25165008770519	-7.14241834741327	2.88892444878473	11.2207340595182	5.53046410432781	1.41194548951522	-5.33402846571076	-2.97177612214912	-2.14669853254683	-1.334976805009	-6.32181348577503	17.2338078673324	-3.42786460424367	17.3336356114278	22.6686542837443	6.53059034599433	-4.17525486075526	6.16906244756644
